Number	Level	Point	Skill	PhucDuyen	DanhVong	Money
764	200	3825	765	3870	3870	76500000
765	200	3830	766	3875	3875	76600000
766	200	3835	767	3880	3880	76700000
767	200	3840	768	3885	3885	76800000
768	200	3845	769	3890	3890	76900000
769	200	3850	770	3895	3895	77000000
770	200	3855	771	3900	3900	77100000
771	200	3860	772	3905	3905	77200000
772	200	3865	773	3910	3910	77300000
773	200	3870	774	3915	3915	77400000
774	200	3875	775	3920	3920	77500000
775	200	3880	776	3925	3925	77600000
776	200	3885	777	3930	3930	77700000
777	200	3890	778	3935	3935	77800000
778	200	3895	779	3940	3940	77900000
779	200	3900	780	3945	3945	78000000
780	200	3905	781	3950	3950	78100000
781	200	3910	782	3955	3955	78200000
782	200	3915	783	3960	3960	78300000
783	200	3920	784	3965	3965	78400000
784	200	3925	785	3970	3970	78500000
785	200	3930	786	3975	3975	78600000
786	200	3935	787	3980	3980	78700000
787	200	3940	788	3985	3985	78800000
788	200	3945	789	3990	3990	78900000
789	200	3950	790	3995	3995	79000000
790	200	3955	791	4000	4000	79100000
791	200	3960	792	4005	4005	79200000
792	200	3965	793	4010	4010	79300000
793	200	3970	794	4015	4015	79400000
794	200	3975	795	4020	4020	79500000
795	200	3980	796	4025	4025	79600000
796	200	3985	797	4030	4030	79700000
797	200	3990	798	4035	4035	79800000
798	200	3995	799	4040	4040	79900000
799	200	4000	800	4045	4045	80000000
800	200	4005	801	4050	4050	80100000
801	200	4010	802	4055	4055	80200000
802	200	4015	803	4060	4060	80300000
803	200	4020	804	4065	4065	80400000
804	200	4025	805	4070	4070	80500000
805	200	4030	806	4075	4075	80600000
806	200	4035	807	4080	4080	80700000
807	200	4040	808	4085	4085	80800000
808	200	4045	809	4090	4090	80900000
809	200	4050	810	4095	4095	81000000
810	200	4055	811	4100	4100	81100000
811	200	4060	812	4105	4105	81200000
812	200	4065	813	4110	4110	81300000
813	200	4070	814	4115	4115	81400000
814	200	4075	815	4120	4120	81500000
815	200	4080	816	4125	4125	81600000
816	200	4085	817	4130	4130	81700000
817	200	4090	818	4135	4135	81800000
818	200	4095	819	4140	4140	81900000
819	200	4100	820	4145	4145	82000000
820	200	4105	821	4150	4150	82100000
821	200	4110	822	4155	4155	82200000
822	200	4115	823	4160	4160	82300000
823	200	4120	824	4165	4165	82400000
824	200	4125	825	4170	4170	82500000
825	200	4130	826	4175	4175	82600000
826	200	4135	827	4180	4180	82700000
827	200	4140	828	4185	4185	82800000
828	200	4145	829	4190	4190	82900000
829	200	4150	830	4195	4195	83000000
830	200	4155	831	4200	4200	83100000
831	200	4160	832	4205	4205	83200000
832	200	4165	833	4210	4210	83300000
833	200	4170	834	4215	4215	83400000
834	200	4175	835	4220	4220	83500000
835	200	4180	836	4225	4225	83600000
836	200	4185	837	4230	4230	83700000
837	200	4190	838	4235	4235	83800000
838	200	4195	839	4240	4240	83900000
839	200	4200	840	4245	4245	84000000
840	200	4205	841	4250	4250	84100000
841	200	4210	842	4255	4255	84200000
842	200	4215	843	4260	4260	84300000
843	200	4220	844	4265	4265	84400000
844	200	4225	845	4270	4270	84500000
845	200	4230	846	4275	4275	84600000
846	200	4235	847	4280	4280	84700000
847	200	4240	848	4285	4285	84800000
848	200	4245	849	4290	4290	84900000
849	200	4250	850	4295	4295	85000000
850	200	4255	851	4300	4300	85100000
851	200	4260	852	4305	4305	85200000
852	200	4265	853	4310	4310	85300000
853	200	4270	854	4315	4315	85400000
854	200	4275	855	4320	4320	85500000
855	200	4280	856	4325	4325	85600000
856	200	4285	857	4330	4330	85700000
857	200	4290	858	4335	4335	85800000
858	200	4295	859	4340	4340	85900000
859	200	4300	860	4345	4345	86000000
860	200	4305	861	4350	4350	86100000
861	200	4310	862	4355	4355	86200000
862	200	4315	863	4360	4360	86300000
863	200	4320	864	4365	4365	86400000
864	200	4325	865	4370	4370	86500000
865	200	4330	866	4375	4375	86600000
866	200	4335	867	4380	4380	86700000
867	200	4340	868	4385	4385	86800000
868	200	4345	869	4390	4390	86900000
869	200	4350	870	4395	4395	87000000
870	200	4355	871	4400	4400	87100000
871	200	4360	872	4405	4405	87200000
872	200	4365	873	4410	4410	87300000
873	200	4370	874	4415	4415	87400000
874	200	4375	875	4420	4420	87500000
875	200	4380	876	4425	4425	87600000
876	200	4385	877	4430	4430	87700000
877	200	4390	878	4435	4435	87800000
878	200	4395	879	4440	4440	87900000
879	200	4400	880	4445	4445	88000000
880	200	4405	881	4450	4450	88100000
881	200	4410	882	4455	4455	88200000
882	200	4415	883	4460	4460	88300000
883	200	4420	884	4465	4465	88400000
884	200	4425	885	4470	4470	88500000
885	200	4430	886	4475	4475	88600000
886	200	4435	887	4480	4480	88700000
887	200	4440	888	4485	4485	88800000
888	200	4445	889	4490	4490	88900000
889	200	4450	890	4495	4495	89000000
890	200	4455	891	4500	4500	89100000
891	200	4460	892	4505	4505	89200000
892	200	4465	893	4510	4510	89300000
893	200	4470	894	4515	4515	89400000
894	200	4475	895	4520	4520	89500000
895	200	4480	896	4525	4525	89600000
896	200	4485	897	4530	4530	89700000
897	200	4490	898	4535	4535	89800000
898	200	4495	899	4540	4540	89900000
899	200	4500	900	4545	4545	90000000
900	200	4505	901	4550	4550	90100000
901	200	4510	902	4555	4555	90200000
902	200	4515	903	4560	4560	90300000
903	200	4520	904	4565	4565	90400000
904	200	4525	905	4570	4570	90500000
905	200	4530	906	4575	4575	90600000
906	200	4535	907	4580	4580	90700000
907	200	4540	908	4585	4585	90800000
908	200	4545	909	4590	4590	90900000
909	200	4550	910	4595	4595	91000000
910	200	4555	911	4600	4600	91100000
911	200	4560	912	4605	4605	91200000
912	200	4565	913	4610	4610	91300000
913	200	4570	914	4615	4615	91400000
914	200	4575	915	4620	4620	91500000
915	200	4580	916	4625	4625	91600000
916	200	4585	917	4630	4630	91700000
917	200	4590	918	4635	4635	91800000
918	200	4595	919	4640	4640	91900000
919	200	4600	920	4645	4645	92000000
920	200	4605	921	4650	4650	92100000
921	200	4610	922	4655	4655	92200000
922	200	4615	923	4660	4660	92300000
923	200	4620	924	4665	4665	92400000
924	200	4625	925	4670	4670	92500000
925	200	4630	926	4675	4675	92600000
926	200	4635	927	4680	4680	92700000
927	200	4640	928	4685	4685	92800000
928	200	4645	929	4690	4690	92900000
929	200	4650	930	4695	4695	93000000
930	200	4655	931	4700	4700	93100000
931	200	4660	932	4705	4705	93200000
932	200	4665	933	4710	4710	93300000
933	200	4670	934	4715	4715	93400000
934	200	4675	935	4720	4720	93500000
935	200	4680	936	4725	4725	93600000
936	200	4685	937	4730	4730	93700000
937	200	4690	938	4735	4735	93800000
938	200	4695	939	4740	4740	93900000
939	200	4700	940	4745	4745	94000000
940	200	4705	941	4750	4750	94100000
941	200	4710	942	4755	4755	94200000
942	200	4715	943	4760	4760	94300000
943	200	4720	944	4765	4765	94400000
944	200	4725	945	4770	4770	94500000
945	200	4730	946	4775	4775	94600000
946	200	4735	947	4780	4780	94700000
947	200	4740	948	4785	4785	94800000
948	200	4745	949	4790	4790	94900000
949	200	4750	950	4795	4795	95000000
950	200	4755	951	4800	4800	95100000
951	200	4760	952	4805	4805	95200000
952	200	4765	953	4810	4810	95300000
953	200	4770	954	4815	4815	95400000
954	200	4775	955	4820	4820	95500000
955	200	4780	956	4825	4825	95600000
956	200	4785	957	4830	4830	95700000
957	200	4790	958	4835	4835	95800000
958	200	4795	959	4840	4840	95900000
959	200	4800	960	4845	4845	96000000
960	200	4805	961	4850	4850	96100000
961	200	4810	962	4855	4855	96200000
962	200	4815	963	4860	4860	96300000
963	200	4820	964	4865	4865	96400000
964	200	4825	965	4870	4870	96500000
965	200	4830	966	4875	4875	96600000
966	200	4835	967	4880	4880	96700000
967	200	4840	968	4885	4885	96800000
968	200	4845	969	4890	4890	96900000
969	200	4850	970	4895	4895	97000000
970	200	4855	971	4900	4900	97100000
971	200	4860	972	4905	4905	97200000
972	200	4865	973	4910	4910	97300000
973	200	4870	974	4915	4915	97400000
974	200	4875	975	4920	4920	97500000
975	200	4880	976	4925	4925	97600000
976	200	4885	977	4930	4930	97700000
977	200	4890	978	4935	4935	97800000
978	200	4895	979	4940	4940	97900000
979	200	4900	980	4945	4945	98000000
980	200	4905	981	4950	4950	98100000
981	200	4910	982	4955	4955	98200000
982	200	4915	983	4960	4960	98300000
983	200	4920	984	4965	4965	98400000
984	200	4925	985	4970	4970	98500000
985	200	4930	986	4975	4975	98600000
986	200	4935	987	4980	4980	98700000
987	200	4940	988	4985	4985	98800000
988	200	4945	989	4990	4990	98900000
989	200	4950	990	4995	4995	99000000
990	200	4955	991	5000	5000	99100000
991	200	4960	992	5000	5000	99200000
992	200	4965	993	5000	5000	99300000
993	200	4970	994	5000	5000	99400000
994	200	4975	995	5000	5000	99500000
995	200	4980	996	5000	5000	99600000
996	200	4985	997	5000	5000	99700000
997	200	4990	998	5000	5000	99800000
998	200	4995	999	5000	5000	99900000
999	200	5000	1000	5000	5000	100000000
1000	200	5000	1000	5000	5000	100000000
