Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	TypeItem	GroupItem	Level	Series	Type1	Min1	Max1	Type2	Min2	Max2	Type3	Min3	Max3	Type4	Min4	Max4	Type5	Min5	Max5	Type6	Min6	Max6
Th¸i cùc Qu¸n	0	7	8	\spr\item\equip\cap\obj-fm-cap06-2.spr	30	2	2	"Lµ Mét lo¹i mò cña c¸c ®¹o sÜ th­êng ®éi, cã thÓ trõ yªu diÖt qu¸i. "		1066	9	0	30	180	180	31	27	27																36	53	 	 	33	60			38	1			0																					
¢m D­¬ng V« Cùc Qu¸n	0	7	8	\spr\item\equip\cap\obj-fm-cap06-3.spr	30	2	2	B¶o vËt cña c¸c ®¹o gia. 		1333	10	0	30	200	200	31	30	30																36	60	 	 	33	65			38	1			0																					
B×Trô	0	7	9	\spr\item\equip\cap\obj-fm-cap07-1.spr	28	2	2	"Lo¹i mò b¶o hé ®­îc tinh chÕ tõ nh÷ng lo¹i da thó, cã kh¶ n¨ng tÊn c«ng vµ phßng ngù rÊt tèt. "		33	1	0	30	25	25	31	8	8																36	1	32	30	33	20			38	1			0																					
§ång Trô	0	7	9	\spr\item\equip\cap\obj-fm-cap07-1.spr	28	2	2	"Lo¹i gi¸p trô b»ng ®ång, c¸c sÜ binh th­êng mÆc. "		100	2	0	30	50	50	31	10	10																36	7	32	45	33	25			38	1			0																					
Tinh §ång Trô	0	7	9	\spr\item\equip\cap\obj-fm-cap07-2.spr	28	2	2	Lo¹i kh«i ®­îc tinh chÕ b»ng ®ång. 		200	3	0	30	75	75	31	13	13																36	13	32	60	33	30			38	1			0																					
XÝch §ån B× M·o	0	7	9	\spr\item\equip\cap\obj-fm-cap07-3.spr	28	2	2	"Lo¹i mò b¶o hé ®­îc lµm tõ da s­ tö biÓn, tÝnh phßng ngù tÊt cao. "		333	4	0	30	100	100	31	15	15																36	19	32	75	33	35			38	1			0																					
Thó Cèt Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap08-1.spr	30	2	2	Lo¹i Tr©m lµm b»ng x­¬ng thó. 		533	5	0	30	125	125	31	17	17																36	26	32	90	33	40			38	1			0																					
Tö Cèt Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap08-2.spr	30	2	2	Lo¹i Tr©m lµm b»ng x­¬ng thó. 		800	6	0	30	150	150	31	20	20																36	33	32	105	33	45			38	1			0																					
HuyÒn Cèt Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap08-3.spr	30	2	2	"Lo¹i Tr©m lµm b»ng x­¬ng thó, rÊt quý hiÕm. "		1166	7	0	30	175	175	31	22	22																36	40	32	120	33	50			38	1			0																					
Hæ B×DiÖn Tr¸o	0	7	9	\spr\item\equip\cap\obj-fm-cap09-1.spr	28	2	2	Lo¹i mò phßng hé th­îng ®¼ng b»ng da Hæ. 		1600	8	0	30	200	200	31	25	25																36	46	32	135	33	55			38	1			0																					
§iªu B× DiÖn Tr¸o	0	7	9	\spr\item\equip\cap\obj-fm-cap09-2.spr	28	2	2	Lo¹i mò phßng hé th­îng ®¼ng b»ng da chån. 		2133	9	0	30	225	225	31	27	27																36	53	32	150	33	60			38	1			0																					
HuyÒn Tª DiÖn Tr¸o	0	7	9	\spr\item\equip\cap\obj-fm-cap09-3.spr	28	2	2	"Lo¹i mò phßng hé th­îng ®¼ng b»ng da tª gi¸c, cùc kú quý hiÕm. "		2666	10	0	30	250	250	31	30	30																36	60	32	165	33	65			38	1			0																					
Th« ThiÕt §Çu Hoµn	0	7	10	\spr\item\equip\cap\obj-fm-cap10-1.spr	28	2	2	"Lo¹i mò b¶o hé tinh chÕ tõ thÐp, kh¶ n¨ng phßng ngù rÊt cao. "		40	1	0	30	25	25	31	8	8																36	1	32	30	33	20			38	1			0																					
TÕ ThiÕt §Çu Hoµn	0	7	10	\spr\item\equip\cap\obj-fm-cap10-1.spr	28	2	2	"Lo¹i mò b¶o hé tinh chÕ tõ thÐp, kh¶ n¨ng phßng ngù rÊt cao. "		106	2	0	30	50	50	31	10	10																36	7	32	45	33	25			38	1			0																					
Hoµng §ång §Çu Hoµn	0	7	10	\spr\item\equip\cap\obj-fm-cap10-2.spr	28	2	2	"Lo¹i mò b¶o hé tinh chÕ tõ ®ång, kh¶ n¨ng phßng ngù rÊt cao"		250	3	0	30	75	75	31	13	13																36	13	32	60	33	30			38	1			0																					
Lôc Ngäc §Çu Hoµn	0	7	10	\spr\item\equip\cap\obj-fm-cap10-3.spr	28	2	2	Lo¹i mò b¶o hé tinh chÕ tõ thÐp cã kh¶m ngäc. 		400	4	0	30	100	100	31	15	15																36	19	32	75	33	35			38	1			0																					
Kª VÜ Thoa	0	7	10	\spr\item\equip\cap\obj-fm-cap11-1.spr	30	2	2	"Lo¹i thoa ®­îc lµm tõ ®u«i chim, rÊt n÷ tÝnh. "		600	5	0	30	125	125	31	17	17																36	26	32	90	33	40			38	1			0																					
Anh vò Thoa	0	7	10	\spr\item\equip\cap\obj-fm-cap11-2.spr	30	2	2	"Lo¹i tr©m thoa lµm tõ l«ng chim anh Vò, rÊt ®Ñp. "		833	6	0	30	150	150	31	20	20																36	33	32	105	33	45			38	1			0																					
Bµn Xµ Thoa	0	7	10	\spr\item\equip\cap\obj-fm-cap11-3.spr	30	2	2	"Lo¹i tr©m thoa ®­îc mµi tõ b¶o th¹ch, trén lÉn víi da r¾n, cùc kú cao quý. "		1233	7	0	30	175	175	31	22	22																36	40	32	120	33	50			38	1			0																					
Chu Sa §Çu Hoµn	0	7	10	\spr\item\equip\cap\obj-fm-cap12-1.spr	28	2	2	"Lo¹i mò b¶o hé tinh chÕ tõ thÐp, cã kh¶m rÊt nhiÒu lo¹i ®¸ quý"		1666	8	0	30	200	200	31	25	25																36	46	32	135	33	55			38	1			0																					
Minh Ch©u §Çu Hoµn	0	7	10	\spr\item\equip\cap\obj-fm-cap12-2.spr	28	2	2	"Lo¹i mò b¶o hé tinh chÕ tõ vµng, cã kh¶m rÊt nhiÒu h¹t D¹ Minh Ch©u. "		2000	9	0	30	225	225	31	27	27																36	53	32	150	33	60			38	1			0																					
Long HuyÕt §Çu Hoµn	0	7	10	\spr\item\equip\cap\obj-fm-cap12-3.spr	28	2	2	Lo¹i mò b¶o hé tinhchÕ tõ vµng cùc kú quý hiÕm. 		2500	10	0	30	250	250	31	30	30																36	60	32	165	33	65			38	1			0																					
Viªn M·o	0	7	11	\spr\item\equip\cap\obj-fm-cap13-1.spr	28	2	2	Mét lo¹i mò th«ng th­êng. 		123	1	0	30	20	20	31	8	8																36	1	 	 	33	20			38	1			0																					
§­êng M·o	0	7	11	\spr\item\equip\cap\obj-fm-cap13-1.spr	28	2	2	Mét lo¹i mò th«ng th­êng. 		203	2	0	30	40	40	31	10	10																36	7	 	 	33	25			38	1			0																					
C©n Qu¶n M·o	0	7	11	\spr\item\equip\cap\obj-fm-cap13-2.spr	28	2	2	"Lo¹i mò th«ng th­êng, ai còng cã thÓ ®éi. "		373	3	0	30	60	60	31	13	13																36	13	 	 	33	30			38	1			0																					
tû Gi¸c M·o	0	7	11	\spr\item\equip\cap\obj-fm-cap13-3.spr	28	2	2	Mét lo¹i mò t­¬ng ®èi cao cÊp. 		600	4	0	30	80	80	31	15	15																36	19	 	 	33	35			38	1			0																					
Thanh Phông Qu¸n	0	7	11	\spr\item\equip\cap\obj-fm-cap14-1.spr	28	2	2	Mét lo¹i kh¨n mµ c¸c n÷ t­íng rÊt thÝch quÊn. 		900	5	0	30	100	100	31	17	17																36	26	 	 	33	40			38	1			0																					
Kim Phông Qu¸n	0	7	11	\spr\item\equip\cap\obj-fm-cap14-2.spr	28	2	2	Mét lo¹i kh¨n ®­îc dÖt tõ Kim T¬. 		1233	6	0	30	120	120	31	20	20																36	33	 	 	33	45			38	1			0																					
Song Phông TriÒu Thiªn Qu¸n	0	7	11	\spr\item\equip\cap\obj-fm-cap14-3.spr	28	2	2	"Lo¹i mò b¶o hé tinh chÕ tõ vµng, trïm kÝn c¶ ®Çu. "		1700	7	0	30	140	140	31	22	22																36	40	 	 	33	50			38	1			0																					
PhØ Thóy Kh«i	0	7	11	\spr\item\equip\cap\obj-fm-cap15-1.spr	31	2	2	"Lo¹i mò b¶o hé tinh chÕ tõ vµng, trïm kÝn c¶ ®Çu. "		2166	8	0	30	160	160	31	25	25																36	46	 	 	33	55			38	1			0																					
Gi¶i Tr¹i Kh«i	0	7	11	\spr\item\equip\cap\obj-fm-cap15-2.spr	31	2	2	"Lo¹i mò ®· ®­îc yÕm bïa chó, t­îng tr­ng cho quyÒn lùc. "		2700	9	0	30	180	180	31	27	27																36	53	 	 	33	60			38	1			0																					
Long L©n Kh«i	0	7	11	\spr\item\equip\cap\obj-fm-cap15-3.spr	31	2	2	"Kh«i ph¸t ra hµo quang nh­ rång l©n uèn l­în, Võa nh×n ®· biÕt ngay lµ mét phÈm vËt cùc kú quý hiÕm. "		3333	10	0	30	200	200	31	30	30																36	60	 	 	33	65			38	1			0																					
Bè M·o	0	7	12	\spr\item\equip\cap\obj-fm-cap16-1.spr	28	2	2	Lo¹i mò th«ng th­êng. 		20	1	0	30	45	45	31	10	10																36	1	32	35	 	 			38	1			0																					
Viªn §Ønh M·o	0	7	12	\spr\item\equip\cap\obj-fm-cap16-1.spr	28	2	2	Lo¹i mò b»ng v¶i cã ®Ønh trßn. 		53	2	0	30	75	75	31	13	13																36	7	32	60	 	 			38	1			0																					
Ph¹m V¨n M·o	0	7	12	\spr\item\equip\cap\obj-fm-cap16-2.spr	28	2	2	"Lo¹i ¸o truyÒn thèng cña PhËt gia, trªn ®Çu cã Ên PhËt. "		123	3	0	30	105	105	31	16	16																36	13	32	85	 	 			38	1			0																					
Thanh V¨n Kh«i	0	7	12	\spr\item\equip\cap\obj-fm-cap16-3.spr	28	2	2	Lo¹i kh«i cã rÊt nhiÒu hoa v¨n. 		200	4	0	30	135	135	31	19	19																36	19	32	110	 	 			38	1			0																					
Hång Anh Thoa	0	7	12	\spr\item\equip\cap\obj-fm-cap17-1.spr	30	2	2	"Lo¹i thoa cã c¸c tua nhá b»ng l«ng chim rò xuèng, cao quý mü lÖ. "		300	5	0	30	165	165	31	22	22																36	26	32	135	 	 			38	1			0																					
XÝch HuyÕt Thoa	0	7	12	\spr\item\equip\cap\obj-fm-cap17-2.spr	30	2	2	"Mét lo¹i tr©m thoa quý hiÕm, cã mµu ®á nh­ huyÕt. "		400	6	0	30	195	195	31	25	25																36	33	32	160	 	 			38	1			0																					
L­u Ly Thoa	0	7	12	\spr\item\equip\cap\obj-fm-cap17-3.spr	30	2	2	"Thoa lµm tõ ngäc L­u Ly, cùc kú quý hiÕm. "		600	7	0	30	225	225	31	28	28																36	40	32	185	 	 			38	1			0																					
Léc nhÜ Thoa	0	7	12	\spr\item\equip\cap\obj-fm-cap18-1.spr	30	2	2	"Thoa lµm tõ g¹c h­¬u, võa ®Ñp võa h÷u dông. "		833	8	0	30	255	255	31	31	31																36	46	32	210	 	 			38	1			0																					
Lam Tinh Thoa	0	7	12	\spr\item\equip\cap\obj-fm-cap18-2.spr	30	2	2	"Thoa cã kh¶m thñy tinh, cùc kú quý hiÕm. "		1000	9	0	30	285	285	31	34	34																36	53	32	235	 	 			38	1			0																					
Thanh Tinh Thoa	0	7	12	\spr\item\equip\cap\obj-fm-cap18-3.spr	30	2	2	"Thoa cã kh¶m thñy tinh xanh, ¸nh s¸ng huyÒn ¶o, cùc kú quý hiÕm"		1233	10	0	30	315	315	31	37	37																36	60	32	260	 	 			38	1			0																					
Hoµng Bè Ph¸t §¸i	0	7	13	\spr\item\equip\cap\obj-fm-cap19-1.spr	28	2	2	Mét lo¹i ®ai th¾t th«ng th­êng. 		40	1	0	30	25	25	31	8	8																36	1	32	30	33	20			38	1			0																					
Hoµng Bè Ph¸t §¸i	0	7	13	\spr\item\equip\cap\obj-fm-cap19-1.spr	28	2	2	Mét lo¹i ®ai th¾t th«ng th­êng. 		106	2	0	30	50	50	31	10	10																36	7	32	45	33	25			38	1			0																					
Hoµng Bè Ph¸t §¸i	0	7	13	\spr\item\equip\cap\obj-fm-cap19-1.spr	28	2	2	Mét lo¹i ®ai th¾t th«ng th­êng. 		250	3	0	30	75	75	31	13	13																36	13	32	60	33	30			38	1			0																					
Hoµng Bè Ph¸t §¸i	0	7	13	\spr\item\equip\cap\obj-fm-cap19-1.spr	28	2	2	Mét lo¹i ®ai th¾t th«ng th­êng. 		400	4	0	30	100	100	31	15	15																36	19	32	75	33	35			38	1			0																					
Hoµng §ång Ph¸t Xoa	0	7	13	\spr\item\equip\cap\obj-fm-cap20-1.spr	30	2	2	"Lo¹i tr©m cµi b»ng ®ång, gi¸ trÞ tÇm th­êng. "		600	5	0	30	125	125	31	17	17																36	26	32	90	33	40			38	1			0																					
Hång M· N·o Ph¸t Xoa	0	7	13	\spr\item\equip\cap\obj-fm-cap20-2.spr	30	2	2	Lo¹i tr©m cµi b»ng M· N·o pha lÉn nhiÒu lo¹i b¶o th¹ch. 		833	6	0	30	150	150	31	20	20																36	33	32	105	33	45			38	1			0																					
Thanh L­u Ly Ph¸t Xoa	0	7	13	\spr\item\equip\cap\obj-fm-cap20-3.spr	30	2	2	Lo¹i tr©m cµi b»ng L­u Ly pha lÉn nhiÒu lo¹i b¶o th¹ch. 		1233	7	0	30	175	175	31	22	22																36	40	32	120	33	50			38	1			0																					
Huy Thñy Kh«i	0	7	13	\spr\item\equip\cap\obj-fm-cap21-1.spr	29	2	2	Lo¹i kh«i gi¸p chØ dµnh riªng cho c¸c t­íng lÜnh chØ huy. 		1666	8	0	30	200	200	31	25	25																36	46	32	135	33	55			38	1			0																					
Phông Nh·n Kh«i	0	7	13	\spr\item\equip\cap\obj-fm-cap21-2.spr	29	2	2	Lo¹i kh«i gi¸p cã h×nh d¸ng nh­ ®Çu chim phông. 		2000	9	0	30	225	225	31	27	27																36	53	32	150	33	60			38	1			0																					
Kim Phông TriÓn Si	0	7	13	\spr\item\equip\cap\obj-fm-cap21-3.spr	29	2	2	"Lo¹i kh«i gi¸p cã h×nh d¸ng nh­ ®Çu chim phông, chØ dµnh cho t­íng lÜnh. "		1250	10	0	30	250	250	31	30	30																36	60							38	1			0																					
Kim Phong Thanh D­¬ng Kh«i	0	7	14	\spr\item\equip\cap\obj-ma-cap13-2.spr	28	2	2	Trang bÞ Hoµng Kim	2	20000	1	0	30	315	315	31	75	75																36	40											1	1	5	2	85	200	200	102	15	15	89	200	200									
Kim Phong Thanh D­¬ng Kh«i	0	7	14	\spr\item\equip\cap\obj-ma-cap13-2.spr	28	2	2	Trang bÞ Hoµng Kim	2	20000	2	0	30	315	315	31	75	75																36	40											1	1	5	2	85	120	200	102	5	15	89	120	200									
Kim Phong Thanh D­¬ng Kh«i	0	7	14	\spr\item\equip\cap\obj-ma-cap13-2.spr	28	2	2	Trang bÞ Hoµng Kim	2	20000	3	0	30	315	315	31	75	75																36	40											1	1	5	2	85	120	200	102	5	15	89	120	200									
Kim Phong Thanh D­¬ng Kh«i	0	7	14	\spr\item\equip\cap\obj-ma-cap13-2.spr	28	2	2	Trang bÞ Hoµng Kim	2	20000	4	0	30	315	315	31	75	75																36	40											1	1	5	2	85	120	200	102	5	15	89	120	200									
Kim Phong Thanh D­¬ng Kh«i	0	7	14	\spr\item\equip\cap\obj-ma-cap13-2.spr	28	2	2	Trang bÞ Hoµng Kim	2	20000	5	0	30	315	315	31	75	75																36	40											1	1	5	2	85	120	200	102	5	15	89	120	200									
Kim Phong Thanh D­¬ng Kh«i	0	7	14	\spr\item\equip\cap\obj-ma-cap13-2.spr	28	2	2	Trang bÞ Hoµng Kim	2	20000	6	0	30	315	315	31	75	75																36	40											1	1	5	2	85	120	200	102	5	15	89	120	200									
Kim Phong Thanh D­¬ng Kh«i	0	7	14	\spr\item\equip\cap\obj-ma-cap13-2.spr	28	2	2	Trang bÞ Hoµng Kim	2	20000	7	0	30	315	315	31	75	75																36	40											1	1	5	2	85	120	200	102	5	15	89	120	200									
Kim Phong Thanh D­¬ng Kh«i	0	7	14	\spr\item\equip\cap\obj-ma-cap13-2.spr	28	2	2	Trang bÞ Hoµng Kim	2	20000	8	0	30	315	315	31	75	75																36	40											1	1	5	2	85	120	200	102	5	15	89	120	200									
Kim Phong Thanh D­¬ng Kh«i	0	7	14	\spr\item\equip\cap\obj-ma-cap13-2.spr	28	2	2	Trang bÞ Hoµng Kim	2	20000	9	0	30	315	315	31	75	75																36	40											1	1	5	2	85	120	200	102	5	15	89	120	200									
Kim Phong Thanh D­¬ng Kh«i	0	7	14	\spr\item\equip\cap\obj-ma-cap13-2.spr	28	2	2	Trang bÞ Hoµng Kim	2	20000	10	0	30	315	315	31	75	75																36	40											1	1	5	2	85	120	200	102	5	15	89	120	200									
§Þnh Quèc ¤ Sa Ph¸t Qu¸n	0	7	15	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ Hoµng Kim	2	20000	1	0	30	260	260	31	75	75																36	75											1	5	5	2	85	-50	50	104	25	25												
§Þnh Quèc ¤ Sa Ph¸t Qu¸n	0	7	15	\spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ Hoµng Kim	2	20000	2	0	30	260	260	31	75	75																36	75											1	5	5	2	85	-50	50	104	26	26												
§Þnh Quèc ¤ Sa Ph¸t Qu¸n	0	7	15	\spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ Hoµng Kim	2	20000	3	0	30	260	260	31	75	75																36	75											1	5	5	2	85	-50	50	104	26	26												
§Þnh Quèc ¤ Sa Ph¸t Qu¸n	0	7	15	\spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ Hoµng Kim	2	20000	4	0	30	260	260	31	75	75																36	75											1	5	5	2	85	-50	50	104	27	27												
§Þnh Quèc ¤ Sa Ph¸t Qu¸n	0	7	15	\spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ Hoµng Kim	2	20000	5	0	30	260	260	31	75	75																36	75											1	5	5	2	85	-50	50	104	27	27												
§Þnh Quèc ¤ Sa Ph¸t Qu¸n	0	7	15	\spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ Hoµng Kim	2	20000	6	0	30	260	260	31	75	75																36	75											1	5	5	2	85	-50	50	104	28	28												
§Þnh Quèc ¤ Sa Ph¸t Qu¸n	0	7	15	\spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ Hoµng Kim	2	20000	7	0	30	260	260	31	75	75																36	75											1	5	5	2	85	-50	50	104	28	28												
§Þnh Quèc ¤ Sa Ph¸t Qu¸n	0	7	15	\spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ Hoµng Kim	2	20000	8	0	30	260	260	31	75	75																36	75											1	5	5	2	85	-50	50	104	29	29												
§Þnh Quèc ¤ Sa Ph¸t Qu¸n	0	7	15	\spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ Hoµng Kim	2	20000	9	0	30	260	260	31	75	75																36	75											1	5	5	2	85	-50	50	104	29	29												
§Þnh Quèc ¤ Sa Ph¸t Qu¸n	0	7	15	\spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ Hoµng Kim	2	20000	10	0	30	260	260	31	75	75																36	75											1	5	5	2	85	-50	50	104	30	30												
Méng Long ChÝnh Hång T¨ng M·o 	0	7	16	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	1	0	30	360	360	31	75	75																36	90	32	160	39	0							1	6	10	1	85	120	120	1271	1	1	126	50	50	102	20	20	89	120	120	1273	1	1
Méng Long ChÝnh Hång T¨ng M·o 	0	7	16	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	2	0	30	360	360	31	75	75																36	90	32	160	39	0							1	6	10	1	85	120	200	1271	1	3	126	50	100	102	20	25	89	120	200	1273	1	3
Méng Long ChÝnh Hång T¨ng M·o 	0	7	16	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	3	0	30	360	360	31	75	75																36	90	32	160	39	0							1	6	10	1	85	120	200	1271	1	3	126	50	100	102	20	25	89	120	200	1273	1	3
Méng Long ChÝnh Hång T¨ng M·o 	0	7	16	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	4	0	30	360	360	31	75	75																36	90	32	160	39	0							1	6	10	1	85	120	200	1271	1	3	126	50	100	102	20	25	89	120	200	1273	1	3
Méng Long ChÝnh Hång T¨ng M·o 	0	7	16	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	5	0	30	360	360	31	75	75																36	90	32	160	39	0							1	6	10	1	85	120	200	1271	1	3	126	50	100	102	20	25	89	120	200	1273	1	3
Méng Long ChÝnh Hång T¨ng M·o 	0	7	16	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	6	0	30	360	360	31	75	75																36	90	32	160	39	0							1	6	10	1	85	120	200	1271	1	3	126	50	100	102	20	25	89	120	200	1273	1	3
Méng Long ChÝnh Hång T¨ng M·o 	0	7	16	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	7	0	30	360	360	31	75	75																36	90	32	160	39	0							1	6	10	1	85	120	200	1271	1	3	126	50	100	102	20	25	89	120	200	1273	1	3
Méng Long ChÝnh Hång T¨ng M·o 	0	7	16	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	8	0	30	360	360	31	75	75																36	90	32	160	39	0							1	6	10	1	85	120	200	1271	1	3	126	50	100	102	20	25	89	120	200	1273	1	3
Méng Long ChÝnh Hång T¨ng M·o 	0	7	16	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	9	0	30	360	360	31	75	75																36	90	32	160	39	0							1	6	10	1	85	120	200	1271	1	3	126	50	100	102	20	25	89	120	200	1273	1	3
Méng Long ChÝnh Hång T¨ng M·o 	0	7	16	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	10	0	30	360	360	31	75	75																36	90	32	160	39	0							1	6	10	1	85	120	200	1271	1	3	126	50	100	102	20	25	89	120	200	1273	1	3
§Þa Ph¸ch Ngò Hµnh Liªn Hoµn Qu¸n 	0	7	17	\spr\item\equip\cap\obj-ma-cap12-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	1	0	30	315	315	31	75	75																36	90	32	110	39	2							1	12	10	4	85	200	200	1399	1	1	106	30	30	104	25	25	89	120	120	1439	1	1
§Þa Ph¸ch Ngò Hµnh Liªn Hoµn Qu¸n 	0	7	17	\spr\item\equip\cap\obj-ma-cap12-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	2	0	30	315	315	31	75	75																36	90	32	110	39	2							1	12	10	4	85	200	300	1399	1	3	106	30	40	104	25	30	89	120	200	1439	1	3
§Þa Ph¸ch Ngò Hµnh Liªn Hoµn Qu¸n 	0	7	17	\spr\item\equip\cap\obj-ma-cap12-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	3	0	30	315	315	31	75	75																36	90	32	110	39	2							1	12	10	4	85	200	300	1399	1	3	106	30	40	104	25	30	89	120	200	1439	1	3
§Þa Ph¸ch Ngò Hµnh Liªn Hoµn Qu¸n 	0	7	17	\spr\item\equip\cap\obj-ma-cap12-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	4	0	30	315	315	31	75	75																36	90	32	110	39	2							1	12	10	4	85	200	300	1399	1	3	106	30	40	104	25	30	89	120	200	1439	1	3
§Þa Ph¸ch Ngò Hµnh Liªn Hoµn Qu¸n 	0	7	17	\spr\item\equip\cap\obj-ma-cap12-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	5	0	30	315	315	31	75	75																36	90	32	110	39	2							1	12	10	4	85	200	300	1399	1	3	106	30	40	104	25	30	89	120	200	1439	1	3
§Þa Ph¸ch Ngò Hµnh Liªn Hoµn Qu¸n 	0	7	17	\spr\item\equip\cap\obj-ma-cap12-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	6	0	30	315	315	31	75	75																36	90	32	110	39	2							1	12	10	4	85	200	300	1399	1	3	106	30	40	104	25	30	89	120	200	1439	1	3
§Þa Ph¸ch Ngò Hµnh Liªn Hoµn Qu¸n 	0	7	17	\spr\item\equip\cap\obj-ma-cap12-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	7	0	30	315	315	31	75	75																36	90	32	110	39	2							1	12	10	4	85	200	300	1399	1	3	106	30	40	104	25	30	89	120	200	1439	1	3
§Þa Ph¸ch Ngò Hµnh Liªn Hoµn Qu¸n 	0	7	17	\spr\item\equip\cap\obj-ma-cap12-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	8	0	30	315	315	31	75	75																36	90	32	110	39	2							1	12	10	4	85	200	300	1399	1	3	106	30	40	104	25	30	89	120	200	1439	1	3
§Þa Ph¸ch Ngò Hµnh Liªn Hoµn Qu¸n 	0	7	17	\spr\item\equip\cap\obj-ma-cap12-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	9	0	30	315	315	31	75	75																36	90	32	110	39	2							1	12	10	4	85	200	300	1399	1	3	106	30	40	104	25	30	89	120	200	1439	1	3
