16:05:04	 Tµi kho∂n: caothuong	 Nh©n vÀt: DanChoiLua	 DWORD ID: -1902028200	 C p: 1	 IP: 14.160.198.30 : 49947	 Xu: 0	 TÊng ti“n vπn: 0
18:20:54	 Tµi kho∂n: mrdevil89	 Nh©n vÀt: ThieuLamDao	 DWORD ID: -127158242	 C p: 120	 IP: 14.231.226.223 : 49265	 Xu: 0	 TÊng ti“n vπn: 11795
18:20:54	 Tµi kho∂n: changbap	 Nh©n vÀt: LongDragon	 DWORD ID: 1568931585	 C p: 120	 IP: 115.72.76.96 : 5993	 Xu: 0	 TÊng ti“n vπn: 3597
18:20:54	 Tµi kho∂n: mrtunvt	 Nh©n vÀt: MrTunVT	 DWORD ID: -660835367	 C p: 120	 IP: 1.54.112.37 : 51293	 Xu: 0	 TÊng ti“n vπn: 2999
18:20:54	 Tµi kho∂n: tungprotid1	 Nh©n vÀt: MπcƒThi™nƒS∏t	 DWORD ID: 35318262	 C p: 120	 IP: 14.240.124.147 : 51190	 Xu: 0	 TÊng ti“n vπn: 1000
18:20:54	 Tµi kho∂n: honganhcm15	 Nh©n vÀt: ChÿThﬁ16	 DWORD ID: -1206812439	 C p: 120	 IP: 112.197.78.125 : 58425	 Xu: 0	 TÊng ti“n vπn: 3196
18:20:54	 Tµi kho∂n: aipcorp	 Nh©n vÀt: HoµngŸThÔyŸChi	 DWORD ID: -2060615299	 C p: 120	 IP: 42.112.148.4 : 45437	 Xu: 0	 TÊng ti“n vπn: 996
18:20:54	 Tµi kho∂n: manhkha1	 Nh©n vÀt: ßπiCaX„m	 DWORD ID: 1192463465	 C p: 120	 IP: 171.225.252.242 : 1114	 Xu: 0	 TÊng ti“n vπn: 4993
18:20:54	 Tµi kho∂n: xuantung2	 Nh©n vÀt: AmDaoVuong	 DWORD ID: -57533065	 C p: 120	 IP: 116.96.77.64 : 29500	 Xu: 0	 TÊng ti“n vπn: 5992
18:20:54	 Tµi kho∂n: top001	 Nh©n vÀt: T„pß”T´iBπn	 DWORD ID: -991499075	 C p: 120	 IP: 183.80.89.11 : 49722	 Xu: 0	 TÊng ti“n vπn: 11949
18:20:54	 Tµi kho∂n: bibabibo01	 Nh©n vÀt: DeNhiMong	 DWORD ID: 1847609421	 C p: 120	 IP: 42.119.156.197 : 23214	 Xu: 0	 TÊng ti“n vπn: 6799
18:20:54	 Tµi kho∂n: honganhcm14	 Nh©n vÀt: Ng∑Ng˘aQuyY	 DWORD ID: 162266585	 C p: 120	 IP: 112.197.78.125 : 58426	 Xu: 0	 TÊng ti“n vπn: 5795
18:20:54	 Tµi kho∂n: myhoa05	 Nh©n vÀt: HoaŸÌï@5	 DWORD ID: 2055484716	 C p: 1	 IP: 125.212.175.111 : 55216	 Xu: 0	 TÊng ti“n vπn: 0
18:20:54	 Tµi kho∂n: phong1	 Nh©n vÀt: mrbuind	 DWORD ID: 708859421	 C p: 120	 IP: 42.113.219.246 : 10086	 Xu: 0	 TÊng ti“n vπn: 8315
18:20:54	 Tµi kho∂n: tuankon	 Nh©n vÀt: Youtube	 DWORD ID: -2044007138	 C p: 120	 IP: 58.186.236.77 : 62949	 Xu: 0	 TÊng ti“n vπn: 9795
18:20:54	 Tµi kho∂n: namdoan6626	 Nh©n vÀt: Na__Tra	 DWORD ID: 1814292348	 C p: 120	 IP: 113.161.229.218 : 58125	 Xu: 0	 TÊng ti“n vπn: 2198
18:20:55	 Tµi kho∂n: cbcui4	 Nh©n vÀt: GM0002	 DWORD ID: -929240988	 C p: 120	 IP: 27.70.203.146 : 62185	 Xu: 0	 TÊng ti“n vπn: 1000
18:20:55	 Tµi kho∂n: dauyeuubb	 Nh©n vÀt: Ti”uV≠¨ng	 DWORD ID: 1368999806	 C p: 120	 IP: 113.162.16.200 : 59314	 Xu: 0	 TÊng ti“n vπn: 8794
18:20:55	 Tµi kho∂n: cbcui55	 Nh©n vÀt: Thi’uŸS¯cŸSËng	 DWORD ID: 1357935457	 C p: 1	 IP: 27.70.203.146 : 62186	 Xu: 0	 TÊng ti“n vπn: 0
18:20:55	 Tµi kho∂n: herolintv	 Nh©n vÀt: CarpeŸDiem	 DWORD ID: 671152620	 C p: 120	 IP: 27.70.225.32 : 64123	 Xu: 0	 TÊng ti“n vπn: 2200
18:20:55	 Tµi kho∂n: myhoa03	 Nh©n vÀt: HoaŸ¢ï@3	 DWORD ID: 1961241941	 C p: 120	 IP: 125.212.175.111 : 7867	 Xu: 0	 TÊng ti“n vπn: 1000
18:20:55	 Tµi kho∂n: aolanh456	 Nh©n vÀt: TLŸvippp	 DWORD ID: -1963904017	 C p: 120	 IP: 1.55.92.112 : 17870	 Xu: 0	 TÊng ti“n vπn: 1000
18:20:55	 Tµi kho∂n: aipcorp1	 Nh©n vÀt: TramŸAnh	 DWORD ID: 843770000	 C p: 120	 IP: 42.112.148.4 : 11912	 Xu: 0	 TÊng ti“n vπn: 3199
18:20:56	 Tµi kho∂n: duyhuy1	 Nh©n vÀt: LangTuDaTinh	 DWORD ID: 2073576735	 C p: 120	 IP: 171.252.153.38 : 39621	 Xu: 0	 TÊng ti“n vπn: 0
18:20:56	 Tµi kho∂n: phuc140400	 Nh©n vÀt: Tr≠¨ngThﬁM¸Hoa	 DWORD ID: -2118153097	 C p: 120	 IP: 125.212.175.111 : 12477	 Xu: 0	 TÊng ti“n vπn: 10000
18:20:56	 Tµi kho∂n: caothuong2	 Nh©n vÀt: DanChoiBua	 DWORD ID: -1901110008	 C p: 120	 IP: 14.160.198.30 : 53927	 Xu: 0	 TÊng ti“n vπn: 1000
18:20:57	 Tµi kho∂n: vodudu1	 Nh©n vÀt: LyMacSau	 DWORD ID: -287805764	 C p: 120	 IP: 42.112.56.92 : 41277	 Xu: 0	 TÊng ti“n vπn: 1199
18:20:57	 Tµi kho∂n: thanhtan	 Nh©n vÀt: ThµnhT n	 DWORD ID: 877088249	 C p: 120	 IP: 42.119.159.49 : 13639	 Xu: 0	 TÊng ti“n vπn: 7998
18:20:58	 Tµi kho∂n: vodudu2	 Nh©n vÀt: LyTamTieu	 DWORD ID: 1011660606	 C p: 120	 IP: 42.112.56.92 : 55181	 Xu: 0	 TÊng ti“n vπn: 1000
18:20:58	 Tµi kho∂n: nguyenson13	 Nh©n vÀt: nguyenson13	 DWORD ID: 89445323	 C p: 120	 IP: 113.22.72.29 : 62087	 Xu: 0	 TÊng ti“n vπn: 2198
18:20:58	 Tµi kho∂n: nguyenson12	 Nh©n vÀt: nguyenson12	 DWORD ID: 89444374	 C p: 120	 IP: 113.22.72.29 : 62088	 Xu: 0	 TÊng ti“n vπn: 1000
18:20:58	 Tµi kho∂n: hung078	 Nh©n vÀt: ∞ThÊ∞∞Th«n	 DWORD ID: -702269073	 C p: 120	 IP: 113.169.23.91 : 62510	 Xu: 10600	 TÊng ti“n vπn: 961150
18:20:58	 Tµi kho∂n: trinhdinhquoc1	 Nh©n vÀt: KieuPhong	 DWORD ID: -529260724	 C p: 1	 IP: 171.250.161.59 : 28075	 Xu: 0	 TÊng ti“n vπn: 0
18:20:59	 Tµi kho∂n: docanam118	 Nh©n vÀt: LacMatEm	 DWORD ID: -357422934	 C p: 120	 IP: 27.71.104.179 : 64519	 Xu: 0	 TÊng ti“n vπn: 1000
18:20:59	 Tµi kho∂n: mhung3561	 Nh©n vÀt: AnNhi99	 DWORD ID: -136470989	 C p: 120	 IP: 42.113.84.122 : 24831	 Xu: 0	 TÊng ti“n vπn: 3197
18:20:59	 Tµi kho∂n: dkconbo3	 Nh©n vÀt: Datau2van	 DWORD ID: -110398484	 C p: 1	 IP: 116.105.207.65 : 63373	 Xu: 0	 TÊng ti“n vπn: 0
18:20:59	 Tµi kho∂n: mwg48827tl	 Nh©n vÀt: deKHoaKaKa	 DWORD ID: -1066079156	 C p: 120	 IP: 58.186.121.14 : 4830	 Xu: 0	 TÊng ti“n vπn: 5393
18:20:59	 Tµi kho∂n: mapmap	 Nh©n vÀt: Tr‰cCa	 DWORD ID: -136556468	 C p: 120	 IP: 171.249.93.2 : 56009	 Xu: 4600	 TÊng ti“n vπn: 995
18:21:00	 Tµi kho∂n: bimbam2	 Nh©n vÀt: LenhHoXung	 DWORD ID: -777142688	 C p: 120	 IP: 1.55.148.38 : 59623	 Xu: 0	 TÊng ti“n vπn: 1000
18:21:00	 Tµi kho∂n: buiduc0586	 Nh©n vÀt: CµyŸTi“nŸNo2	 DWORD ID: 536479873	 C p: 120	 IP: 1.55.204.228 : 29373	 Xu: 0	 TÊng ti“n vπn: 1000
18:21:00	 Tµi kho∂n: tomboylong	 Nh©n vÀt: ChﬁŸVeŸChai	 DWORD ID: 1986888151	 C p: 120	 IP: 14.179.13.148 : 64093	 Xu: 0	 TÊng ti“n vπn: 1599
18:21:00	 Tµi kho∂n: boystyle1012	 Nh©n vÀt: Bieber	 DWORD ID: -582814905	 C p: 1	 IP: 14.187.110.46 : 63502	 Xu: 0	 TÊng ti“n vπn: 0
18:21:00	 Tµi kho∂n: pikutevt2	 Nh©n vÀt: CayTien01	 DWORD ID: 1184603074	 C p: 1	 IP: 27.71.104.205 : 64391	 Xu: 0	 TÊng ti“n vπn: 0
18:21:00	 Tµi kho∂n: mapmap1	 Nh©n vÀt: BlackAss	 DWORD ID: -2099100174	 C p: 120	 IP: 171.249.93.2 : 56011	 Xu: 0	 TÊng ti“n vπn: 995
18:21:00	 Tµi kho∂n: laihuynh2	 Nh©n vÀt: LongƒNhi	 DWORD ID: 2092819567	 C p: 120	 IP: 27.71.104.235 : 45349	 Xu: 0	 TÊng ti“n vπn: 600
18:21:00	 Tµi kho∂n: tuankon1	 Nh©n vÀt: Google	 DWORD ID: -939702101	 C p: 120	 IP: 58.186.236.77 : 62951	 Xu: 0	 TÊng ti“n vπn: 4396
18:21:00	 Tµi kho∂n: mylovelyok	 Nh©n vÀt: AVGôStark	 DWORD ID: -297231247	 C p: 120	 IP: 171.247.191.188 : 50900	 Xu: 0	 TÊng ti“n vπn: 3597
18:21:00	 Tµi kho∂n: banhmi01	 Nh©n vÀt: VﬁtAnhßµo	 DWORD ID: 585715242	 C p: 120	 IP: 1.52.59.237 : 45337	 Xu: 0	 TÊng ti“n vπn: 1397
18:21:00	 Tµi kho∂n: mwg48827	 Nh©n vÀt: KhoaKaKa	 DWORD ID: 1021431389	 C p: 120	 IP: 58.186.121.14 : 2958	 Xu: 0	 TÊng ti“n vπn: 1000
18:21:00	 Tµi kho∂n: tuladao	 Nh©n vÀt: NarŸNg∏o	 DWORD ID: 227581698	 C p: 120	 IP: 171.245.167.230 : 59690	 Xu: 0	 TÊng ti“n vπn: 7291
18:21:00	 Tµi kho∂n: laihuynh1	 Nh©n vÀt: ÖTaoƒT™nƒLai	 DWORD ID: 1144513620	 C p: 120	 IP: 27.71.104.235 : 4455	 Xu: 0	 TÊng ti“n vπn: 5993
18:21:00	 Tµi kho∂n: tuladao1	 Nh©n vÀt: NMŸS∏t	 DWORD ID: -246063754	 C p: 120	 IP: 171.245.167.230 : 59692	 Xu: 0	 TÊng ti“n vπn: 1000
18:21:00	 Tµi kho∂n: vacciness	 Nh©n vÀt: KhÛcŸH‰aŸT◊nh	 DWORD ID: 1423489432	 C p: 120	 IP: 1.55.192.32 : 51807	 Xu: 0	 TÊng ti“n vπn: 5796
18:21:00	 Tµi kho∂n: anhyakuza	 Nh©n vÀt: AnhYakuzaGÁßN	 DWORD ID: -2102325508	 C p: 120	 IP: 118.70.63.167 : 22314	 Xu: 0	 TÊng ti“n vπn: 0
18:21:00	 Tµi kho∂n: laihuynh3	 Nh©n vÀt: Th«yƒLÈcƒFuho	 DWORD ID: 1615927278	 C p: 120	 IP: 27.71.104.235 : 31627	 Xu: 0	 TÊng ti“n vπn: 3998
18:21:00	 Tµi kho∂n: phong2	 Nh©n vÀt: mrbuin2	 DWORD ID: 708854235	 C p: 120	 IP: 42.113.219.246 : 7119	 Xu: 0	 TÊng ti“n vπn: 1000
18:21:00	 Tµi kho∂n: conghung	 Nh©n vÀt: HoangDung	 DWORD ID: 628501110	 C p: 120	 IP: 171.235.44.3 : 63820	 Xu: 0	 TÊng ti“n vπn: 18400
18:21:00	 Tµi kho∂n: trantrungbt1	 Nh©n vÀt: ZzTrain1zZ	 DWORD ID: 670483260	 C p: 120	 IP: 27.2.76.181 : 55778	 Xu: 0	 TÊng ti“n vπn: 1000
18:21:00	 Tµi kho∂n: tuankl1	 Nh©n vÀt: ChungŸLinhŸNhi	 DWORD ID: -350444242	 C p: 120	 IP: 118.69.180.120 : 63883	 Xu: 0	 TÊng ti“n vπn: 0
18:21:00	 Tµi kho∂n: aipcorp2	 Nh©n vÀt: ThoaŸMun	 DWORD ID: -668223086	 C p: 120	 IP: 42.112.148.4 : 55286	 Xu: 0	 TÊng ti“n vπn: 1998
18:21:00	 Tµi kho∂n: aolanh789	 Nh©n vÀt: cbŸproo	 DWORD ID: -1281477099	 C p: 120	 IP: 1.55.92.112 : 31246	 Xu: 0	 TÊng ti“n vπn: 1000
18:21:00	 Tµi kho∂n: xuantung	 Nh©n vÀt: ThichAm_HoPHap	 DWORD ID: -460577819	 C p: 120	 IP: 116.96.77.64 : 3154	 Xu: 0	 TÊng ti“n vπn: 5797
18:21:01	 Tµi kho∂n: volam91	 Nh©n vÀt: Ti™uŸPhong	 DWORD ID: -32641671	 C p: 120	 IP: 116.105.16.190 : 54899	 Xu: 0	 TÊng ti“n vπn: 3196
18:21:01	 Tµi kho∂n: tanphuc	 Nh©n vÀt: ß÷ŸNh tŸßÈc	 DWORD ID: -465830337	 C p: 120	 IP: 1.55.204.228 : 24998	 Xu: 0	 TÊng ti“n vπn: 7595
18:21:01	 Tµi kho∂n: longnext3	 Nh©n vÀt: ThµnhŸßπt	 DWORD ID: 2089684110	 C p: 120	 IP: 113.183.132.51 : 53052	 Xu: 0	 TÊng ti“n vπn: 1000
18:21:01	 Tµi kho∂n: rimso1	 Nh©n vÀt: ïƒV´ÕT◊nh	 DWORD ID: -895054045	 C p: 120	 IP: 115.77.51.178 : 52366	 Xu: 0	 TÊng ti“n vπn: 3397
18:21:01	 Tµi kho∂n: phapqn12	 Nh©n vÀt: VDDang	 DWORD ID: -533316747	 C p: 120	 IP: 118.69.109.66 : 36558	 Xu: 0	 TÊng ti“n vπn: 1000
18:21:01	 Tµi kho∂n: banhmi02	 Nh©n vÀt: VﬁtßÈc	 DWORD ID: 369546504	 C p: 120	 IP: 1.52.59.237 : 1142	 Xu: 0	 TÊng ti“n vπn: 4000
18:21:07	 Tµi kho∂n: mrpro0780	 Nh©n vÀt: G∏iŸ1ŸCon	 DWORD ID: 1116132027	 C p: 120	 IP: 171.250.161.194 : 3823	 Xu: 0	 TÊng ti“n vπn: 14033
18:21:09	 Tµi kho∂n: thanhhuyen01	 Nh©n vÀt: Linhßan	 DWORD ID: -795683771	 C p: 120	 IP: 171.233.140.185 : 64600	 Xu: 0	 TÊng ti“n vπn: 1000
18:21:21	 Tµi kho∂n: saysay	 Nh©n vÀt: khoaSay	 DWORD ID: 1524176945	 C p: 1	 IP: 115.72.6.228 : 56290	 Xu: 0	 TÊng ti“n vπn: 0
18:21:24	 Tµi kho∂n: 813461	 Nh©n vÀt: xxDxtttt	 DWORD ID: 1678665215	 C p: 120	 IP: 1.53.84.204 : 60805	 Xu: 0	 TÊng ti“n vπn: 2399
18:21:24	 Tµi kho∂n: camfnang	 Nh©n vÀt: PhamAnAn	 DWORD ID: -1623810241	 C p: 120	 IP: 171.232.92.30 : 51833	 Xu: 0	 TÊng ti“n vπn: 1000
18:21:26	 Tµi kho∂n: tinh123	 Nh©n vÀt: giaitri	 DWORD ID: -1552314814	 C p: 120	 IP: 171.227.30.42 : 56275	 Xu: 0	 TÊng ti“n vπn: 1000
18:21:33	 Tµi kho∂n: mrpro0781	 Nh©n vÀt: Thi’uŸL©m	 DWORD ID: 1932715625	 C p: 120	 IP: 171.250.161.194 : 21289	 Xu: 0	 TÊng ti“n vπn: 4195
18:21:40	 Tµi kho∂n: chukhacnhi1994	 Nh©n vÀt: ChaiEn	 DWORD ID: -1019975766	 C p: 1	 IP: 14.240.116.193 : 60625	 Xu: 0	 TÊng ti“n vπn: 0
18:21:43	 Tµi kho∂n: galuot1	 Nh©n vÀt: ThienŸNhan	 DWORD ID: -1044256435	 C p: 120	 IP: 14.250.252.224 : 65041	 Xu: 0	 TÊng ti“n vπn: 1000
18:21:49	 Tµi kho∂n: galuot0	 Nh©n vÀt: TruongŸTamŸPho	 DWORD ID: 31381425	 C p: 120	 IP: 14.250.252.224 : 65043	 Xu: 0	 TÊng ti“n vπn: 1199
18:21:54	 Tµi kho∂n: docanam119	 Nh©n vÀt: ThaiLaoCong	 DWORD ID: 1129536657	 C p: 1	 IP: 27.71.104.179 : 22619	 Xu: 0	 TÊng ti“n vπn: 0
18:22:03	 Tµi kho∂n: chukhacnhi1993	 Nh©n vÀt: DoreMon	 DWORD ID: -2072571113	 C p: 120	 IP: 14.240.116.193 : 60386	 Xu: 0	 TÊng ti“n vπn: 17533
18:22:13	 Tµi kho∂n: buiduc0586	 Nh©n vÀt: CµyŸTi“nŸNo2	 DWORD ID: 536479873	 C p: 120	 IP: 1.55.204.228 : 45304	 Xu: 0	 TÊng ti“n vπn: 1000
18:22:22	 Tµi kho∂n: sonthanhnguyen1	 Nh©n vÀt: zZzDitMeMayzZZ	 DWORD ID: -1588460543	 C p: 120	 IP: 113.178.26.101 : 50107	 Xu: 0	 TÊng ti“n vπn: 1000
18:22:26	 Tµi kho∂n: chuaus7749	 Nh©n vÀt: zZzPizZz	 DWORD ID: -173502407	 C p: 120	 IP: 118.68.98.49 : 15569	 Xu: 0	 TÊng ti“n vπn: 2200
18:22:29	 Tµi kho∂n: sonhai0808	 Nh©n vÀt: YoungWolf	 DWORD ID: 200576958	 C p: 120	 IP: 171.249.81.88 : 55983	 Xu: 0	 TÊng ti“n vπn: 3797
18:22:39	 Tµi kho∂n: caubapbo56	 Nh©n vÀt: TayChoiChiDai	 DWORD ID: 335443631	 C p: 1	 IP: 42.119.149.62 : 32615	 Xu: 0	 TÊng ti“n vπn: 0
18:22:54	 Tµi kho∂n: vodudu2	 Nh©n vÀt: LyTamTiu	 DWORD ID: 156636677	 C p: 1	 IP: 42.112.56.92 : 59946	 Xu: 0	 TÊng ti“n vπn: 0
18:23:01	 Tµi kho∂n: tomboylong	 Nh©n vÀt: ChﬁVeChai	 DWORD ID: -1730519605	 C p: 1	 IP: 14.179.13.148 : 50404	 Xu: 0	 TÊng ti“n vπn: 0
18:23:01	 Tµi kho∂n: hoangpo00	 Nh©n vÀt: Mechilee	 DWORD ID: -645006225	 C p: 120	 IP: 103.199.32.213 : 3608	 Xu: 0	 TÊng ti“n vπn: 10600
18:23:10	 Tµi kho∂n: hoangpo00	 Nh©n vÀt: Mechilee	 DWORD ID: -645006225	 C p: 120	 IP: 103.199.32.213 : 3650	 Xu: 0	 TÊng ti“n vπn: 10600
18:23:13	 Tµi kho∂n: q9game100	 Nh©n vÀt: L®ngŸV≠¨ng	 DWORD ID: 1792961337	 C p: 1	 IP: 14.169.171.222 : 56660	 Xu: 0	 TÊng ti“n vπn: 0
18:23:17	 Tµi kho∂n: pinphan12345	 Nh©n vÀt: Vip_khi1	 DWORD ID: -211253543	 C p: 120	 IP: 14.186.109.219 : 31869	 Xu: 0	 TÊng ti“n vπn: 1000
18:23:21	 Tµi kho∂n: tuankon2	 Nh©n vÀt: CAYTIEN	 DWORD ID: 577430731	 C p: 1	 IP: 58.186.236.77 : 51182	 Xu: 0	 TÊng ti“n vπn: 0
18:23:47	 Tµi kho∂n: pnghi2015	 Nh©n vÀt: TinhKa	 DWORD ID: -79160288	 C p: 120	 IP: 171.236.48.30 : 35380	 Xu: 0	 TÊng ti“n vπn: 1000
18:23:50	 Tµi kho∂n: herolintv	 Nh©n vÀt: CarpeŸDiem	 DWORD ID: 671152620	 C p: 120	 IP: 27.70.225.32 : 64133	 Xu: 0	 TÊng ti“n vπn: 2400
18:24:03	 Tµi kho∂n: myhoa05	 Nh©n vÀt: HoaŸÌï@5	 DWORD ID: 2055484716	 C p: 120	 IP: 125.212.175.111 : 14913	 Xu: 0	 TÊng ti“n vπn: 1000
18:24:18	 Tµi kho∂n: myhoa05	 Nh©n vÀt: HoaŸÌï@5	 DWORD ID: 2055484716	 C p: 120	 IP: 125.212.175.111 : 12307	 Xu: 0	 TÊng ti“n vπn: 1000
18:24:42	 Tµi kho∂n: duyhoc001	 Nh©n vÀt: Tokuda	 DWORD ID: -94557420	 C p: 1	 IP: 113.183.125.95 : 54411	 Xu: 0	 TÊng ti“n vπn: 0
18:25:05	 Tµi kho∂n: vinhphat56	 Nh©n vÀt: TayChoiBoGia	 DWORD ID: -347983079	 C p: 120	 IP: 42.119.149.62 : 17235	 Xu: 0	 TÊng ti“n vπn: 4996
18:25:13	 Tµi kho∂n: 8134612	 Nh©n vÀt: xxNxttt	 DWORD ID: 1408803507	 C p: 1	 IP: 1.53.84.204 : 54880	 Xu: 0	 TÊng ti“n vπn: 0
18:25:31	 Tµi kho∂n: lekhang91	 Nh©n vÀt: SamSung	 DWORD ID: -306057818	 C p: 1	 IP: 171.239.220.166 : 55399	 Xu: 0	 TÊng ti“n vπn: 0
18:25:34	 Tµi kho∂n: hoangpo1	 Nh©n vÀt: HoµngPﬂ1	 DWORD ID: 1084652173	 C p: 120	 IP: 103.199.32.213 : 1606	 Xu: 0	 TÊng ti“n vπn: 1000
18:25:42	 Tµi kho∂n: dinhtanhb03	 Nh©n vÀt: NEWŸNMC	 DWORD ID: 1053872166	 C p: 1	 IP: 14.234.207.110 : 62172	 Xu: 0	 TÊng ti“n vπn: 0
18:25:42	 Tµi kho∂n: honganhcm13	 Nh©n vÀt: SÔngKh∏nh	 DWORD ID: 1925030947	 C p: 120	 IP: 112.197.78.125 : 54357	 Xu: 0	 TÊng ti“n vπn: 12195
18:25:48	 Tµi kho∂n: pinphan1234	 Nh©n vÀt: Vip_khi	 DWORD ID: -550702966	 C p: 120	 IP: 14.186.109.219 : 31871	 Xu: 0	 TÊng ti“n vπn: 1000
18:25:53	 Tµi kho∂n: phapqn1	 Nh©n vÀt: DMojnn	 DWORD ID: -989013532	 C p: 1	 IP: 118.69.109.66 : 36578	 Xu: 0	 TÊng ti“n vπn: 0
18:25:56	 Tµi kho∂n: dkkhung3	 Nh©n vÀt: ngongiothu2	 DWORD ID: -1868226682	 C p: 1	 IP: 116.105.207.65 : 63398	 Xu: 0	 TÊng ti“n vπn: 0
18:26:23	 Tµi kho∂n: timeo02	 Nh©n vÀt: MÃoïMÀpïMπp	 DWORD ID: -453356632	 C p: 120	 IP: 1.54.251.6 : 20429	 Xu: 0	 TÊng ti“n vπn: 1000
18:26:56	 Tµi kho∂n: anhthikchat	 Nh©n vÀt: pethiktv	 DWORD ID: 2141100903	 C p: 1	 IP: 171.236.49.205 : 53076	 Xu: 0	 TÊng ti“n vπn: 0
18:27:15	 Tµi kho∂n: mwg48827cb	 Nh©n vÀt: YumiAhihi	 DWORD ID: 1144107590	 C p: 1	 IP: 58.186.121.14 : 4873	 Xu: 0	 TÊng ti“n vπn: 0
18:27:26	 Tµi kho∂n: tuladao1	 Nh©n vÀt: NMŸS∏t	 DWORD ID: -246063754	 C p: 120	 IP: 171.245.167.230 : 59730	 Xu: 0	 TÊng ti“n vπn: 1000
18:27:27	 Tµi kho∂n: tuankl3	 Nh©n vÀt: HoaŸLinhŸÖNhi	 DWORD ID: 1849875726	 C p: 1	 IP: 118.69.180.120 : 63935	 Xu: 0	 TÊng ti“n vπn: 0
18:27:31	 Tµi kho∂n: tandoi02	 Nh©n vÀt: TµnŸTro	 DWORD ID: 1741094924	 C p: 1	 IP: 42.117.65.167 : 7327	 Xu: 0	 TÊng ti“n vπn: 0
18:27:40	 Tµi kho∂n: conghung1	 Nh©n vÀt: DMChien	 DWORD ID: 1381355700	 C p: 1	 IP: 171.235.44.3 : 54354	 Xu: 0	 TÊng ti“n vπn: 0
18:28:17	 Tµi kho∂n: myhoa03	 Nh©n vÀt: HoaÕ¢ï@3	 DWORD ID: 2027306021	 C p: 1	 IP: 125.212.175.111 : 63373	 Xu: 0	 TÊng ti“n vπn: 0
18:28:24	 Tµi kho∂n: myhoa01	 Nh©n vÀt: HoaŸAï@1	 DWORD ID: 2029256288	 C p: 120	 IP: 125.212.175.111 : 34148	 Xu: 0	 TÊng ti“n vπn: 10664
18:28:31	 Tµi kho∂n: krungthep002	 Nh©n vÀt: XuanThoiThuong	 DWORD ID: -211793268	 C p: 1	 IP: 171.252.155.13 : 7507	 Xu: 0	 TÊng ti“n vπn: 0
18:28:39	 Tµi kho∂n: myhoa03	 Nh©n vÀt: HoaÕ¢ï@3	 DWORD ID: 2027306021	 C p: 1	 IP: 125.212.175.111 : 56817	 Xu: 0	 TÊng ti“n vπn: 0
18:28:42	 Tµi kho∂n: trankha	 Nh©n vÀt: Gothic00	 DWORD ID: -15945224	 C p: 120	 IP: 1.55.196.117 : 59987	 Xu: 0	 TÊng ti“n vπn: 1030
18:28:56	 Tµi kho∂n: dinhtanhb01	 Nh©n vÀt: o0NEW0o	 DWORD ID: 1609597340	 C p: 1	 IP: 14.234.207.110 : 57311	 Xu: 0	 TÊng ti“n vπn: 0
18:29:00	 Tµi kho∂n: tomboylong1	 Nh©n vÀt: BæcC˘cQuiß®ng	 DWORD ID: 1569428677	 C p: 1	 IP: 14.179.13.148 : 60307	 Xu: 0	 TÊng ti“n vπn: 0
18:29:05	 Tµi kho∂n: navan17	 Nh©n vÀt: bonchen	 DWORD ID: -1421811942	 C p: 120	 IP: 171.252.154.210 : 45535	 Xu: 0	 TÊng ti“n vπn: 1798
18:29:08	 Tµi kho∂n: honganhcm13	 Nh©n vÀt: SÔngKh∏nh	 DWORD ID: 1925030947	 C p: 120	 IP: 112.197.78.125 : 54373	 Xu: 0	 TÊng ti“n vπn: 13794
18:29:09	 Tµi kho∂n: thanhhuyen02	 Nh©n vÀt: EmdiChoi	 DWORD ID: -619250149	 C p: 1	 IP: 171.233.140.185 : 49348	 Xu: 0	 TÊng ti“n vπn: 0
18:29:28	 Tµi kho∂n: thevinh0789	 Nh©n vÀt: pocovn	 DWORD ID: 44143756	 C p: 120	 IP: 118.68.61.125 : 39246	 Xu: 0	 TÊng ti“n vπn: 1000
18:30:44	 Tµi kho∂n: sonthanhnguyen18	 Nh©n vÀt: xZxNhinCaiLonx	 DWORD ID: 1842635091	 C p: 1	 IP: 113.178.26.101 : 50171	 Xu: 0	 TÊng ti“n vπn: 0
18:31:05	 Tµi kho∂n: dinhtanhb02	 Nh©n vÀt: NEWŸTLB	 DWORD ID: 1054217769	 C p: 1	 IP: 14.234.207.110 : 56874	 Xu: 0	 TÊng ti“n vπn: 0
18:31:08	 Tµi kho∂n: dkkhung4	 Nh©n vÀt: daTau2van	 DWORD ID: 417328107	 C p: 1	 IP: 116.105.207.65 : 63431	 Xu: 0	 TÊng ti“n vπn: 0
18:31:10	 Tµi kho∂n: hhtdhsg2	 Nh©n vÀt: ïƒïBµÖTrÔm	 DWORD ID: -680917245	 C p: 1	 IP: 171.239.144.33 : 59292	 Xu: 0	 TÊng ti“n vπn: 0
18:31:42	 Tµi kho∂n: hoangtu	 Nh©n vÀt: Ch˘itÚi	 DWORD ID: -1417970761	 C p: 120	 IP: 125.235.234.56 : 19370	 Xu: 0	 TÊng ti“n vπn: 3997
18:31:57	 Tµi kho∂n: longnext2	 Nh©n vÀt: ZingZingŸ1	 DWORD ID: -1103273072	 C p: 1	 IP: 113.183.132.51 : 58202	 Xu: 0	 TÊng ti“n vπn: 0
