00:00:06	 Tµi kho∂n: pinphan12345	 Nh©n vÀt: Vip_khi1	 DWORD ID: -211253543	 C p: 126	 IP: 14.186.109.219 : 37359	 Xu: 22	 TÊng ti“n vπn: 26881
10:16:33	 Tµi kho∂n: hhtdhsg1	 Nh©n vÀt: docruda	 DWORD ID: -1716986759	 C p: 1	 IP: 171.239.144.33 : 64586	 Xu: 25	 TÊng ti“n vπn: 0
10:17:30	 Tµi kho∂n: tuladao1	 Nh©n vÀt: NMŸS∏t	 DWORD ID: -246063754	 C p: 121	 IP: 171.245.167.230 : 50041	 Xu: 14	 TÊng ti“n vπn: 123595
10:17:40	 Tµi kho∂n: anhthikchat2	 Nh©n vÀt: pethiktn	 DWORD ID: 2141095719	 C p: 122	 IP: 171.236.48.162 : 55239	 Xu: 25	 TÊng ti“n vπn: 600
10:21:06	 Tµi kho∂n: mrdjnhquy3	 Nh©n vÀt: InterŸPOLLŸ1st	 DWORD ID: 1019400302	 C p: 122	 IP: 113.185.40.78 : 20437	 Xu: 20	 TÊng ti“n vπn: 138612
10:21:48	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 126	 IP: 222.255.113.183 : 53033	 Xu: 5	 TÊng ti“n vπn: 52558
10:26:47	 Tµi kho∂n: wangbugi6	 Nh©n vÀt: Acecook	 DWORD ID: -765070932	 C p: 120	 IP: 42.118.96.157 : 53705	 Xu: 0	 TÊng ti“n vπn: 8443
10:26:54	 Tµi kho∂n: wangbugi6	 Nh©n vÀt: Acecook1	 DWORD ID: -1465411609	 C p: 120	 IP: 42.118.96.157 : 23591	 Xu: 0	 TÊng ti“n vπn: 5671
10:31:17	 Tµi kho∂n: trungtruc	 Nh©n vÀt: Th«nŸS–t	 DWORD ID: 1654724532	 C p: 132	 IP: 115.77.33.190 : 58181	 Xu: 80	 TÊng ti“n vπn: 14392
10:31:48	 Tµi kho∂n: tranthanhvu0206	 Nh©n vÀt: QuanThanh	 DWORD ID: -1402268498	 C p: 1	 IP: 14.234.241.229 : 49218	 Xu: 0	 TÊng ti“n vπn: 0
10:31:51	 Tµi kho∂n: 0985651985	 Nh©n vÀt: ThichMocLop	 DWORD ID: -1276001879	 C p: 120	 IP: 1.55.203.238 : 49314	 Xu: 5	 TÊng ti“n vπn: 20992
10:32:05	 Tµi kho∂n: tranthanhvu0206	 Nh©n vÀt: QuanThanh	 DWORD ID: -1402268498	 C p: 1	 IP: 14.234.241.229 : 49220	 Xu: 0	 TÊng ti“n vπn: 0
10:32:28	 Tµi kho∂n: kakaliq	 Nh©n vÀt: ïƒThi™nïS¨n	 DWORD ID: 1989657831	 C p: 132	 IP: 117.6.95.27 : 39030	 Xu: 800	 TÊng ti“n vπn: 134374
10:32:42	 Tµi kho∂n: tranthanhvu0206	 Nh©n vÀt: QuanThanh	 DWORD ID: -1402268498	 C p: 1	 IP: 14.234.241.229 : 49222	 Xu: 0	 TÊng ti“n vπn: 0
10:33:19	 Tµi kho∂n: tranthanhvu0206	 Nh©n vÀt: QuanThanh	 DWORD ID: -1402268498	 C p: 1	 IP: 14.234.241.229 : 52606	 Xu: 0	 TÊng ti“n vπn: 0
10:34:33	 Tµi kho∂n: hhtdhsg3	 Nh©n vÀt: sanox1	 DWORD ID: 89904532	 C p: 1	 IP: 171.239.144.33 : 65418	 Xu: 0	 TÊng ti“n vπn: 0
10:38:10	 Tµi kho∂n: 931994	 Nh©n vÀt: Caytien01	 DWORD ID: 518203458	 C p: 125	 IP: 1.53.84.204 : 60195	 Xu: 10	 TÊng ti“n vπn: 4596
10:38:10	 Tµi kho∂n: involker	 Nh©n vÀt: Mr_Involker2	 DWORD ID: 1111345855	 C p: 120	 IP: 113.161.174.8 : 62826	 Xu: 0	 TÊng ti“n vπn: 144234
10:38:12	 Tµi kho∂n: nhuanhcdv1111	 Nh©n vÀt: nhuanh	 DWORD ID: 488183858	 C p: 124	 IP: 171.250.160.108 : 12513	 Xu: 7170	 TÊng ti“n vπn: 1078128
10:38:13	 Tµi kho∂n: tranthanhvu0206	 Nh©n vÀt: QuanThanh	 DWORD ID: -1402268498	 C p: 1	 IP: 14.234.241.229 : 60973	 Xu: 0	 TÊng ti“n vπn: 0
10:38:16	 Tµi kho∂n: tkmoi7	 Nh©n vÀt: CayTienVan1	 DWORD ID: -1981110013	 C p: 121	 IP: 14.186.247.210 : 55004	 Xu: 47	 TÊng ti“n vπn: 71171
10:38:20	 Tµi kho∂n: samkul	 Nh©n vÀt: ïƒï64ÖHi’uÖBen	 DWORD ID: -1189616363	 C p: 138	 IP: 115.76.54.208 : 4262	 Xu: 9775	 TÊng ti“n vπn: 1792783
10:38:20	 Tµi kho∂n: saubokhang	 Nh©n vÀt: ŸŸïƒS©u	 DWORD ID: -207598719	 C p: 124	 IP: 113.23.54.181 : 59706	 Xu: 11	 TÊng ti“n vπn: 54378
10:38:22	 Tµi kho∂n: 813461	 Nh©n vÀt: xxDxtttt	 DWORD ID: 1678665215	 C p: 132	 IP: 1.53.84.204 : 60199	 Xu: 917	 TÊng ti“n vπn: 100000
10:38:24	 Tµi kho∂n: vank02	 Nh©n vÀt: KiemTien	 DWORD ID: -589561352	 C p: 126	 IP: 113.188.29.120 : 49473	 Xu: 11	 TÊng ti“n vπn: 217251
10:38:26	 Tµi kho∂n: tanthanh1	 Nh©n vÀt: bbbbbbbbb	 DWORD ID: 494559619	 C p: 124	 IP: 171.235.191.174 : 50527	 Xu: 0	 TÊng ti“n vπn: 364738
10:38:26	 Tµi kho∂n: vank92	 Nh©n vÀt: =Van_Monkey=	 DWORD ID: 187118242	 C p: 124	 IP: 113.188.29.120 : 49475	 Xu: 108	 TÊng ti“n vπn: 8012
10:38:27	 Tµi kho∂n: hung0782	 Nh©n vÀt: ChﬁchDπo∞S≠Ka	 DWORD ID: -751753077	 C p: 133	 IP: 113.187.148.94 : 49960	 Xu: 12280	 TÊng ti“n vπn: 1466666
10:38:28	 Tµi kho∂n: vank63	 Nh©n vÀt: KiemTien@	 DWORD ID: -794403709	 C p: 126	 IP: 113.188.29.120 : 49477	 Xu: 0	 TÊng ti“n vπn: 5196
10:38:28	 Tµi kho∂n: sonthanhnguyen18	 Nh©n vÀt: xZxNhinCaiLonx	 DWORD ID: 1842635091	 C p: 121	 IP: 113.178.26.101 : 56317	 Xu: 0	 TÊng ti“n vπn: 340610
10:38:29	 Tµi kho∂n: hanhnhat3	 Nh©n vÀt: MrŸBlack	 DWORD ID: 454102322	 C p: 125	 IP: 14.191.31.190 : 61235	 Xu: 4	 TÊng ti“n vπn: 200089
10:38:29	 Tµi kho∂n: aipcorp1	 Nh©n vÀt: TramŸAnh	 DWORD ID: 843770000	 C p: 131	 IP: 14.248.85.69 : 61312	 Xu: 41	 TÊng ti“n vπn: 217638
10:38:29	 Tµi kho∂n: hung078	 Nh©n vÀt: ƒŸLongŸßπiŸß’@1	 DWORD ID: -345761536	 C p: 132	 IP: 113.187.148.94 : 49962	 Xu: 5805	 TÊng ti“n vπn: 9886786
10:38:29	 Tµi kho∂n: danhtran13	 Nh©n vÀt: Paint002	 DWORD ID: 348750525	 C p: 128	 IP: 116.98.89.201 : 51444	 Xu: 85	 TÊng ti“n vπn: 171712
10:38:29	 Tµi kho∂n: khuong66	 Nh©n vÀt: TamŸNuong	 DWORD ID: 948982072	 C p: 125	 IP: 113.188.199.59 : 50230	 Xu: 0	 TÊng ti“n vπn: 16000
10:38:30	 Tµi kho∂n: tungprotid1	 Nh©n vÀt: MπcƒThi™nƒS∏t	 DWORD ID: 35318262	 C p: 123	 IP: 113.178.100.194 : 49677	 Xu: 0	 TÊng ti“n vπn: 500000
10:38:30	 Tµi kho∂n: tungprotid9999	 Nh©n vÀt: L∑ngƒKh∏ch	 DWORD ID: 141692921	 C p: 126	 IP: 113.178.100.194 : 49676	 Xu: 172	 TÊng ti“n vπn: 200
10:38:30	 Tµi kho∂n: saysaysaysay	 Nh©n vÀt: KhoaSayy	 DWORD ID: 1027450743	 C p: 121	 IP: 115.72.6.228 : 58913	 Xu: 5	 TÊng ti“n vπn: 3598
10:38:30	 Tµi kho∂n: tungprotid2	 Nh©n vÀt: NgaMYBuff	 DWORD ID: 1249643492	 C p: 121	 IP: 113.178.100.194 : 49678	 Xu: 0	 TÊng ti“n vπn: 391994
10:38:30	 Tµi kho∂n: kakaliq	 Nh©n vÀt: ïƒThi™nïS¨n	 DWORD ID: 1989657831	 C p: 132	 IP: 117.6.95.27 : 38758	 Xu: 800	 TÊng ti“n vπn: 117499
10:38:30	 Tµi kho∂n: hanhnhat2	 Nh©n vÀt: MrŸCayTien	 DWORD ID: -2018414945	 C p: 126	 IP: 14.191.31.190 : 61237	 Xu: 0	 TÊng ti“n vπn: 37168
10:38:30	 Tµi kho∂n: danhtran10	 Nh©n vÀt: Paint111	 DWORD ID: 348732534	 C p: 130	 IP: 116.98.89.201 : 51446	 Xu: 10	 TÊng ti“n vπn: 517592
10:38:30	 Tµi kho∂n: datau3	 Nh©n vÀt: IIIIIII	 DWORD ID: -1438099468	 C p: 125	 IP: 171.235.191.174 : 50530	 Xu: 0	 TÊng ti“n vπn: 0
10:38:31	 Tµi kho∂n: saysaysay	 Nh©n vÀt: khoaSayy	 DWORD ID: 973724327	 C p: 121	 IP: 115.72.6.228 : 58915	 Xu: 5	 TÊng ti“n vπn: 2996
10:38:31	 Tµi kho∂n: yennhi	 Nh©n vÀt: ßÍiPhongBa	 DWORD ID: -442724122	 C p: 133	 IP: 171.235.191.174 : 50531	 Xu: 15	 TÊng ti“n vπn: 744
10:38:31	 Tµi kho∂n: kakaliw	 Nh©n vÀt: UiïZÍiïBÌtïXπo	 DWORD ID: -267061704	 C p: 132	 IP: 117.6.95.27 : 38760	 Xu: 10	 TÊng ti“n vπn: 500000
10:38:31	 Tµi kho∂n: 1tanphuc	 Nh©n vÀt: CµyŸTi“nŸNo1	 DWORD ID: 536480189	 C p: 126	 IP: 1.55.204.228 : 41959	 Xu: 24	 TÊng ti“n vπn: 671904
10:38:31	 Tµi kho∂n: aipcorp7	 Nh©n vÀt: aipcorp1	 DWORD ID: -1342878595	 C p: 125	 IP: 14.248.85.69 : 49456	 Xu: 0	 TÊng ti“n vπn: 65117
10:38:31	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 123	 IP: 222.255.113.183 : 53666	 Xu: 0	 TÊng ti“n vπn: 30772
10:38:31	 Tµi kho∂n: minhtien555	 Nh©n vÀt: XaKuTaRa	 DWORD ID: 314271514	 C p: 123	 IP: 113.176.95.35 : 59627	 Xu: 22	 TÊng ti“n vπn: 140140
10:38:32	 Tµi kho∂n: aipcorp	 Nh©n vÀt: HoµngŸThÔyŸChi	 DWORD ID: -2060615299	 C p: 132	 IP: 14.248.85.69 : 61314	 Xu: 4310	 TÊng ti“n vπn: 274
10:38:32	 Tµi kho∂n: khuong77	 Nh©n vÀt: BŸaŸzŸo	 DWORD ID: 188179060	 C p: 125	 IP: 113.188.199.59 : 50232	 Xu: 28	 TÊng ti“n vπn: 127732
10:38:32	 Tµi kho∂n: trinhdinhquoc2	 Nh©n vÀt: LeeSin	 DWORD ID: -859832511	 C p: 128	 IP: 171.250.161.59 : 55633	 Xu: 2410	 TÊng ti“n vπn: 75575
10:38:32	 Tµi kho∂n: saysay	 Nh©n vÀt: khoaSay	 DWORD ID: 1524176945	 C p: 127	 IP: 115.72.6.228 : 58917	 Xu: 225	 TÊng ti“n vπn: 3798
10:38:32	 Tµi kho∂n: khuong55	 Nh©n vÀt: TŸhŸoŸr	 DWORD ID: -852156252	 C p: 126	 IP: 113.188.199.59 : 50234	 Xu: 70	 TÊng ti“n vπn: 135800
10:38:32	 Tµi kho∂n: tkmoi12	 Nh©n vÀt: Kh∏ngŸH·a	 DWORD ID: -2147030734	 C p: 120	 IP: 222.255.113.183 : 53668	 Xu: 0	 TÊng ti“n vπn: 18776
10:38:32	 Tµi kho∂n: lekhang95	 Nh©n vÀt: AnhHungDam	 DWORD ID: -647614862	 C p: 120	 IP: 171.239.220.166 : 53876	 Xu: 10	 TÊng ti“n vπn: 374878
10:38:32	 Tµi kho∂n: lekhang93	 Nh©n vÀt: ChauTinhTrung	 DWORD ID: 477975473	 C p: 127	 IP: 171.239.220.166 : 53877	 Xu: 780	 TÊng ti“n vπn: 4000
10:38:32	 Tµi kho∂n: sonthanhnguyen1	 Nh©n vÀt: zZzDitMeMayzZZ	 DWORD ID: -1588460543	 C p: 122	 IP: 113.178.26.101 : 56319	 Xu: 0	 TÊng ti“n vπn: 210941
10:38:32	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 126	 IP: 222.255.113.183 : 53670	 Xu: 5	 TÊng ti“n vπn: 60350
10:38:32	 Tµi kho∂n: danhtran12	 Nh©n vÀt: Paint222	 DWORD ID: 348694591	 C p: 128	 IP: 116.98.89.201 : 51448	 Xu: 39	 TÊng ti“n vπn: 21388
10:38:32	 Tµi kho∂n: hoangpo1	 Nh©n vÀt: HoµngPﬂ1	 DWORD ID: 1084652173	 C p: 127	 IP: 113.185.72.22 : 30000	 Xu: 3	 TÊng ti“n vπn: 1200
10:38:33	 Tµi kho∂n: buiduc0586	 Nh©n vÀt: CµyŸTi“nŸNo2	 DWORD ID: 536479873	 C p: 127	 IP: 1.55.204.228 : 24816	 Xu: 35	 TÊng ti“n vπn: 22778
10:38:33	 Tµi kho∂n: kakalie	 Nh©n vÀt: ïƒThi™nïPhong	 DWORD ID: -1167697412	 C p: 132	 IP: 117.6.95.27 : 38763	 Xu: 48	 TÊng ti“n vπn: 1824
10:38:33	 Tµi kho∂n: tkmoi4	 Nh©n vÀt: LinhŸNhi	 DWORD ID: -2046014288	 C p: 124	 IP: 14.186.247.210 : 55011	 Xu: 0	 TÊng ti“n vπn: 7187
10:38:34	 Tµi kho∂n: tkmoi2	 Nh©n vÀt: X›chŸL´Ÿ1	 DWORD ID: -1531809592	 C p: 126	 IP: 14.186.247.210 : 55008	 Xu: 260	 TÊng ti“n vπn: 0
10:38:34	 Tµi kho∂n: aipcorp8	 Nh©n vÀt: H∂iŸChi	 DWORD ID: 229246519	 C p: 126	 IP: 14.248.85.69 : 49459	 Xu: 0	 TÊng ti“n vπn: 67723
10:38:34	 Tµi kho∂n: aipcorp6	 Nh©n vÀt: aipcorp2	 DWORD ID: -1342877947	 C p: 126	 IP: 14.248.85.69 : 49460	 Xu: 0	 TÊng ti“n vπn: 31957
10:38:34	 Tµi kho∂n: hanhnhat1	 Nh©n vÀt: MrŸBufff	 DWORD ID: 459856174	 C p: 120	 IP: 14.191.31.190 : 61239	 Xu: 180	 TÊng ti“n vπn: 96900
10:38:34	 Tµi kho∂n: kacavin1	 Nh©n vÀt: ThÀpÖNh tÖLang	 DWORD ID: 513082819	 C p: 120	 IP: 125.212.186.57 : 58978	 Xu: 0	 TÊng ti“n vπn: 15590
10:38:34	 Tµi kho∂n: kacavin3	 Nh©n vÀt: ThÀpŸT¯ŸLang	 DWORD ID: 1574125343	 C p: 120	 IP: 125.212.186.57 : 61775	 Xu: 0	 TÊng ti“n vπn: 25586
10:38:34	 Tµi kho∂n: hoangpo001	 Nh©n vÀt: SaTThu2	 DWORD ID: 342668387	 C p: 120	 IP: 113.185.72.22 : 43446	 Xu: 49	 TÊng ti“n vπn: 218300
10:38:34	 Tµi kho∂n: hoangpo00	 Nh©n vÀt: Mechilee	 DWORD ID: -645006225	 C p: 129	 IP: 113.185.72.22 : 39578	 Xu: 168	 TÊng ti“n vπn: 946998
10:38:35	 Tµi kho∂n: kacavin2	 Nh©n vÀt: Ti”uŸMµnŸTh«u	 DWORD ID: -1841234916	 C p: 120	 IP: 125.212.186.57 : 39343	 Xu: 0	 TÊng ti“n vπn: 23593
10:38:36	 Tµi kho∂n: truongtien1991	 Nh©n vÀt: ForeverAlone@	 DWORD ID: 611820740	 C p: 128	 IP: 171.252.153.103 : 20844	 Xu: 835	 TÊng ti“n vπn: 92070
10:38:36	 Tµi kho∂n: nomore	 Nh©n vÀt: NamiIto	 DWORD ID: 1760867851	 C p: 125	 IP: 171.240.157.219 : 62330	 Xu: 0	 TÊng ti“n vπn: 652357
10:38:36	 Tµi kho∂n: nomorenm	 Nh©n vÀt: NoMoreCL	 DWORD ID: 863377295	 C p: 125	 IP: 171.240.157.219 : 62333	 Xu: 0	 TÊng ti“n vπn: 400112
10:38:36	 Tµi kho∂n: mapmap	 Nh©n vÀt: Tr‰cCa	 DWORD ID: -136556468	 C p: 138	 IP: 171.249.93.2 : 49444	 Xu: 45	 TÊng ti“n vπn: 1444411
10:38:37	 Tµi kho∂n: tanphuc	 Nh©n vÀt: ß÷ŸNh tŸVL	 DWORD ID: 1220732745	 C p: 130	 IP: 1.55.204.228 : 19977	 Xu: 85	 TÊng ti“n vπn: 100202
10:38:37	 Tµi kho∂n: phapqn12	 Nh©n vÀt: VDDang	 DWORD ID: -533316747	 C p: 126	 IP: 118.69.109.66 : 65439	 Xu: 80	 TÊng ti“n vπn: 85841
10:38:37	 Tµi kho∂n: lekhang91	 Nh©n vÀt: SamSung	 DWORD ID: -306057818	 C p: 129	 IP: 171.239.220.166 : 53879	 Xu: 60	 TÊng ti“n vπn: 1598
10:38:38	 Tµi kho∂n: hhtdhsg3	 Nh©n vÀt: sanox1	 DWORD ID: 89904532	 C p: 120	 IP: 171.239.144.33 : 60340	 Xu: 0	 TÊng ti“n vπn: 1000
10:38:38	 Tµi kho∂n: kukhidn	 Nh©n vÀt: YangHÂŸM‚m	 DWORD ID: -566545901	 C p: 132	 IP: 123.19.11.135 : 63658	 Xu: 60	 TÊng ti“n vπn: 224401
10:38:38	 Tµi kho∂n: hhtdhsg	 Nh©n vÀt: ïƒïÖQuangTr∂m	 DWORD ID: 206367631	 C p: 122	 IP: 171.239.144.33 : 60341	 Xu: 38	 TÊng ti“n vπn: 33439
10:38:38	 Tµi kho∂n: mapmap5	 Nh©n vÀt: AssHole	 DWORD ID: -126370866	 C p: 121	 IP: 171.249.93.2 : 49446	 Xu: 0	 TÊng ti“n vπn: 43336
10:38:39	 Tµi kho∂n: asdasd	 Nh©n vÀt: Nguy™nŸMinh	 DWORD ID: -551398027	 C p: 127	 IP: 14.252.53.147 : 58410	 Xu: 1040	 TÊng ti“n vπn: 6002000
10:38:39	 Tµi kho∂n: truongtien1992	 Nh©n vÀt: Forever@1	 DWORD ID: 1169202199	 C p: 128	 IP: 171.252.153.103 : 24128	 Xu: 10	 TÊng ti“n vπn: 429618
10:38:39	 Tµi kho∂n: chukhacnhi1994	 Nh©n vÀt: HaiBang	 DWORD ID: 528539421	 C p: 123	 IP: 14.240.116.193 : 55143	 Xu: 0	 TÊng ti“n vπn: 555740
10:38:39	 Tµi kho∂n: pnghi2016	 Nh©n vÀt: LinhKa	 DWORD ID: -808609496	 C p: 125	 IP: 171.236.48.30 : 54846	 Xu: 0	 TÊng ti“n vπn: 55141
10:38:40	 Tµi kho∂n: chukhacnhi	 Nh©n vÀt: NoBiTa	 DWORD ID: -853915469	 C p: 123	 IP: 14.240.116.193 : 61702	 Xu: 0	 TÊng ti“n vπn: 2597
10:38:40	 Tµi kho∂n: pnghi2017	 Nh©n vÀt: DungKaa	 DWORD ID: -1163803512	 C p: 125	 IP: 171.236.48.30 : 16252	 Xu: 0	 TÊng ti“n vπn: 423491
10:38:40	 Tµi kho∂n: chukhacnhi1993	 Nh©n vÀt: DoreMon	 DWORD ID: -2072571113	 C p: 125	 IP: 14.240.116.193 : 55381	 Xu: 41	 TÊng ti“n vπn: 85376
10:38:40	 Tµi kho∂n: congdanhty	 Nh©n vÀt: sieu_nhim	 DWORD ID: 1856267194	 C p: 124	 IP: 14.187.64.212 : 58210	 Xu: 0	 TÊng ti“n vπn: 47400
10:38:40	 Tµi kho∂n: pnghi2015	 Nh©n vÀt: TinhKa	 DWORD ID: -79160288	 C p: 126	 IP: 171.236.48.30 : 30820	 Xu: 0	 TÊng ti“n vπn: 512828
10:38:40	 Tµi kho∂n: chuaus7749	 Nh©n vÀt: zZzPizZz	 DWORD ID: -173502407	 C p: 128	 IP: 118.68.106.83 : 30039	 Xu: 10	 TÊng ti“n vπn: 12772
10:38:40	 Tµi kho∂n: thanhtan	 Nh©n vÀt: ThµnhïT n	 DWORD ID: 2121032137	 C p: 128	 IP: 42.119.159.49 : 44013	 Xu: 11	 TÊng ti“n vπn: 405350
10:38:41	 Tµi kho∂n: mylovelyok001	 Nh©n vÀt: caycmnTien	 DWORD ID: 494049200	 C p: 123	 IP: 171.247.191.188 : 65492	 Xu: 5	 TÊng ti“n vπn: 999
10:38:41	 Tµi kho∂n: phapqnn	 Nh©n vÀt: CBbanj	 DWORD ID: -985549378	 C p: 126	 IP: 118.69.109.66 : 65442	 Xu: 35	 TÊng ti“n vπn: 114083
10:38:41	 Tµi kho∂n: cbcui5	 Nh©n vÀt: CÊŸL˘cŸNaŸTr∏t	 DWORD ID: -229397171	 C p: 136	 IP: 27.70.203.146 : 52846	 Xu: 5330	 TÊng ti“n vπn: 2326807
10:38:41	 Tµi kho∂n: thanhthinh	 Nh©n vÀt: Ti”uNg∏o	 DWORD ID: 1640187451	 C p: 128	 IP: 42.119.159.49 : 57772	 Xu: 0	 TÊng ti“n vπn: 151485
10:38:41	 Tµi kho∂n: congdanhty1979	 Nh©n vÀt: thuyyen	 DWORD ID: 2038451117	 C p: 126	 IP: 14.187.64.212 : 58212	 Xu: 0	 TÊng ti“n vπn: 10792
10:38:41	 Tµi kho∂n: cbcui3	 Nh©n vÀt: ïƒïTh yŸHay	 DWORD ID: 417810360	 C p: 1	 IP: 103.169.34.118 : 50766	 Xu: 0	 TÊng ti“n vπn: 0
10:38:41	 Tµi kho∂n: mylovelyok002	 Nh©n vÀt: CaycmnTien2	 DWORD ID: 301554949	 C p: 122	 IP: 171.247.191.188 : 65494	 Xu: 0	 TÊng ti“n vπn: 4587
10:38:41	 Tµi kho∂n: phapqn1	 Nh©n vÀt: DMojnn	 DWORD ID: -989013532	 C p: 122	 IP: 118.69.109.66 : 65444	 Xu: 34	 TÊng ti“n vπn: 159772
10:38:41	 Tµi kho∂n: congdanhty1980	 Nh©n vÀt: thuyyendao	 DWORD ID: -1776069637	 C p: 120	 IP: 14.187.64.212 : 58214	 Xu: 1	 TÊng ti“n vπn: 12790
10:38:41	 Tµi kho∂n: mrdjnhquy5	 Nh©n vÀt: Sport2St	 DWORD ID: 856937597	 C p: 120	 IP: 113.185.40.78 : 46642	 Xu: 0	 TÊng ti“n vπn: 7595
10:38:41	 Tµi kho∂n: mrdjnhquy4	 Nh©n vÀt: ssssssss1	 DWORD ID: 1930341136	 C p: 120	 IP: 113.185.40.78 : 1887	 Xu: 0	 TÊng ti“n vπn: 5998
10:38:42	 Tµi kho∂n: no100vnn	 Nh©n vÀt: ŸŸŸCTŸŸPK	 DWORD ID: -1799133662	 C p: 124	 IP: 113.23.54.181 : 59905	 Xu: 0	 TÊng ti“n vπn: 0
10:38:42	 Tµi kho∂n: cbcui1	 Nh©n vÀt: HoaŸLooom	 DWORD ID: -122281577	 C p: 1	 IP: 103.169.34.118 : 50768	 Xu: 0	 TÊng ti“n vπn: 0
10:38:42	 Tµi kho∂n: mylovelyok	 Nh©n vÀt: AVGôStark	 DWORD ID: -297231247	 C p: 126	 IP: 171.247.191.188 : 65497	 Xu: 22	 TÊng ti“n vπn: 0
10:38:42	 Tµi kho∂n: herolintv	 Nh©n vÀt: CarpeŸDiem	 DWORD ID: 671152620	 C p: 132	 IP: 27.70.225.32 : 51326	 Xu: 2530	 TÊng ti“n vπn: 168497
10:38:42	 Tµi kho∂n: nomoretl	 Nh©n vÀt: NoMoreTL	 DWORD ID: 863411766	 C p: 125	 IP: 171.240.157.219 : 62339	 Xu: 0	 TÊng ti“n vπn: 428241
10:38:42	 Tµi kho∂n: kukhidn1	 Nh©n vÀt: tienvan	 DWORD ID: 1616497434	 C p: 130	 IP: 123.19.11.135 : 63660	 Xu: 26	 TÊng ti“n vπn: 254824
10:38:42	 Tµi kho∂n: mrdjnhquy	 Nh©n vÀt: 19ŸInterŸPOLL	 DWORD ID: -1264127649	 C p: 126	 IP: 113.185.40.78 : 34401	 Xu: 24	 TÊng ti“n vπn: 10991
10:38:42	 Tµi kho∂n: mapmap3	 Nh©n vÀt: BlackHole	 DWORD ID: -204763270	 C p: 121	 IP: 171.249.93.2 : 50167	 Xu: 0	 TÊng ti“n vπn: 61739
10:38:43	 Tµi kho∂n: mrdjnhquy2	 Nh©n vÀt: XiaoŸMiŸ3350	 DWORD ID: -1134505862	 C p: 120	 IP: 113.185.40.78 : 22989	 Xu: 0	 TÊng ti“n vπn: 4397
10:38:43	 Tµi kho∂n: thanhtin	 Nh©n vÀt: MoonNg∏o	 DWORD ID: 26218531	 C p: 128	 IP: 42.119.159.49 : 20121	 Xu: 10	 TÊng ti“n vπn: 61545
10:38:43	 Tµi kho∂n: cbcui4	 Nh©n vÀt: GM0004	 DWORD ID: -929240280	 C p: 120	 IP: 27.70.203.146 : 52848	 Xu: 2590	 TÊng ti“n vπn: 1000
10:38:44	 Tµi kho∂n: mrdjnhquy3	 Nh©n vÀt: InterŸPOLLŸ1st	 DWORD ID: 1019400302	 C p: 122	 IP: 113.185.40.78 : 4036	 Xu: 20	 TÊng ti“n vπn: 73306
10:38:44	 Tµi kho∂n: truongtien1993	 Nh©n vÀt: ForeverAlone	 DWORD ID: -200511561	 C p: 128	 IP: 171.252.153.103 : 10726	 Xu: 4	 TÊng ti“n vπn: 106515
10:38:45	 Tµi kho∂n: mrdjnhquy1	 Nh©n vÀt: NokiaŸ7610	 DWORD ID: -1037549703	 C p: 124	 IP: 113.185.40.78 : 40816	 Xu: 0	 TÊng ti“n vπn: 200
10:38:50	 Tµi kho∂n: samkul3	 Nh©n vÀt: NaMiLux	 DWORD ID: -1863583757	 C p: 123	 IP: 115.76.54.208 : 9460	 Xu: 0	 TÊng ti“n vπn: 151443
10:39:12	 Tµi kho∂n: samkul4	 Nh©n vÀt: Sakura	 DWORD ID: -76788843	 C p: 121	 IP: 115.76.54.208 : 17902	 Xu: 0	 TÊng ti“n vπn: 35743
10:39:17	 Tµi kho∂n: wangbugi2	 Nh©n vÀt: T´mŸChuaŸCay	 DWORD ID: -470443509	 C p: 126	 IP: 42.118.96.157 : 11480	 Xu: 68	 TÊng ti“n vπn: 84981
10:39:23	 Tµi kho∂n: no200vnn	 Nh©n vÀt: ŸŸCTŸPK	 DWORD ID: -1438419207	 C p: 124	 IP: 113.23.54.181 : 34082	 Xu: 0	 TÊng ti“n vπn: 0
10:39:38	 Tµi kho∂n: wangbugi6	 Nh©n vÀt: Acecook1	 DWORD ID: -1465411609	 C p: 120	 IP: 42.118.96.157 : 59159	 Xu: 0	 TÊng ti“n vπn: 18262
10:39:45	 Tµi kho∂n: tkmoi3	 Nh©n vÀt: Kho∏iŸßao	 DWORD ID: 350685790	 C p: 120	 IP: 14.186.247.210 : 55017	 Xu: 0	 TÊng ti“n vπn: 140000
10:39:50	 Tµi kho∂n: galuot0	 Nh©n vÀt: TruongŸTamŸPho	 DWORD ID: 31381425	 C p: 130	 IP: 14.250.255.250 : 64547	 Xu: 32	 TÊng ti“n vπn: 20145
10:39:59	 Tµi kho∂n: hung7641191	 Nh©n vÀt: GM0001	 DWORD ID: -929240838	 C p: 110	 IP: 113.187.148.94 : 49968	 Xu: 9100	 TÊng ti“n vπn: 7
10:40:14	 Tµi kho∂n: dauyeuubb	 Nh©n vÀt: Ti”uV≠¨ng	 DWORD ID: 1368999806	 C p: 129	 IP: 113.168.105.242 : 49304	 Xu: 10	 TÊng ti“n vπn: 112425
