Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	AruraSkill	AruraSkillLevel	PassSkill	PassSkillLevel	ExpNumber	ExpParam	LifeParam	LifeReplenish	ARParam	DefenseParam	MinDamageParam	MaxDamageParam	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	TypeNpc	RateBoss	ShareDame	PencentDameAdd	NumObjT	DirObjT
[Boss] Kú L©n Vµng	0	5	2	80			257				npc050111002	0	0	0	0	0	24	33	20	11	10	10	370	15	374	15	377	15	378	15						0	8000000	10	5000	5000	500	500	20	20	18	18	700	300	400	1	50	25	25	25	25	30	50	0	0	0	0	0	0	0	50	50	50	50	50	99999999	100	\settings\droprate\satthu9x.ini	6	1	0	0	0		
[Boss] Kú L©n Vµng	0	5	3	80			257				npc050111002	0	0	0	0	0	24	33	20	11	10	10	362	15	389	15	367	15	365	15						0	8000000	10	5000	5000	500	500	20	20	18	18	700	300	400	1	50	25	25	25	25	30	50	0	0	0	0	0	0	0	50	50	50	50	50	99999999	100	\settings\droprate\satthu9x.ini	6	1	0	0	0		
[Boss] Kú L©n Vµng	0	5	4	80			257				npc050111002	0	0	0	0	0	24	33	20	11	10	10	380	15	382	15	384	15	385	15						0	8000000	10	5000	5000	500	500	20	20	18	18	700	300	400	1	50	25	25	25	25	30	50	0	0	0	0	0	0	0	50	50	50	50	50	99999999	100	\settings\droprate\satthu9x.ini	6	1	0	0	0		
[Boss] Kú L©n §á	0	5	0	32			257				npc050111003	0	0	0	0	0	24	33	20	11	10	10	345	20	347	20	349	20	353	20						0	16000000	10	5000	5000	500	500	20	20	18	18	700	300	400	1	50	25	25	25	25	30	50	0	0	0	0	0	0	0	50	50	50	50	50	99999999	100		6	2	0	19	0		
[Boss] Kú L©n §á	0	5	1	32			257				npc050111003	0	0	0	0	0	24	33	20	11	10	10	302	20	355	20	359	20	361	20						0	16000000	10	5000	5000	500	500	20	20	18	18	700	300	400	1	50	25	25	25	25	30	50	0	0	0	0	0	0	0	50	50	50	50	50	99999999	100		6	2	0	19	0		
[Boss] Kú L©n §á	0	5	2	32			257				npc050111003	0	0	0	0	0	24	33	20	11	10	10	370	20	374	20	377	20	378	20						0	16000000	10	5000	5000	500	500	20	20	18	18	700	300	400	1	50	25	25	25	25	30	50	0	0	0	0	0	0	0	50	50	50	50	50	99999999	100		6	2	0	19	0		
[Boss] Kú L©n §á	0	5	3	32			257				npc050111003	0	0	0	0	0	24	33	20	11	10	10	362	20	389	20	367	20	365	20						0	16000000	10	5000	5000	500	500	20	20	18	18	700	300	400	1	50	25	25	25	25	30	50	0	0	0	0	0	0	0	50	50	50	50	50	99999999	100		6	2	0	19	0		
[Boss] Kú L©n §á	0	5	4	32			257				npc050111003	0	0	0	0	0	24	33	20	11	10	10	380	20	382	20	384	20	385	20						0	16000000	10	5000	5000	500	500	20	20	18	18	700	300	400	1	50	25	25	25	25	30	50	0	0	0	0	0	0	0	50	50	50	50	50	99999999	100		6	2	0	19	0		
Thóy Yªn Danh	0	5	0	24			420				boss023	0	0	0	0	0	36	40	24	10	10	10		50		50		50		50						400000	10000000	10	500000	50000	500	500	6	6	12	12	800	100	1000	1	50	25	25	25	25	30	50	0	0	300	300	300	300	300	300	300	300	300	300	32400	100		25						
C¸i Bang Danh	0	5	1	24			420				boss013	0	0	0	0	0	36	40	24	10	10	10		50		50		50		50						400000	10000000	10	500000	50000	500	500	6	6	12	12	800	100	1000	1	50	25	25	25	25	30	50	0	0	300	300	300	300	300	300	300	300	300	300	32400	100		25						
Thiªn NhÉn Danh	0	5	2	24			420				boss015	0	0	0	0	0	36	40	24	10	10	10		50		50		50		50						400000	10000000	10	500000	50000	500	500	30	30	20	12	800	100	1000	1	50	25	25	25	25	30	50	0	0	300	300	300	300	300	300	300	300	300	300	32400	100		25						
Vâ §ang Danh	0	5	3	24			420				boss001	0	0	0	0	0	36	40	24	10	10	10		50		50		50		50						400000	10000000	10	500000	50000	500	500	6	6	12	12	800	100	1000	1	50	25	25	25	25	30	50	0	0	300	300	300	300	300	300	300	300	300	300	32400	100		25						
C«n L«n Danh	0	5	4	24			420				boss017	0	0	0	0	0	36	40	24	10	10	10		50		50		50		50						400000	10000000	10	500000	50000	500	500	6	6	12	12	800	100	1000	1	50	25	25	25	25	30	50	0	0	300	300	300	300	300	300	300	300	300	300	32400	100		25						
Hç Trî Kim	4	5	0	24			165				0	12	12	16	0	0	37	38	20	11	10	10		56		56		56		56						0	1000000	100000	500	200	0	0	11	11	27	27	700	10	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Méc	4	5	1	24			165				0	9	9	4	0	0	37	38	20	11	10	10		56		56		56		56						0	1000000	100000	500	200	0	0	11	11	27	27	700	10	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thuû	4	5	2	24			165				0	52	24	13	0	0	37	38	20	11	10	10		56		56		56		56						0	1000000	100000	500	200	0	0	11	11	27	27	700	10	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Ho¶	4	5	3	24			165				0	27	6	7	0	0	37	38	20	11	10	10		56		56		56		56						0	1000000	100000	500	200	0	0	11	11	27	27	700	10	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thæ	4	5	4	24			165				0	3	3	1	0	0	37	38	20	11	10	10		56		56		56		56						0	1000000	100000	500	200	0	0	11	11	27	27	700	10	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Kim	4	5	0	24			165				0	33	12	17	0	0	37	38	20	11	10	10		57		57		57		57						0	1000000	100000	750	300	0	0	12	12	27	27	700	20	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Méc	4	5	1	24			165				0	30	9	5	0	0	37	38	20	11	10	10		57		57		57		57						0	1000000	100000	750	300	0	0	12	12	27	27	700	20	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thuû	4	5	2	24			165				0	53	24	14	0	0	37	38	20	11	10	10		57		57		57		57						0	1000000	100000	750	300	0	0	12	12	27	27	700	20	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Ho¶	4	5	3	24			165				0	27	6	8	0	0	37	38	20	11	10	10		57		57		57		57						0	1000000	100000	750	300	0	0	12	12	27	27	700	20	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thæ	4	5	4	24			165				0	24	3	2	0	0	37	38	20	11	10	10		57		57		57		57						0	1000000	100000	750	300	0	0	12	12	27	27	700	20	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Kim	4	5	0	24			165				0	33	12	18	0	0	37	38	20	11	10	10		57		57		57		57						0	1000000	100000	1000	400	0	0	13	13	27	27	700	30	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Méc	4	5	1	24			165				0	30	9	6	0	0	37	38	20	11	10	10		57		57		57		57						0	1000000	100000	1000	400	0	0	13	13	27	27	700	30	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thuû	4	5	2	24			165				0	53	24	15	0	0	37	38	20	11	10	10		57		57		57		57						0	1000000	100000	1000	400	0	0	13	13	27	27	700	30	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Ho¶	4	5	3	24			165				0	27	6	9	0	0	37	38	20	11	10	10		57		57		57		57						0	1000000	100000	1000	400	0	0	13	13	27	27	700	30	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thæ	4	5	4	24			165				0	24	3	3	0	0	37	38	20	11	10	10		57		57		57		57						0	1000000	100000	1000	400	0	0	13	13	27	27	700	30	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Kim	4	5	0	24			165				0	13	12	30	0	0	37	38	20	11	10	10		58		58		58		58						0	1000000	100000	1250	500	0	0	14	14	27	27	700	40	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Méc	4	5	1	24			165				0	10	9	22	0	0	37	38	20	11	10	10		58		58		58		58						0	1000000	100000	1250	500	0	0	14	14	27	27	700	40	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thuû	4	5	2	24			165				0	54	24	28	0	0	37	38	20	11	10	10		58		58		58		58						0	1000000	100000	1250	500	0	0	14	14	27	27	700	40	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Ho¶	4	5	3	24			165				0	27	6	24	0	0	37	38	20	11	10	10		58		58		58		58						0	1000000	100000	1250	500	0	0	14	14	27	27	700	40	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thæ	4	5	4	24			165				0	24	3	20	0	0	37	38	20	11	10	10		58		58		58		58						0	1000000	100000	1250	500	0	0	14	14	27	27	700	40	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Kim	4	5	0	24			165				0	13	12	31	0	0	37	38	20	11	10	10		56		56		56		56						0	1000000	100000	1500	600	0	0	15	15	27	27	700	50	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Méc	4	5	1	24			165				0	10	9	23	0	0	37	38	20	11	10	10		56		56		56		56						0	1000000	100000	1500	600	0	0	15	15	27	27	700	50	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thuû	4	5	2	24			165				0	54	24	29	0	0	37	38	20	11	10	10		56		56		56		56						0	1000000	100000	1500	600	0	0	15	15	27	27	700	50	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Ho¶	4	5	3	24			165				0	27	6	25	0	0	37	38	20	11	10	10		56		56		56		56						0	1000000	100000	1500	600	0	0	15	15	27	27	700	50	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thæ	4	5	4	24			165				0	24	3	21	0	0	37	38	20	11	10	10		56		56		56		56						0	1000000	100000	1500	600	0	0	15	15	27	27	700	50	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Kim	4	5	0	24			165				0	14	13	31	0	0	37	38	20	11	10	10		56		56		56		56						0	1000000	100000	1750	700	0	0	16	16	27	27	700	60	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Méc	4	5	1	24			165				0	11	10	23	0	0	37	38	20	11	10	10		56		56		56		56						0	1000000	100000	1750	700	0	0	16	16	27	27	700	60	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thuû	4	5	2	24			165				0	55	25	29	0	0	37	38	20	11	10	10		56		56		56		56						0	1000000	100000	1750	700	0	0	16	16	27	27	700	60	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Ho¶	4	5	3	24			165				0	8	7	25	0	0	37	38	20	11	10	10		56		56		56		56						0	1000000	100000	1750	700	0	0	16	16	27	27	700	60	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thæ	4	5	4	24			165				0	4	4	21	0	0	37	38	20	11	10	10		56		56		56		56						0	1000000	100000	1750	700	0	0	16	16	27	27	700	60	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Kim	4	5	0	24			165				0	14	13	31	0	0	37	38	20	11	10	10		57		57		57		57						0	1000000	100000	2000	800	0	0	17	17	27	27	700	70	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Méc	4	5	1	24			165				0	11	10	23	0	0	37	38	20	11	10	10		57		57		57		57						0	1000000	100000	2000	800	0	0	17	17	27	27	700	70	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thuû	4	5	2	24			165				0	55	25	29	0	0	37	38	20	11	10	10		57		57		57		57						0	1000000	100000	2000	800	0	0	17	17	27	27	700	70	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Ho¶	3	6	0	0							0	0	0	0	0	0	40	40																								0							400																						100		25						
Hç Trî Thæ	4	5	4	24			165				0	4	4	21	0	0	37	38	20	11	10	10		57		57		57		57						0	1000000	100000	2000	800	0		17	17	27	27	700	70	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Kim	4	5	0	24			165				0	35	14	43	0	0	37	38	20	11	10	10		57		57		57		57						0	1000000	100000	2500	900	0	0	18	18	27	27	700	80	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Méc	4	5	1	24			165				0	32	11	33	0	0	37	38	20	11	10	10		57		57		57		57						0	1000000	100000	2500	900	0	0	18	18	27	27	700	80	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thuû	4	5	2	24			165				0	56	26	42	0	0	37	38	20	11	10	10		57		57		57		57						0	1000000	100000	2500	900	0	0	18	18	27	27	700	80	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Ho¶	4	5	3	24			165				0	29	8	39	0	0	37	38	20	11	10	10		57		57		57		57						0	1000000	100000	2500	900	0	0	18	18	27	27	700	80	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thæ	4	5	4	24			165				0	25	5	37	0	0	37	38	20	11	10	10		57		57		57		57						0	1000000	100000	2500	900	0	0	18	18	27	27	700	80	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Kim	4	5	0	24			165				0	35	14	43	0	0	37	38	20	11	10	10		58		58		58		58						0	1000000	100000	3000	1000	0	0	20	20	27	27	700	90	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Méc	4	5	1	24			165				0	32	11	33	0	0	37	38	20	11	10	10		58		58		58		58						0	1000000	100000	3000	1000	0	0	20	20	27	27	700	90	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thuû	4	5	2	24			165				0	56	26	42	0	0	37	38	20	11	10	10		58		58		58		58						0	1000000	100000	3000	1000	0	0	20	20	27	27	700	90	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Ho¶	4	5	3	24			165				0	29	8	39	0	0	37	38	20	11	10	10		58		58		58		58						0	1000000	100000	3000	1000	0	0	20	20	27	27	700	90	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thæ	4	5	4	24			165				0	25	5	37	0	0	37	38	20	11	10	10		58		58		58		58						0	1000000	100000	3000	1000	0	0	20	20	27	27	700	90	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Kim	4	5	0	24			165				0	12	12	16	0	0	37	38	20	11	10	10		21		21		21		21						0	1000000	100000	250	100	0	0	10	10	27	27	700	10	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Méc	4	5	1	24			165				0	9	9	4	0	0	37	38	20	11	10	10		21		21		21		21						0	1000000	100000	250	100	0	0	10	10	27	27	700	10	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thuû	4	5	2	24			165				0	52	24	13	0	0	37	38	20	11	10	10		21		21		21		21						0	1000000	100000	250	100	0	0	10	10	27	27	700	10	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Ho¶	4	5	3	24			165				0	27	6	7	0	0	37	38	20	11	10	10		21		21		21		21						0	1000000	100000	250	100	0	0	10	10	27	27	700	10	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thæ	4	5	4	24			165				0	3	3	1	0	0	37	38	20	11	10	10		21		21		21		21						0	1000000	100000	250	100	0	0	10	10	27	27	700	10	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Kim	4	5	0	24			165				0	12	12	16	0	0	37	38	20	11	10	10		22		22		22		22						0	1000000	100000	500	200	0	0	11	11	27	27	700	10	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Méc	4	5	1	24			165				0	9	9	4	0	0	37	38	20	11	10	10		22		22		22		22						0	1000000	100000	500	200	0	0	11	11	27	27	700	10	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thuû	4	5	2	24			165				0	52	24	13	0	0	37	38	20	11	10	10		22		22		22		22						0	1000000	100000	500	200	0	0	11	11	27	27	700	10	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Ho¶	4	5	3	24			165				0	27	6	7	0	0	37	38	20	11	10	10		22		22		22		22						0	1000000	100000	500	200	0	0	11	11	27	27	700	10	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thæ	4	5	4	24			165				0	3	3	1	0	0	37	38	20	11	10	10		22		22		22		22						0	1000000	100000	500	200	0	0	11	11	27	27	700	10	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Kim	4	5	0	24			165				0	33	12	17	0	0	37	38	20	11	10	10		23		23		23		23						0	1000000	100000	750	300	0	0	12	12	27	27	700	20	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Méc	4	5	1	24			165				0	30	9	5	0	0	37	38	20	11	10	10		23		23		23		23						0	1000000	100000	750	300	0	0	12	12	27	27	700	20	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thuû	4	5	2	24			165				0	53	24	14	0	0	37	38	20	11	10	10		23		23		23		23						0	1000000	100000	750	300	0	0	12	12	27	27	700	20	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Ho¶	4	5	3	24			165				0	27	6	8	0	0	37	38	20	11	10	10		23		23		23		23						0	1000000	100000	750	300	0	0	12	12	27	27	700	20	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thæ	4	5	4	24			165				0	24	3	2	0	0	37	38	20	11	10	10		23		23		23		23						0	1000000	100000	750	300	0	0	12	12	27	27	700	20	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Kim	4	5	0	24			165				0	33	12	18	0	0	37	38	20	11	10	10		24		24		24		24						0	1000000	100000	1000	400	0	0	13	13	27	27	700	30	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Méc	4	5	1	24			165				0	30	9	6	0	0	37	38	20	11	10	10		24		24		24		24						0	1000000	100000	1000	400	0	0	13	13	27	27	700	30	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thuû	4	5	2	24			165				0	53	24	15	0	0	37	38	20	11	10	10		24		24		24		24						0	1000000	100000	1000	400	0	0	13	13	27	27	700	30	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Ho¶	4	5	3	24			165				0	27	6	9	0	0	37	38	20	11	10	10		24		24		24		24						0	1000000	100000	1000	400	0	0	13	13	27	27	700	30	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thæ	4	5	4	24			165				0	24	3	3	0	0	37	38	20	11	10	10		24		24		24		24						0	1000000	100000	1000	400	0	0	13	13	27	27	700	30	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Kim	4	5	0	24			165				0	13	12	30	0	0	37	38	20	11	10	10		25		25		25		25						0	1000000	100000	1250	500	0	0	14	14	27	27	700	40	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Méc	4	5	1	24			165				0	10	9	22	0	0	37	38	20	11	10	10		25		25		25		25						0	1000000	100000	1250	500	0	0	14	14	27	27	700	40	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thuû	4	5	2	24			165				0	54	24	28	0	0	37	38	20	11	10	10		25		25		25		25						0	1000000	100000	1250	500	0	0	14	14	27	27	700	40	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Ho¶	4	5	3	24			165				0	27	6	24	0	0	37	38	20	11	10	10		25		25		25		25						0	1000000	100000	1250	500	0	0	14	14	27	27	700	40	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thæ	4	5	4	24			165				0	24	3	20	0	0	37	38	20	11	10	10		25		25		25		25						0	1000000	100000	1250	500	0	0	14	14	27	27	700	40	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Kim	4	5	0	24			165				0	13	12	31	0	0	37	38	20	11	10	10		26		26		26		26						0	1000000	100000	1500	600	0	0	15	15	27	27	700	50	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Méc	4	5	1	24			165				0	10	9	23	0	0	37	38	20	11	10	10		26		26		26		26						0	1000000	100000	1500	600	0	0	15	15	27	27	700	50	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thuû	4	5	2	24			165				0	54	24	29	0	0	37	38	20	11	10	10		26		26		26		26						0	1000000	100000	1500	600	0	0	15	15	27	27	700	50	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Ho¶	4	5	3	24			165				0	27	6	25	0	0	37	38	20	11	10	10		26		26		26		26						0	1000000	100000	1500	600	0	0	15	15	27	27	700	50	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thæ	4	5	4	24			165				0	24	3	21	0	0	37	38	20	11	10	10		26		26		26		26						0	1000000	100000	1500	600	0	0	15	15	27	27	700	50	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Kim	4	5	0	24			165				0	14	13	31	0	0	37	38	20	11	10	10		27		27		27		27						0	1000000	100000	1750	700	0	0	16	16	27	27	700	60	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Méc	4	5	1	24			165				0	11	10	23	0	0	37	38	20	11	10	10		27		27		27		27						0	1000000	100000	1750	700	0	0	16	16	27	27	700	60	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thuû	4	5	2	24			165				0	55	25	29	0	0	37	38	20	11	10	10		27		27		27		27						0	1000000	100000	1750	700	0	0	16	16	27	27	700	60	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Ho¶	4	5	3	24			165				0	8	7	25	0	0	37	38	20	11	10	10		27		27		27		27						0	1000000	100000	1750	700	0	0	16	16	27	27	700	60	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thæ	4	5	4	24			165				0	4	4	21	0	0	37	38	20	11	10	10		27		27		27		27						0	1000000	100000	1750	700	0	0	16	16	27	27	700	60	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Kim	4	5	0	24			165				0	14	13	31	0	0	37	38	20	11	10	10		28		28		28		28						0	1000000	100000	2000	800	0	0	17	17	27	27	700	70	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Méc	4	5	1	24			165				0	11	10	23	0	0	37	38	20	11	10	10		28		28		28		28						0	1000000	100000	2000	800	0	0	17	17	27	27	700	70	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thuû	4	5	2	24			165				0	55	25	29	0	0	37	38	20	11	10	10		28		28		28		28						0	1000000	100000	2000	800	0	0	17	17	27	27	700	70	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Ho¶	4	5	3	24			165				0	8	7	25	0	0	37	38	20	11	10	10		28		28		28		28						0	1000000	100000	2000	800	0	0	17	17	27	27	700	70	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Thæ	4	5	4	24			165				0	4	4	21	0	0	37	38	20	11	10	10		28		28		28		28						0	1000000	100000	2000	800	0	0	17	17	27	27	700	70	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
Hç Trî Kim	4	5	0	24			165				0	35	14	43	0	0	37	38	20	11	10	10		29		29		29		29						0	1000000	100000	2500	900	0	0	18	18	27	27	700	80	400	1	50	25	25	25	25	30	50	0	0	100	100	100	100	100	100	100	100	100	100	99999999	100		3						
