SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetObj	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LevelUpScript	SkillDesc	IsMagic	Series	IsSkillPhysical	IsSkillMagic	TimePerCastHorse		SkillMiniIcon
Khuª Méc Tinh Chiªu	Ö÷¶¯·ÀÓù¸¨Öú	123	22	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_22.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr			0	0	2	0	400	0	0	0	4	6	51	0	1	1	11	0	0	5	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\gaibang.lua	poisonres_p		skill_cost_v																			"Cai Bang tuyet ky, tang kha nang phong doc."	0		0	0	2		
§¶ CÈu Bæng	Ö÷¶¯·ÀÓù¸¨Öú	124	13	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_23.spr				44	0	3	0	400	0	0	0	4	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\gaibang.lua	addphysicsdamage_p	dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		"C¸I bang tuyÖt kü, t¨ng hiÖu qu¶ c«ng kÝch bæng ph¸p"	0		0	0	0		
Bèng §¸ ¸c C©u	Íâ¹¦Ïµ¹¥»÷	125	1	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_31.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	0	400	0	0	5	4	3	168	0	16	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	2	1	0	0	0		0					0	0	\script\skill\gaibang.lua	physicsenhance_p	bangda_egou	firedamage_v	bangda_egou	skill_eventskilllevel	bangda_egou	missle_speed_v	bangda_egou	skill_attackradius	bangda_egou	skill_cost_v	bangda_egou	seriesdame	bangda_egou	colddamage_v	bangda_egou	addskilldame1	bangda_egou		bangda_egou		"Cao cÊp  thøc, biÕn ho¸ kh«n l­¬ng"	0		1	0	2		
Kim ¤ ¶nh TuyÕt	Ö÷¶¯·ÀÓù¸¨Öú	126	22	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_32.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr			0	0	2	0	400	0	0	0	4	6	52	1	1	1	11	0	0	5	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	\script\skill\gaibang.lua	coldres_p		skill_cost_v																			"C¸I bang tuyÖt kü, t¨ng kh¶ n¨ng phßng b¨ng"	0		0	0	2		
Khong Can Ten 25	Ö÷¶¯Õ½¶·¸¨Öú	127	22	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_33.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr			0	0	2	0	400	0	0	0	4	6	0	0	0	0	11	0	0	5	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\gaibang.lua	fastwalkrun_p	huabu_liushou	skill_cost_v	huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		??¨¨?????????????????????¨¨????¡§????????????????????????????	0		0	0	2		
Kh¸ng Long H÷u Hèi	ÄÚ¹¦Ïµ¹¥»÷	128	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_41.spr	\spr\skill\ÌìÈÌ\mag_bz_huo3_±¬Õ¨Ð§¹û.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	400	0	0	0	4	2	48	1	2	1	10	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	50	20	-2	1	0	0	3		0					0	0	\script\skill\gaibang.lua	firedamage_v	kanglong_youhui	skill_eventskilllevel	kanglong_youhui	missle_speed_v	kanglong_youhui		kanglong_youhui	skill_cost_v	kanglong_youhui	seriesdame	kanglong_youhui	addskilldame1	kanglong_youhui	skill_misslenum_v	kanglong_youhui		kanglong_youhui		kanglong_youhui		"Chiªu thøc cao cÊp, C¸I bang b¶ng chñ nhê nã mµ vang danh thiªn h¹"	1		0	1	2		
Ho¶ DiÖm Vi Di	±»¶¯¹¥»÷¸¨Öú	129	11	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_42.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr			0	0	2	0	400	0	0	0	4	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	0	0	0	0		0					0	0	\script\skill\gaibang.lua	meleedamagereturn_p	huaxian_weiyi	adddefense_v	huaxian_weiyi		huaxian_weiyi		huaxian_weiyi	huaxian_weiyi	huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		"C¸I bang tuyÖt kü, t¨ng kh¶ n¨ng di chuyÓn chiªn ®Êu"	0		0	0	0		
Tóy §iÖp Cuång Vò	Ö÷¶¯·ÀÓù¸¨Öú	130	22	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_43.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr			43	0	2	0	400	0	0	0	4	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					1	0	\script\skill\gaibang.lua	allres_p	zuidie_kuangwu	fireskill_v	zuidie_kuangwu	addfiredamage_v	zuidie_kuangwu	deadlystrikeenhance_p	zuidie_kuangwu	skill_cost_v	zuidie_kuangwu		zuidie_kuangwu		zuidie_kuangwu		zuidie_kuangwu		zuidie_kuangwu		zuidie_kuangwu		"C¸I b¨ng mËt kü, cã thÓ t¨ng tÊt c¶ kh¸ng tÝnh"	0		0	0	0		\spr\Ui\×´Ì¬Í¼±ê\×íµû¿ñÎè.spr
Thiªn NhÉn §ao Ph¸p	±»¶¯¹¥»÷¸¨Öú	131	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_df.spr				0	0	3	0	0	0	0	0	4	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\tianren.lua	fireskill_v	tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		T¨ng hiÖu qu¶ sö dông ®ao	0		0	0	0		
Thiªn NhÉn M©u Ph¸p	±»¶¯¹¥»÷¸¨Öú	132	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_mf.spr				0	0	3	0	0	0	0	0	4	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	3	0	0	0	0		0					1	0	\script\skill\tianren.lua	addphysicsdamage_p	tianren_maofa	attackratingenhance_p	tianren_maofa	deadlystrikeenhance_p	tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		T¨ng hiÖu qu¶ sö dông kÝch	0		0	0	0		
Khong Can Ten 26	±»¶¯¹¥»÷¸¨Öú	133	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\µ¶·¨.spr				0	0	3	0	0	0	0	0	4	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\tianren.lua																						?¡§??????????¡§¡è?????????????	0		0	0	0		
Thiªn NhÉn Chuú Ph¸p	±»¶¯¹¥»÷¸¨Öú	134	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\Ë«´¸Ì×Â·.spr				0	0	3	0	0	0	0	0	4	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\tianren.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p																		0		0	0	0		
Tµn D­¬ng Nh­ HuyÕt	Íâ¹¦Ïµ¹¥»÷	135	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_01.spr		\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	0	270	0	0	0	4	1	54	0	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	3	0	0	0	0		0					0	0	\script\skill\tianren.lua	physicsenhance_p	canyang_ruxue	firedamage_v	canyang_ruxue	skill_eventskilllevel	canyang_ruxue	missle_speed_v	canyang_ruxue	skill_attackradius	canyang_ruxue	skill_cost_v	canyang_ruxue	seriesdame	canyang_ruxue	addskilldame2	canyang_ruxue	addskilldame1	canyang_ruxue	addskilldame2	canyang_ruxue		"Vâ c«ng nhËp m«n, s¸t th­¬ng cïng lóc nhiÒu ®èi thñ"	1		1	0	2		
Ho¶ Liªn Ph©n Hoa 	Ö÷¶¯Õ½¶·¸¨Öú	136	32	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_02.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	21	0	2	0	400	0	0	0	4	6	77	0	1	1	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\tianren.lua	meleedamagereturn_p	huolian_fenhua	skill_cost_v	huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		"Thiªn nhÉn tuyÖt kü, lµm gi¶m kh¶ n¨ng ph¶n ®ßn cña ®èi ph­¬ng"	0		0	0	0		\spr\Ui\×´Ì¬Í¼±ê\»ðÁ«·Ù»ª.spr
¶o ¶nh Phi Hå	Ö÷¶¯·ÀÓù¸¨Öú	137	22	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_03.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	26	0	2	0	400	0	0	0	4	6	77	0	1	1	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\tianren.lua	attackratingenhance_p	huanying_feihu	skill_cost_v	huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		"Thiªn nhÉn dÞ thuËt, lµm gi¶m kh¶ n¨ng chiÕn ®Êu cña ®èi ph­¬ng"	0		0	0	0		\spr\Ui\×´Ì¬Í¼±ê\»ÃÓ°·Éºü.spr
Th«I S¬n §iÒn H¶i	ÄÚ¹¦Ïµ¹¥»÷	138	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_07.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	0	400	0	5	5	4	0	55	-1	10	1	11	1	0	10	0	0	0	40	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	1	10	0	64		0					0	0	\script\skill\tianren.lua	firedamage_v	tuishan_tianhai	skill_eventskilllevel	tuishan_tianhai	skill_cost_v	tuishan_tianhai	seriesdame	tuishan_tianhai	addskilldame1	tuishan_tianhai		tuishan_tianhai		tuishan_tianhai		tuishan_tianhai		tuishan_tianhai		tuishan_tianhai		"Thiªn nhÉn trung cÊp, t¨ng hiÖu qu¶ Ho¶ s¸t"	1		0	1	40		
Khong Can Ten 27	Íâ¹¦Ïµ¹¥»÷	139	1	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_12.spr	\spr\skill\ÌìÈÌ\mag_tr_09_½èÁ¦´òÁ¦.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	60	0	0	0	4	1	70	0	1	1	9	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					0	0	\script\skill\tianren.lua	physicsenhance_p		skilllevelexp		skill_cost_v																	?¡§????????????????????????????¡§???????????????	0		0	0	0		
Phi Hång V« TÞch	Ö÷¶¯¹¥»÷¸¨Öú	140	12	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_13.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	27	0	2	0	400	0	0	0	4	6	77	0	1	1	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\tianren.lua	adddefense_v	feihong_wuji	skill_cost_v	feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		"Thiªn nhÉn dÞ thuËt, lµm gi¶m kh¶ n¨ng phßng ngù cña ®èi ph­¬ng"	0		0	0	0		\spr\Ui\×´Ì¬Í¼±ê\·ÉºèÎÞ¼£.spr
Liªt Ho¶ T×nh Thiªn	Íâ¹¦Ïµ¹¥»÷	141	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_21.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	0	400	0	1	5	4	3	56	0	16	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	3	0	0	0	0		0					0	0	\script\skill\tianren.lua	seriesdame	liehuo_qingtian	firedamage_v	liehuo_qingtian	skill_eventskilllevel	liehuo_qingtian	missle_speed_v	liehuo_qingtian	seriesdame	liehuo_qingtian	skill_cost_v	liehuo_qingtian	physicsenhance_p	liehuo_qingtian	colddamage_v	liehuo_qingtian	addskilldame1	liehuo_qingtian		liehuo_qingtian		"Thiªn nhÉn trung cÊp chiªu thøc, s¸t th­¬ng trªn diÖn réng"	1		1	0	2		
Th©u Thiªn Ho¸n NhËt	Íâ¹¦Ïµ¹¥»÷	142	1	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_22.spr	\spr\skill\ÌìÈÌ\mag_tr_09_ÍµÌì»»ÈÕ.spr	\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	60	0	0	0	4	1	69	0	1	1	9	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	20	3	0	100	0	0		0					0	0	\script\skill\tianren.lua	physicsenhance_p	toutian_huanri	firedamage_v	toutian_huanri	skill_eventskilllevel	toutian_huanri	seriesdame	toutian_huanri	steallife_p	toutian_huanri	missle_speed_v	toutian_huanri	skill_attackradius	toutian_huanri	stealmana_p	toutian_huanri	missle_lifetime_v	toutian_huanri	addskilldame1	toutian_huanri		"MËt truyÒn kú c«ng, hót sinh lùc ®èi ph­¬ng vÒ m×nh"	0		1	0	0		
LÞch Ma §o¹t Hån	Ö÷¶¯·ÀÓù¸¨Öú	143	22	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_23.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr			28	0	2	0	400	0	0	0	4	6	77	0	1	1	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					1	0	\script\skill\tianren.lua	addphysicsdamage_p	limo_duopo	skill_cost_v	limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		"ThiÓn nhÉn dÞ thuËt, lµm gi¶m kh¶ n¨ng chiÕn ®Êu cña ®èi ph­¬ng"	0		0	0	0		\spr\Ui\×´Ì¬Í¼±ê\À÷Ä§¶á»ê.spr
Khong Can Ten 28		144		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_24.spr		\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	3	0	0	0	0	0	4	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\tianren.lua	fireres_p																					?¡§????????????????????????????????	0		0	0	0		
§¬n ChØ LiÖt DiÖm	ÄÚ¹¦Ïµ¹¥»÷	145	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_31.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	0	280	0	0	0	4	1	57	0	1	1	11	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	1	0	0	0		0					0	0	\script\skill\tianren.lua	firedamage_v	tanzhi_lieyan	skill_eventskilllevel	tanzhi_lieyan	missle_speed_v	tanzhi_lieyan	skill_attackradius	tanzhi_lieyan	skill_cost_v	tanzhi_lieyan	seriesdame	tanzhi_lieyan	addskilldame1	tanzhi_lieyan	addskilldame2	tanzhi_lieyan		tanzhi_lieyan		tanzhi_lieyan		"NhËp m«n vâ c«ng, tÊn c«ng cïng lóc nhiÒu ®èi thñu3"	1		0	1	2		
Ngò Hµnh TrËn	¹â»··ÀÓù¸¨Öú	146	23	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_32.spr		0	0	29	1	2	0	180	0	0	0	4	7	226	1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	\script\skill\tianren.lua	adddefense_v	wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		"Thien Nhan  ky tran, tang kha nang phong thu cho dong doi."	0		0	0	0		
Khong Can Ten 29	Íâ¹¦Ïµ¹¥»÷	147	1	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_33.spr	\spr\skill\ÌìÈÌ\mag_tr_09_ÎüÐÇ´ó·¨.spr	\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	60	0	0	0	4	1	71	0	1	1	9	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	40	20	-2	0	80	0	0		0					0	0	\script\skill\tianren.lua	physicsenhance_p		steallifeenhance_p		skill_cost_v																	?¡§????????????????????????????¡§???????????????	0		0	0	0		
Ma DiÖm ThÊt S¸t	ÄÚ¹¦Ïµ¹¥»÷	148	1	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_41.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	0	570	0	1	0	4	6	58	1	1	1	11	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	1	265	0	0	0	0	0	0	0	60	20	-2	1	0	0	20	0	0	0				0	0	\script\skill\tianren.lua	firedamage_v	moyan_qisha	skill_eventskilllevel	moyan_qisha	fatallystrike_p	moyan_qisha		moyan_qisha	skill_attackradius	moyan_qisha	skill_cost_v	moyan_qisha	seriesdame	moyan_qisha	addskilldame1	moyan_qisha		moyan_qisha		moyan_qisha		"Thiªn nhÉn chiªu thøc cao cÊp, ho¶ s¸t cùc kú lîi h¹i"	1		0	1	2		
Thùc Cèt HuyÕt Nh©n	Ö÷¶¯¹¥»÷¸¨Öú	149	12	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_42.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr			25	0	2	0	400	0	0	0	4	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					1	0	\script\skill\tianren.lua	addfiredamage_v		skill_cost_v																			"Thiªn nhÉn kü thuËt, t¨ng hiÖu qu¶ ho¶ s¸t"	0		0	0	0		
Thiªn Ma Gi¶I ThÓ	Ö÷¶¯Õ½¶·¸¨Öú	150	11	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_43.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	0	0	30	0	2	0	400	0	0	0	4	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					0	0	\script\skill\tianren.lua	adddefense_v	tianmo_jieti	attackratingenhance_p	tianmo_jieti	fireskill_v	tianmo_jieti	addfiredamage_v	tianmo_jieti	castspeed_v	tianmo_jieti	fireenhance_p	tianmo_jieti	attackspeed_v	tianmo_jieti		tianmo_jieti	skill_cost_v	tianmo_jieti	fasthitrecover_v	tianmo_jieti		"Thiªn nhÉn t©m ph¸p, gi¶m hiÖu qu¶ chiÕn ®Êu cña ®èi ph­¬ng"	0		0	0	0		\spr\Ui\×´Ì¬Í¼±ê\ÌìÄ§½âÌå.spr
Vâ §ang KiÕm Ph¸p	±»¶¯¹¥»÷¸¨Öú	151	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_jf.spr				0	0	3	0	0	0	0	0	2	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	0	0	0	0	0		0					1	0	\script\skill\wudang.lua	addphysicsdamage_p	wudang_jianfa	attackratingenhance_p	wudang_jianfa		wudang_jianfa		wudang_jianfa		wudang_jianfa		wudang_jianfa		wudang_jianfa		wudang_jianfa		wudang_jianfa		wudang_jianfa		T¨ng hiÖu qu¶ sö dông kiÕm	0		0	0	0		
Vâ §ang QuyÒn Ph¸p	±»¶¯¹¥»÷¸¨Öú	152	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_qf.spr				0	0	3	0	0	0	0	0	5	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\wudang.lua	earthskill_v	wudang_quanfa		wudang_quanfa		wudang_quanfa	manashield_p	wudang_quanfa		wudang_quanfa		wudang_quanfa		wudang_quanfa		wudang_quanfa		wudang_quanfa		wudang_quanfa		T¨ng hiÖu qu¶ ch­ëng ph¸p vâ ®ang	0		0	0	0		
Né L«I ChÝ	ÄÚ¹¦Ïµ¹¥»÷	153	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_01.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	400	0	0	0	5	1	24	1	1	1	11	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\wudang.lua	lightingdamage_v	nulei_zhi	skill_eventskilllevel	nulei_zhi	missle_speed_v	nulei_zhi	skill_attackradius	nulei_zhi	skill_cost_v	nulei_zhi	seriesdame	nulei_zhi	addskilldame1	nulei_zhi	addskilldame2	nulei_zhi		nulei_zhi		nulei_zhi		"Vâ ®ang chiªu thøc nhËp m«n, tÊn c«ng ®èi ph­¬ng ®¬n lÎ"	1		0	1	2		
Khong Can Ten 30		154		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_02.spr				0	0	3	0	0	0	0	0	5	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\wudang.lua	lightingres_p																					????????????¡è?¡ì??????????¡§???????????	0		0	0	0		
Th­îng H¶I Minh NguyÖt	Íâ¹¦Ïµ¹¥»÷	155	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_13.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	480	0	0	0	5	1	25	1	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	0	1	0	0	0		0					0	0	\script\skill\wudang.lua	physicsenhance_p	canghai_mingyue	lightingdamage_v	canghai_mingyue	skill_eventskilllevel	canghai_mingyue	missle_speed_v	canghai_mingyue	skill_attackradius	canghai_mingyue	skill_cost_v	canghai_mingyue	seriesdame	canghai_mingyue	addskilldame1	canghai_mingyue	addskilldame2	canghai_mingyue		canghai_mingyue		"KiÕm ph¸p nhËp m«n, tÊn c«ng kÎ ®Þch ®¬n lÎ"	0		1	0	2		
ThuËn D­¬ng T©m Ph¸p	±»¶¯ÊôÐÔ¼ÓÇ¿	156	41	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_11.spr				0	0	3	0	0	0	0	0	5	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\wudang.lua	manamax_p																					"Co b¶n néi c«ng, gia t¨ng néi lùc"	0		0	0	0		
