ID	STRING
10538	润娘：原来他也知道对不起我，唉，早知如此，何必当初！
10539	润娘：哼！武当派的武功果然不同凡响啊，连我几个最厉害的手下都被你打败了！道一老儿是你什么人？
10540	玩家：道一真人是晚辈的尊师，他要晚辈将这封信亲手交给您。
10541	润娘：道一老儿教出来的弟子倒有几分机敏，信呢？拿来我看！……原来他也知道对不起我，早知如此，何必当初！罢罢罢！你既是他的弟子，我也不再为难你。我也有一封信要交给道一，信就放在这个山洞里，有本事你就找到它吧！。
10542	系统：真糟糕！你不小心把掌门的书信给弄丢了，如果要继续任务，你必须有掌门的书信。
10543	润娘：瞧见了那五只白玉虎吗？有本事打败了它们，再来和我说话！
10544	系统：请重新回武当山找周云泉接任务。
10545	伏牛山<——>襄阳
10546	前途凶险，还是先回去锻炼一阵子吧。
10547	前途凶险，还是先回去锻炼一阵子吧。
10548	稻香村
10549	稻香村->扬州
10550	稻香村->襄阳
10551	茶店老板：喝茶有助于身心健康，客官需要来一盏么？
10552	车夫：要坐车么？
10553	车夫：外边可乱得很，象你这般弱不禁风，出了村闹出人命我可担不起。
10554	车夫：没得钱坐什么车！
10555	翠玉：人人都说扬州美，不知道是不是真的。
10556	当铺老板：需要当东西么？
10557	峨嵋锦衣尼：小师妹，又下山来玩？这次要我送你回山吗？
10558	峨嵋锦衣尼：贵派偏处云南，与本派从无来往，不知有何指教？
10559	峨嵋锦衣尼：你是蜀南唐门的人吗？本门乃是名门正派，从不与旁门左道之人交往。
10560	峨嵋锦衣尼：武林的邪魔歪道，人人得而诛之！
10561	峨嵋锦衣尼：贵帮帮主杨瑛乃是一位女中豪杰，贫尼素来仰慕，可惜一直缘悭一面。
10562	峨嵋锦衣尼：阿弥陀佛！原来是少林派的师兄，不知玄因大师近来是否康健？
10563	峨嵋锦衣尼：武当侠义，名满天下，贵派道一真人和本派掌门交情不浅，咱们两派可称得上是同气连枝啊！
10564	峨嵋锦衣尼：敝派与贵派素无往来，不知有何指教？
10565	峨嵋锦衣尼：贵教一直居心叵测，依附金国，对我大宋江山图谋不轨，我们正派武林与你们誓不两立！
10566	峨嵋锦衣尼：贵帮人多势大，豪气冲天，本派很愿意结交你们这些朋友！
10567	峨嵋锦衣尼：你已经在峨眉山叶冰痕师姐处接了本派的入门任务，但是尚未完成，你必须先通过茶琴书的考验，然后再闯钻天坡得到白玉如意。
10568	峨嵋锦衣尼：原来是师姐，不知近来可好？
10569	峨嵋锦衣尼：天下女子所创的门派中，以本派为第一。本派弟子均为女子，不仅武功高强，而且多才多艺，琴棋书画无所不精。有人说江湖是男人的世界，但是本派却能够与少林武当鼎立，因此武林中人无不敬本门弟子三分。
10570	峨嵋锦衣尼：这位妹妹原来是想入翠烟门，人各有志，我也不便勉强了。
10571	峨嵋锦衣尼：加入我们峨嵋派，大家都是好姊妹，相亲相爱，处处以本派利益为重，共同将本派发扬光大。
10572	峨嵋锦衣尼：你的根基尚未打好，尚需一段时日的磨练，不要操之过急。先去野外练一练，到了<color=Red>十级<color>再来找我吧。
10573	花花：你有没有看见我的弟弟小龙？我要他去买糖果，结果他去了很久也没回来，到处也找不着人，我都快急死了！
10574	花花：麻烦你帮我四处找找。
10575	花花：谢谢你帮我找到弟弟。
10576	花花：我弟弟小龙可调皮了。
10577	花花：麻烦你了！
10578	蒋丰：我才从战场那边过来，哎呀哎呀，死了好多人啊，这么打仗怎么的了啊。
10579	酒店老板：美酒啊，世上少有的美酒啊。
10580	客栈老板：我的客栈远近闻名，环境舒适，价格便宜。
10581	李秀才：世风日下，人心不古，丈夫欠了债要把老婆卖到妓院去，这世道啊……
10582	猎人：我最近的运气不错，不久前刚在蜀冈山上打死了一只吊睛斑斓猛虎，这虎骨可是名贵药材啊，你要的话，150两银子。
10583	猎人：这一带地区打猎的人里面，我称了第二就没人敢称第一！
10584	猎人：等有了银子再来找我吧！
10585	苏大妈：唉，我那个不听话的儿子啊，这可要我怎么办啊。
10586	玩家：这位大妈，发生了什么事情？
10587	玩家：苏大妈，我已经说服你儿子留在家里好好读书，你不要再担心了。
10588	苏大妈：太好了，老身不知该怎么感谢你，这几包金创药，你收下吧。
10589	玩家：大妈，我认为苏忠很有志气，他之所以想上战场，是为了杀敌报国，好男儿志在四方，你就让他去做自己想做的事吧。
10590	苏大妈：唉，儿子大了也留不住啊，既然他有那样的雄心壮志，我这个做娘的也不拦他了，多谢你让我了解了他的想法，这几包金创药，你收下吧。
10591	苏大妈：这年头，孤儿寡母的过日子不容易，一想到我那打仗时去世的相公，我就难过得只想哭啊，只希望儿子能够平平安安。
10592	苏大妈：唉，他本来在私塾念书好好的，最近却一直嚷着要参军打仗去，他到底在想些什么啊。
10593	玩家：你是苏忠么？你的娘很担心你啊。
10594	苏忠：我也不想让她担心，可是我已经决定去参军了。
10595	玩家：为什么呢？
10596	苏忠：多谢你的指点！
10597	苏忠：那就麻烦你劝劝我娘了！
10598	苏忠：我的爹死在金人的铁蹄下，这个仇我一辈子都不会忘记！
10599	苏忠：好男儿应当为国捐躯，现在国家正在危机重重之时，我怎么能够只顾着自己读书？
10600	玩家：可是你年纪还小，君子报仇，十年不晚，多学点本事，日后才能更好地杀敌啊！
10601	苏忠：……你说的也有道理。
10602	玩家：你明白就好，快些回到你的娘身边去吧，她很担心你。
10603	苏忠：好的，多谢指点。
10604	玩家：说得好，虽然你年纪小，志气却很大。
10605	苏忠：我想去参军，但就担心家里的娘，她不会让我去的。
10606	玩家：你放心，我去帮你劝服她。
10607	唐门侍卫：门主派你来是有什么吩咐吗？
10608	唐门侍卫：贵派对本门一直颇有微词，咱们两派虽然同在蜀地，却从来没有交往。
10609	唐门侍卫：本门行事虽然不拘常规，但是也不会欺负弱质女子。
10610	唐门侍卫：你是五毒教的人吗？本门与贵教素无来往，不知有何贵干？虽然听说贵教使毒下蛊的手段天下一流，但是本门却不怕，倘若贵教有什么企图，恐怕在本门的暗器底下也讨不了好去！
10611	唐门侍卫：贵帮远在洞庭，与本门好像没有什么交情吧？
10612	唐门侍卫：本门从不与那些所谓的名门正派交往。
10613	唐门侍卫：本门从不与那些所谓的名门正派交往。
10614	唐门侍卫：有何指教？
10615	唐门侍卫：你我既不是朋友，也不是敌人，不必套什么近乎！
10616	唐门侍卫：想不到一群叫化子也能闯出一番天地，本门还是很佩服的。
10617	唐门侍卫：你已经在竹海三关接了本门的入门任务，但是尚未完成，你必须拿到青、紫、白三柄竹杖，然后交给出口的同门。
10618	唐门侍卫：好久不见，出师以后有何奇遇啊，说来听听？
10619	唐门侍卫：本门雄踞川蜀，凭借暗器和火器独步武林，饮誉江湖达数百年之久。江湖中人谈本门而色变，可见本门的厉害！
10620	什么武林正道、民族大义，全都是狗屁！咱们只按照自己的牌理出牌，既不愿与那些所谓的名门正派结交，也不屑与邪魔歪道为伍。想加入本门可不是一件容易的事，存心不良的人咱们可不要！
10621	唐门侍卫：大好才华，却想入五毒教，着实可惜可叹。
10622	唐门侍卫：本门暗器功夫天下闻名，对机关陷阱也深有研究，你不想在这些方面一试身手吗？但是要记住，千万不可泄漏本门秘技！
10623	唐门侍卫：你的基础这么差，入了本门也难以有所作为，先去自己磨练磨练，到了<color=Red>十级<color>以后再来找我吧！
10624	唐叔：今年风调雨顺，上天还是保佑我们大宋的啊。
10625	天忍死士：峨嵋派如果能加入本教，整天对着这些天仙般的美人，可真的要乐死了！
10626	天忍死士：早就听说南国女子妖娆妩媚，如今亲眼一见，果然比我们北国的女子娇嫩。这样一个娇滴滴的美人儿，又何必舞刀弄剑呢？
10627	天忍死士：本教教主一直希望贵派能够加入我们这边，荣华富贵、高官厚禄，享用不尽啊！
10628	天忍死士：咱们天忍教和五毒教一北一南，已成合围之势，中原还不迟早是囊中之物？
10629	天忍死士：任何人也阻挡不了本教入主中原的宏图伟业！
10630	天忍死士：你们少林派的高手都已渐入老境，年轻后辈中好像没有什么人才，看来也是盛名之下、其实难负呀，哈哈哈哈！
10631	天忍死士：早就听说武当派内功剑术天下一流，有机会一定要请教请教！
10632	天忍死士：你们昆仑派称霸西域，一直就有逐鹿中原的野心，总有一日，本教会与你们在中原一决胜负的！
10633	天忍死士：有行动吗？
10634	天忍死士：你这个叫化子想混进来做奸细吗？
10635	天忍死士：你已经在总坛接了本教的入门任务，但是尚未完成，你必须上华山为本教夺得禹王剑。
10636	天忍死士：听说你出师以后，竟然混出了点名堂，真是士别三日，当刮目相看啊！
10637	天忍死士：本教信奉大金国的国教萨满教，教主乃是国师完颜宏烈，他性情狂傲，智谋过人，就连大金皇帝对他也礼让三分。本教高手无数，招募了大批金宋两国的高手，可谓藏龙卧虎。
10638	天忍死士：南朝昏庸，你们这些自命侠义道却还想为那赵老儿卖命，何苦呢。
10639	天忍死士：你想加入本教吗？
10640	天忍死士：本教弟子都是精英之辈，像你这样没有经过磨砺的新手，建议你先去野外练练，<color=Red>十级<color>以后再来找我。
10641	天忍死士：既加入本教，就要遵从教主号令。本教教规森严，优胜劣汰是本教的法则，你就用自己的实力来证明你的价值吧！
10642	天王弟子：枇杷丸啊，既然是救人的，那自然是义不容辞，虽然帮里的弟兄们也等着用，我就送你一颗吧。
10643	天王将领：敝帮帮主常常跟属下们提起贵派，对贵派掌门清晓师太一直都是十分敬慕的。
10644	天王将领：女人麻烦，漂亮的女人尤其麻烦，会武功的漂亮女人更是麻烦中的麻烦，贵派的人咱可不敢招惹！
10645	天王将领：学武之人应该光明磊落，我最讨厌那些使暗器、下毒药的见不得光的行径！
10646	天王将领：本帮虽然不迷信任何名门正派，但是也不屑与那些使蛊下毒之徒为伍！
10647	天王将领：少林功夫虽然号称武林正宗，但是我却不怎么服气，和尚好好念经才是正经，学什么人打架，实在有违清修之道。
10648	天王将领：传说贵派的道一真人武功深不可测，不知什么时候有机会见到。
10649	天王将领：贵派近年来发展神速，想必也不是浪得虚名，只是别把中原武林都看扁了！
10650	天王将领：咱们可不和金人打什么交道！
10651	天王将领：贵帮与本帮号称天下两大帮，有机会咱们要好好亲近亲近。
10652	天王将领：兄弟，要不要我送你回岛？
10653	天王将领：你已经在天王岛孙道领处接了本帮的入门任务，但是尚未完成，你需要去巴陵县酒馆买到美酒“蓬莱春”
10654	天王将领：好兄弟，咱们又见面了，别来可好？有机会咱哥俩再喝一杯！
10655	天王将领：本帮帮主杨瑛在江湖上赫赫有名，别看她是个女子，但是武艺高强，胆识过人，不让须眉，帮里的兄弟们都服她！
10656	本帮帮众遍布两湖，人多势大，天下无人敢小觑咱们！
10657	本帮既抗金兵、也反宋廷，兄弟们都是贫苦百姓出身，闯荡江湖也只是为了有条活路。哪个皇帝坐江山，跟咱们可没什么关系！
10658	天王将领：兄弟原来是想入少林派，日后也欢迎来天王帮作客。
10659	天王将领：你加入本帮，咱们就是一家兄弟啦，大伙有福同享，有难同当，轰轰烈烈地大干一场！
10660	天王将领：学武之人，谁没流过血、流过汗？怕苦可不行！先出村好好练一练，打好根基到了<color=Red>十级<color>再来找我。
10661	铁匠：我打出来的兵器，包君满意！
10662	王二嫂：呜呜，这要我怎么做人啊，相公怎么可以这么对我。
10663	王虎：老子卖自家老婆去窑子怎么了？老子打自家老婆又怎么了！就算当街打死了，也轮不到别人说话！
10664	武当道人：峨嵋女侠，小道这厢有礼了。令师清晓师太身体可好？
10665	武当道人：翠烟门的功夫小道是很佩服的，不知姑娘有何指教？。
10666	武当道人：贵派掌门虽然性格偏激、行事不循常理，但是为人耿直坦荡，倒也不失为一个真君子。
10667	武当道人：使蛊下毒的本领再高超，也终究是末流之计，登不了大雅之堂。
10668	武当道人：早就听说天王帮的兄弟们个个都是好汉，今日一见，果然是顶天立地的好男儿！
10669	武当道人：原来是少林派的小师父，不知有何指教？
10670	武当道人：我十分挂念师父，他老人家近来身体可好？
10671	武当道人：原来是昆仑派的朋友，不知远道而来，有何指教？
10672	武当道人：虽然是各为其主，但是金人虏我河山，欺我百姓，身为大宋子民，本派上下一定会力抗到底！
10673	武当道人：贵帮的何帮主与敝派掌门乃是忘年之交，贵帮有什么事，敝派一定会鼎立相助。
10674	武当道人：你已经在武当山小道童清风处接了本派的入门任务，但是尚未完成，你需要为他找回掉落在井里的木桶。
10675	武当道人：虽然你已出师下山，但是我们常常惦念你，你这一向可好？
10676	武当道人：天下武学，北宗少林，南崇武当，你想必听说过吧？
10677	本派武功讲究以静制动，以柔克刚，以短胜长，以慢击快、以意运气，以气运身，后发制人。冲虚恬淡，以无为胜有为，以无形胜有形，方是武学最高的境界。
10678	本派武功有“五不传”，即柔骨质脆、心险、好斗、狂酒、轻露者，不传。
10679	武当道人：哦，原来你想去昆仑学符法道术。
10680	武当道人：若加入本派需要收敛心性，专心修行，日后会有很多机会等着你，望你能善加对待。
10681	武当道人：学武之道，欲速则不达。你初入江湖，还是先好好历练历练吧！到了<color=Red>十级<color>以后再来找我
10682	玩家：小姑娘你怎么哭的这么伤心呀？
10683	小兰：爷爷的病犯了，可是家里已经没有钱买药了
10684	玩家：需要什么药呀？
10685	小兰：谢谢你，我爷爷的药以前都是找药店老板配的。
10686	小兰：真的太谢谢你了，我这里有一个戒指，请你一定要收下。
10687	系统：真糟糕！你不小心把麝香虎骨膏给弄丢了，如果要完成这个任务，你必须有麝香虎骨膏。
10688	我再找找/find
10689	找药店老板重新配药/redo
10690	小兰：谢谢你，我爷爷的药以前都是找药店老板配的。
10691	小兰：真谢谢你，有了药，爷爷的病一定会好起来的。
10692	小兰：爷爷年纪大了，身体又不好，我真希望自己也会医术，就能为爷爷治病了。
10693	小兰：我也不知道什么药，以前就是药店老板配好了给爷爷的。
10694	小兰：谢谢你，我爷爷的药以前都是找药店老板配的。
10695	系统：请重新找药店老板配药。
10696	玩家：你是小龙吧，你姐姐在找你呢，快点回去吧。
10697	小龙：我才不要回去呢，姐姐给我10两银子要我去买糖果，可是我把银子给弄丢了，她一定会骂我的。
10698	小龙：我四处找了好久，也找不到那10两银子，呜呜呜……
10699	玩家：小弟弟别着急，我送你10两银子吧。
10700	小龙：姐姐对我很好，不过我总是有点怕她。
10701	玩家：哎呀，我身上的钱不够，帮不了你。
10702	谢谢你，这条腰带是我在树林里拣到的，我用不上，送给你吧。
10703	行脚商人：要麝香吗？我这可是正宗名药，只要200两。
10704	行脚商人：当个走南闯北的行脚商人可不容易，看看我手里的货品，可都是市面上难以找到的好东西啊！
10705	行脚商人：等有了银子再来找我吧！
10706	杨婆婆：做女人难啊，看看王家媳妇，昨晚被打了半夜，都被折磨得不像人了。
10707	药店老板：小兰的爷爷是我的老顾客了，他需要的药是麝香虎骨膏，750两银子一副，如果你能弄到麝香和虎骨两种原料，我也可以免费帮你合药。
10708	喂喂，你身上带着其它更紧迫的任务呢，还到处乱跑？
10709	玩家：老板，我已经找齐了虎骨和麝香。
10710	药店老板：好，两样药材都有了，你等半个时辰后再来拿药
10711	药店老板：如果你能弄到麝香和虎骨两种原料，我也可以免费帮你合药。
10712	药店老板：人吃五谷杂粮，谁没个头疼脑热？药是少不了的——
10713	药店老板：没有钱可买不到药。
10714	药店老板：如果你能弄到麝香和虎骨两种原料，我也可以免费帮你合药。
10715	杂货店老板：南北货品，我这里应有尽有。
10716	武师：哦？虎子想学武？这小子平时挺爱闹的，看起来资质还不错，好，回去就告诉他爹，我收虎子这个徒弟了，乡里乡亲的，学费就不用了，过年过节送串腊肉得了。
10717	武师：外功功力越强你的抗打能力就越强，外功的修练是在江湖上安身立命的根本。接下来你去打沙袋，注意出手的时机。
10718	武师：你的修行还不够，耐下心来继续打木桩。
10719	武师：练拳不练功，到老一场空。等你有了足够的内功功力就能学会高深的武功了。你可以去打木人了。
10720	武师：你的修行还不够，耐下心来继续打沙袋。
10721	武师：现在我教你轻功，使用轻功可以快速逃离战场。
10722	武师：你的修行还不够，耐下心来继续打木人。
10723	武师：我已经没什么可教你的了，要记住勤学苦练，以后你可以随时来我这里练习。
10724	武师：拳谚有云：“外练筋骨皮，内练一口气”，又有“外练筋骨膜皮毛，内练意志精气神”之说，总之，习武必须内外兼修。年轻人，看你资质不错，不如跟我练上几手，入门学费只需纹银100两。
10725	武师：夏练三伏，冬练三九，练武之道，一天都不可懈怠啊！
10726	武师：习武之道要从基本功开始，先去那边打木桩吧。
10727	武师：凑够了银子再来学艺吧。
10728	武师：没有名师指点，犹如瞎子摸门，事倍功半，有可能一辈子都无法窥得武学真境。
10729	汴京<——>伏牛山
10730	汴京<——>天忍教
10731	汴京<——>少林派
10732	汴京<——>伏牛山
10733	汴京<——>宋金战场
10734	铁塔
10735	龙亭湖
10736	茶馆老板：宁做太平犬，莫为乱世人。兵荒马乱的，大家都没有心情来喝茶了。
10737	城门卫兵：你这家伙探头探脑的，难道是宋国的奸细？
10738	城门卫兵：上头有令，抓住奸细，格杀勿论！
10739	城门卫兵：临安的花花世界迟早都是咱们金人的，哈哈哈哈！
10740	城门卫兵：连汴京都已经落在了我们金人的手中，临安还不是指日可得？
10741	宠物店老板：我卖的宠物虽然价格不菲，但绝对物有所值！
10742	当铺老板：穷鬼一多，我这当铺的生意就好起来啦。
10743	当铺老板：穷鬼越倒霉，我这当铺就越发达，哈哈！
10744	赌场打手：这个赌场可是金人的地盘儿，谁要敢闹事，那是活得不耐烦了！
10745	赌场老板：那些金人每次来赌钱，输了都不认账，真是没有赌品！
10746	赌徒：老子的手气怎么这么背，赌一盘输一盘！老子已经输得倾家荡产了，只剩下这柄一文不值的断剑。
10747	玩家：断剑！老兄，你这把断剑卖不卖？
10748	赌徒：卖！当然卖！你别看这把剑模样不起眼，其实用来切切菜还是蛮不错的！你可真有眼光啊！
10749	玩家：你要多少钱？
10750	赌徒：不贵不贵，才五百两银子。
10751	玩家：什么？你简直是在敲诈嘛！
10752	赌徒：你看我已经穷得身无分文了，就算帮帮忙，让我用这五百两去翻本嘛！
10753	玩家：好吧，如果不是为了拿到羊皮书，我才不上你的当呢！
10754	赌徒：我没别的东西可卖了。
10755	赌徒：我已经好几天没吃没喝了，输光了家当，回到家里又被老婆打了出来。
10756	赌徒：原来也是个穷鬼，难道想骗我的宝剑不成？
10757	赌徒：在这个乱世里什么都靠不住，只有钱靠得住，快活一日算一日！
10758	如玉：公子是从哪里来的啊?要不要到酒楼喝点酒歇歇脚?
10759	如玉:姑娘看起来风尘仆仆,不如进去坐坐吧。
10760	春花：人人都说江南美，我觉得还是汴京最美。
10761	春花：这位姐姐，你去过江南么？听说那里风景如画？
10762	妓女：哼！什么是情？什么是意？全都是些骗人的东西！甜言蜜语有什么用？只有黄金白银才真正靠得住！大家都是你骗骗我，我骗骗你，哄得一时开心也就罢了，何必当真呢？
10763	妓女：那些金兵可真不是人……
10764	王夫人：哎哟，年青人好威风啊，早个20年我就想嫁给你了。
10765	王夫人：唉，我20年前也和姑娘你一样年轻貌美啊。
10766	酒保：上次有个书生在咱们这儿喝醉了酒，将金人骂了个狗血喷头，不想第二天就给抓进了监牢，咱们酒馆也连带着被封门了三天，所以老板立了规矩，不准来喝酒的人谈论国事。
10767	酒楼老板：客官要喝酒么？要喝酒可以，不过我得事先声明，我这儿开的是酒馆，只管喝酒，莫论国事，要论国事请另找别的地儿，省得给我找麻烦！
10768	客栈老板：如今这生意真不好做啊，打了几年仗，老百姓都不敢出门了，再这样下去，我这客栈恐怕就要关门大吉了。
10769	姬老板：我是准备来汴京作生意的，想不到昔日繁华的帝京如今竟变得如此凋敝，看来只得打消这个念头了。
10770	傅南冰：今朝有酒今朝醉，管他谁做天子谁称臣！
10771	孙秀才：在下对你实在是佩服得五体投地，请千万收下这柄断剑，勿要推辞。
10772	孙秀才：佩服！佩服！
10773	孙秀才：“国破山河在，城春草木深。感时花溅泪，恨别鸟惊心。”唉！可怜啊可怜！
10774	孙秀才：“烟笼寒水月笼沙，夜泊秦淮近酒家。商女不知亡国恨，隔江犹唱后庭花。”唉！可悲啊可悲！
10775	孙秀才：“秦时明月汉时关，万里长征人未还。但使龙城飞将在，不教胡马渡阴山！”唉！可叹啊可叹！
10776	孙秀才：“烟柳画桥，风帘翠幕，参差十万人家。……重湖叠巘清佳。有三秋桂子，十里荷花。”唉！可恨啊可恨！——如果不是因为这首词，金人恐怕也不会起兵南侵吧？
10777	孙秀才：小生有几个字谜，在冥思苦想不得其解，不知你猜不猜得出：“床前明月光”是个什么字？
10778	孙秀才：你第一个就没猜出来？
10779	孙秀才：嗯，第二个字谜：“有脚快如风 点火有声音 加水茶沏成 长草花将放”是什么字呢？
10780	孙秀才：非也非也！
10781	孙秀才：好，第三个：“不正只为晚节屈”又是个什么字？
10782	孙秀才：我觉得应该不是。
10783	孙秀才：那么请教第四个：“点点萤火照江边”又是个什么字？
10784	孙秀才：好像不对吧？
10785	孙秀才：最后一个字谜可就难猜啦：“庭前残月对映，影下雁阵一行”
10786	孙秀才：唉，最后终于还是功亏一篑！
10787	孙秀才：佩服！佩服！小生很乐意交你这个朋友，小生祖上曾经是习武之人，到小生这一辈弃武从文，唉，百无一用是书生啊！小生祖上留下一把断剑，反正我用不着，就送给你吧。
10788	玩家：这根银簪是城里的曲铁匠托我送给你的，他一直对你有情意，只是没有勇气表白，不知你……
10789	张寡妇：其实、其实我对他也早有好感，只是、只是我是一个寡妇，怎么好先开口呢？这个香囊是我亲手缝制的，麻烦你替我送给他，就、就算是信物吧。
10790	张寡妇：你这个人，怎么香囊也不拿人就不见了。
10791	张寡妇：多谢你替我和老曲牵线，要不然我真的就要孤老终死了！
10792	张寡妇：我男人前年得病死了，我独守空闺，真是度日如年啊。
10793	张寡妇：我听说，城北的方老太为她那从未谋面的丈夫活活守了三十年寡，这真是太可怕了！
10794	冬梅：看见我们家小海了吗？他不知又野到什么地方玩儿去了，你能帮我找找吗？
10795	冬梅：找到我们家小海了吗？
10796	玩家：小海在广场上玩儿呢，过会儿就回来。
10797	冬梅：太谢谢你了，我家小海长大后要是有你一半懂事就好了！我也没什么别的好东西，这把断剑是我们家用来塞墙缝的，看你是一个习武之人，就送给你吧。
10798	冬梅：小海他爹不在家，这孩子又不听话，唉！
10799	冬梅：看见我们家小海了吗？他不知又野到什么地方玩儿去了。
10800	冬梅：小海他爹不在家，里里外外全靠我，偏偏他还不听话！
10801	冬梅：现在时局不好，过日子真难啊！
10802	冬梅：太麻烦你了！
10803	冬梅：唉！这孩子真让人操心啊！
10804	刘员外：谁坐江山都一样，只要有安乐日子过就行。
10805	乞丐：赏几个小钱吧！
10806	乞丐：赏几个小钱吧！
10807	乞丐：赏几个小钱吧！
10808	乞丐：这把断剑虽然不值什么钱，但也是小叫花我一片心意，再推辞就是瞧不起我了。
10809	乞丐：看来你倒不是一个沽名钓誉的伪善之辈，好，小叫化交了你这个朋友。
10810	乞丐：看来你倒不是一个沽名钓誉的伪善之辈，好，小叫化交了你这个朋友。
10811	乞丐：大侠，有酒吗？求你赏我一口酒喝吧！我可以没饭吃，可不能没酒喝啊。
10812	乞丐：只给这么点啊？哼！这么小气！
10813	玩家：不好意思，我带的钱不够。
10814	乞丐：哼！别以为我是乞丐就好打发！
10815	玩家：我已经没钱啦。
10816	乞丐：你的涵养真是好啊，看来不是一个沽名钓誉的伪善之辈。好，小叫化交了你这个朋友，这把断剑就送给你吧。
10817	玩家：我也是心有余而力不足啊！
10818	乞丐：这世上为富不仁者真多啊！
10819	唐老爹：冰糖葫芦，又香又甜的冰糖葫芦！山楂的、草莓的、香蕉的、海棠的、核桃的，好吃的冰糖葫芦儿哟——
10820	陈三宝：这些都是上好的汝窑青瓷，您瞧瞧，这釉色如湖水晴空，灰而不暗，蓝而不浓，绿而不翠，釉质莹厚滋润，有玉石之感，这可是青瓷里面的上上品啊，宫里用的官窑也不过如此！
10821	辛大姑：瞧，多水灵的青菜，今儿一大早刚从地里采下来的，还带着露水呢！
10822	程大爷：咱汴京城的那座铁塔，可有些年头啦。那座塔是用琉璃砖盖成的，因其色如铁，所以老百姓都叫它“铁塔”。
10823	程大爷：如今这汴京被金人占了去，咱们的日子可苦啦。
10824	程大爷：皇上只顾自己在南边享福，哪会管我们这些老百姓的死活！
10825	云气茶：
10826	方老太：靖康那年的惨祸我这一辈子都忘不了，那年我才十八岁，刚刚订了亲，还未过门，未婚夫就被抓到战场上打仗去了，没想到这一去，他就再也没有回来，可怜我为他整整守了三十四年寡！
10827	玩家：小海乖，快点回家去吧，你娘正担心你呢！
10828	小海：哦，你告诉我娘，我再玩一会儿，很快就回去，叫她别担心。
10829	小海：我再玩一会儿，很快就回去。
10830	小海：我最爱吃唐老爹卖的冰糖葫芦了，可是娘不肯给我买，说吃多了会闹肚子。
10831	英子：我告诉你一个秘密。上次我和小伙伴去铁塔玩捉迷藏，在塔的最下面发现了一个大洞，如果藏在里面，谁也找不着。这是我们俩之间的小秘密，你别告诉别人，好吗？
10832	瘸子李：我这条腿是在战场上给金人打瘸的，就因为这条瘸腿，我到现在还没成亲，哪家的姑娘愿意嫁给一个瘸子呢？
10833	白公子：那些金兵飞扬跋扈，咱们老百姓是敢怒不敢言啊！
10834	孔全：想当年，咱汴京老城作为大宋的都城，曾经鼎盛一时，多么的风光，人人都说“汴京富丽天下无”，还把咱汴京和苏杭并称人间天堂呢！可如今，那种盛景是一去不复返了！唉！
10835	孟旭：朝廷只知道偏安一隅，任凭这大好河山给金人白白占了去！
10836	李祖德：莫谈国事！莫谈国事！
10837	船夫：九曲黄河九道弯，一道弯来一道坎，咱们这些在风口浪尖上讨生活的人，不知道跑了这趟还有没有下趟！你要去哪儿？
10838	船夫：没银子可哪里也去不了！
10839	船夫：今儿个逆水行船，又遇上顶头风，看来待会光摇橹是不成了，恐怕得上岸拉纤才行。你要去哪儿？
10840	船夫：没银子可哪里也去不了！
10841	船夫：咱们船夫祖祖辈辈都靠这黄河为生，生在黄河边，也死在黄河边，这就是咱们船夫的命！你要去哪儿？
10842	船夫：没银子可哪里也去不了！
10843	马贩子：我的马高高大大，脚力又好，可以一口气跑一天一夜不休息，绝对是物超所值，买一匹吧！
10844	乞丐：好人会有好报的。
10845	乞丐：多谢好心人，想不想学点有趣的玩意儿？
10846	玩家：什么有趣玩意儿？
10847	乞丐：就是如此...这般......
10848	玩家：我现在正好没带零花钱啊。
10849	乞丐：没有同情心的人，菩萨不会保佑你的。
10850	钱庄老板：我这家钱庄可是老字号了，存贷自由，从不骗人。
10851	曲铁匠：我今年三十了，还没有娶上媳妇，唉，为什么没有人喜欢我呢？不瞒你说，其实我挺喜欢城东的张寡妇，但是我一直不敢向她表白，我怕她讨厌我。
10852	曲铁匠：太麻烦你了，银簪替我送到了吗？
10853	曲铁匠：你不拿银簪就跑掉，到底有没有心帮我啊？
10854	玩家：其实张寡妇对你也有好感，这是她回送给你的香囊。
10855	曲铁匠：太谢谢你了，如果没有你，我们不知要等多久才能明白对方的心意。我有一把断剑，虽然不值什么钱，但却是我们家祖传的，就送给你作为谢礼吧。
10856	曲铁匠：多谢你撮合我和张寡妇的姻缘，要不要看看我这儿的兵刃？
10857	曲铁匠：虽说你施恩不望报，但你帮了我这么大个忙，这柄断剑请无论如何也要收下。
10858	曲铁匠：多谢你撮合我和张寡妇的姻缘，要不要看看我这儿的兵刃？
10859	曲铁匠：以前我这铁匠铺的生意可红火了，多少名士侠客都到我这儿定制兵刃，现如今……不说也罢！要不要看看我这儿的兵刃？
10860	曲铁匠：那太麻烦你了，这根银簪是我亲手打制的，你帮我送给她，如果她接受，就表明她的心里也有我。
10861	王铁匠：清货大甩卖，随便看看吧——
10862	大渡禅师：方外之人，原本应该四大皆空，不论国事，可是眼看江山凋敝，生灵涂炭，世人苦难良多，教人怎不痛心疾首？
10863	衙门卫兵：任何人只要说出对大金国不敬的言辞，就立刻抓起来！
10864	衙门卫兵：这城中的老百姓早就对我们金人俯首称臣，难道你想闹事不成？
10865	药店老板：我这儿什么药都有，养身健体的、治病消灾的、延年益寿的、补血提气的，您要买什么药？
