Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	TypeItem	GroupItem	Level	Series	Type1	Min1	Max1	Type2	Min2	Max2	Type3	Min3	Max3	Type4	Min4	Max4	Type5	Min5	Max5	Type6	Min6	Max6
H¸m Thiªn Uy Vò Thóc Yªu §¸i	0	6	8	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	4	0	30	160	160	31	500	500																36	90	32	135	39	1							1	10	10	4	85	120	200	106	40	50	1029	1	3	102	25	30	108	50	80	1036	1	3
H¸m Thiªn Uy Vò Thóc Yªu §¸i	0	6	8	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	5	0	30	160	160	31	500	500																36	90	32	135	39	1							1	10	10	4	85	120	200	106	40	50	1029	1	3	102	25	30	108	50	80	1036	1	3
H¸m Thiªn Uy Vò Thóc Yªu §¸i	0	6	8	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	6	0	30	160	160	31	500	500																36	90	32	135	39	1							1	10	10	4	85	120	200	106	40	50	1029	1	3	102	25	30	108	50	80	1036	1	3
H¸m Thiªn Uy Vò Thóc Yªu §¸i	0	6	8	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	7	0	30	160	160	31	500	500																36	90	32	135	39	1							1	10	10	4	85	120	200	106	40	50	1029	1	3	102	25	30	108	50	80	1036	1	3
H¸m Thiªn Uy Vò Thóc Yªu §¸i	0	6	8	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	8	0	30	160	160	31	500	500																36	90	32	135	39	1							1	10	10	4	85	120	200	106	40	50	1029	1	3	102	25	30	108	50	80	1036	1	3
H¸m Thiªn Uy Vò Thóc Yªu §¸i	0	6	8	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	9	0	30	160	160	31	500	500																36	90	32	135	39	1							1	10	10	4	85	120	200	106	40	50	1029	1	3	102	25	30	108	50	80	1036	1	3
H¸m Thiªn Uy Vò Thóc Yªu §¸i	0	6	8	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	10	0	30	160	160	31	500	500																36	90	32	135	39	1							1	10	10	4	85	120	200	106	40	50	1029	1	3	102	25	30	108	50	80	1036	1	3
Ngù Long Thiªn M«n Thóc Yªu Hoµn 	0	6	9	\spr\item\equip\sash\obj-sash18.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	1	0	30	160	160	31	500	500																36	90	32	135	39	1							1	11	10	4	85	120	120	106	40	40	1034	1	1	102	25	25	108	50	50	1036	1	1
Ngù Long Thiªn M«n Thóc Yªu Hoµn 	0	6	9	\spr\item\equip\sash\obj-sash18.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	2	0	30	160	160	31	500	500																36	90	32	135	39	1							1	11	10	4	85	120	200	106	40	50	1034	1	3	102	25	30	108	50	80	1036	1	3
Ngù Long Thiªn M«n Thóc Yªu Hoµn 	0	6	9	\spr\item\equip\sash\obj-sash18.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	3	0	30	160	160	31	500	500																36	90	32	135	39	1							1	11	10	4	85	120	200	106	40	50	1034	1	3	102	25	30	108	50	80	1036	1	3
Ngù Long Thiªn M«n Thóc Yªu Hoµn 	0	6	9	\spr\item\equip\sash\obj-sash18.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	4	0	30	160	160	31	500	500																36	90	32	135	39	1							1	11	10	4	85	120	200	106	40	50	1034	1	3	102	25	30	108	50	80	1036	1	3
Ngù Long Thiªn M«n Thóc Yªu Hoµn 	0	6	9	\spr\item\equip\sash\obj-sash18.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	5	0	30	160	160	31	500	500																36	90	32	135	39	1							1	11	10	4	85	120	200	106	40	50	1034	1	3	102	25	30	108	50	80	1036	1	3
Ngù Long Thiªn M«n Thóc Yªu Hoµn 	0	6	9	\spr\item\equip\sash\obj-sash18.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	6	0	30	160	160	31	500	500																36	90	32	135	39	1							1	11	10	4	85	120	200	106	40	50	1034	1	3	102	25	30	108	50	80	1036	1	3
Ngù Long Thiªn M«n Thóc Yªu Hoµn 	0	6	9	\spr\item\equip\sash\obj-sash18.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	7	0	30	160	160	31	500	500																36	90	32	135	39	1							1	11	10	4	85	120	200	106	40	50	1034	1	3	102	25	30	108	50	80	1036	1	3
Ngù Long Thiªn M«n Thóc Yªu Hoµn 	0	6	9	\spr\item\equip\sash\obj-sash18.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	8	0	30	160	160	31	500	500																36	90	32	135	39	1							1	11	10	4	85	120	200	106	40	50	1034	1	3	102	25	30	108	50	80	1036	1	3
Ngù Long Thiªn M«n Thóc Yªu Hoµn 	0	6	9	\spr\item\equip\sash\obj-sash18.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	9	0	30	160	160	31	500	500																36	90	32	135	39	1							1	11	10	4	85	120	200	106	40	50	1034	1	3	102	25	30	108	50	80	1036	1	3
Ngù Long Thiªn M«n Thóc Yªu Hoµn 	0	6	9	\spr\item\equip\sash\obj-sash18.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	10	0	30	160	160	31	500	500																36	90	32	135	39	1							1	11	10	4	85	120	200	106	40	50	1034	1	3	102	25	30	108	50	80	1036	1	3
B¨ng Hµn T©m TiÔn Yªu KhÊu 	0	6	10	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	1	0	30	160	160	31	500	500																36	90	32	90	33	110	39	2					1	13	10	3	85	200	200	106	40	40	1043	1	1	104	25	25	89	120	120	110	30	30
B¨ng Hµn T©m TiÔn Yªu KhÊu 	0	6	10	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	2	0	30	160	160	31	500	500																36	90	32	90	33	110	39	2					1	13	10	3	85	200	300	106	40	50	1043	1	3	104	25	30	89	120	200	110	30	50
B¨ng Hµn T©m TiÔn Yªu KhÊu 	0	6	10	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	3	0	30	160	160	31	500	500																36	90	32	90	33	110	39	2					1	13	10	3	85	200	300	106	40	50	1043	1	3	104	25	30	89	120	200	110	30	50
B¨ng Hµn T©m TiÔn Yªu KhÊu 	0	6	10	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	4	0	30	160	160	31	500	500																36	90	32	90	33	110	39	2					1	13	10	3	85	200	300	106	40	50	1043	1	3	104	25	30	89	120	200	110	30	50
B¨ng Hµn T©m TiÔn Yªu KhÊu 	0	6	10	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	5	0	30	160	160	31	500	500																36	90	32	90	33	110	39	2					1	13	10	3	85	200	300	106	40	50	1043	1	3	104	25	30	89	120	200	110	30	50
B¨ng Hµn T©m TiÔn Yªu KhÊu 	0	6	10	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	6	0	30	160	160	31	500	500																36	90	32	90	33	110	39	2					1	13	10	3	85	200	300	106	40	50	1043	1	3	104	25	30	89	120	200	110	30	50
B¨ng Hµn T©m TiÔn Yªu KhÊu 	0	6	10	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	7	0	30	160	160	31	500	500																36	90	32	90	33	110	39	2					1	13	10	3	85	200	300	106	40	50	1043	1	3	104	25	30	89	120	200	110	30	50
B¨ng Hµn T©m TiÔn Yªu KhÊu 	0	6	10	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	8	0	30	160	160	31	500	500																36	90	32	90	33	110	39	2					1	13	10	3	85	200	300	106	40	50	1043	1	3	104	25	30	89	120	200	110	30	50
B¨ng Hµn T©m TiÔn Yªu KhÊu 	0	6	10	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	9	0	30	160	160	31	500	500																36	90	32	90	33	110	39	2					1	13	10	3	85	200	300	106	40	50	1043	1	3	104	25	30	89	120	200	110	30	50
B¨ng Hµn T©m TiÔn Yªu KhÊu 	0	6	10	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	10	0	30	160	160	31	500	500																36	90	32	90	33	110	39	2					1	13	10	3	85	200	300	106	40	50	1043	1	3	104	25	30	89	120	200	110	30	50
S©m Hoµng Hån Gi¶o Yªu Thóc 	0	6	11	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	1	0	30	160	160	31	500	500																36	90	32	90	33	110	39	2					1	14	10	3	85	200	200	106	40	40	1047	1	1	104	25	25	89	120	120	110	30	30
S©m Hoµng Hån Gi¶o Yªu Thóc 	0	6	11	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	2	0	30	160	160	31	500	500																36	90	32	90	33	110	39	2					1	14	10	3	85	200	300	106	40	50	1047	1	3	104	25	30	89	120	200	110	30	50
S©m Hoµng Hån Gi¶o Yªu Thóc 	0	6	11	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	3	0	30	160	160	31	500	500																36	90	32	90	33	110	39	2					1	14	10	3	85	200	300	106	40	50	1047	1	3	104	25	30	89	120	200	110	30	50
S©m Hoµng Hån Gi¶o Yªu Thóc 	0	6	11	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	4	0	30	160	160	31	500	500																36	90	32	90	33	110	39	2					1	14	10	3	85	200	300	106	40	50	1047	1	3	104	25	30	89	120	200	110	30	50
S©m Hoµng Hån Gi¶o Yªu Thóc 	0	6	11	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	5	0	30	160	160	31	500	500																36	90	32	90	33	110	39	2					1	14	10	3	85	200	300	106	40	50	1047	1	3	104	25	30	89	120	200	110	30	50
S©m Hoµng Hån Gi¶o Yªu Thóc 	0	6	11	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	6	0	30	160	160	31	500	500																36	90	32	90	33	110	39	2					1	14	10	3	85	200	300	106	40	50	1047	1	3	104	25	30	89	120	200	110	30	50
S©m Hoµng Hån Gi¶o Yªu Thóc 	0	6	11	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	7	0	30	160	160	31	500	500																36	90	32	90	33	110	39	2					1	14	10	3	85	200	300	106	40	50	1047	1	3	104	25	30	89	120	200	110	30	50
S©m Hoµng Hån Gi¶o Yªu Thóc 	0	6	11	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	8	0	30	160	160	31	500	500																36	90	32	90	33	110	39	2					1	14	10	3	85	200	300	106	40	50	1047	1	3	104	25	30	89	120	200	110	30	50
S©m Hoµng Hån Gi¶o Yªu Thóc 	0	6	11	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	9	0	30	160	160	31	500	500																36	90	32	90	33	110	39	2					1	14	10	3	85	200	300	106	40	50	1047	1	3	104	25	30	89	120	200	110	30	50
S©m Hoµng Hån Gi¶o Yªu Thóc 	0	6	11	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	10	0	30	160	160	31	500	500																36	90	32	90	33	110	39	2					1	14	10	3	85	200	300	106	40	50	1047	1	3	104	25	30	89	120	200	110	30	50
Thiªn Quang S©m La Thóc §¸i 	0	6	12	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	1	0	30	111	111	31	500	500																36	90	32	90	33	110	39	2					1	15	10	3	85	120	120	106	40	40	1054	1	1	104	25	25	89	120	120	146	3	3
Thiªn Quang S©m La Thóc §¸i 	0	6	12	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	2	0	30	111	111	31	500	500																36	90	32	90	33	110	39	2					1	15	10	3	85	120	200	106	40	50	1054	1	3	104	25	30	89	120	200	146	3	5
Thiªn Quang S©m La Thóc §¸i 	0	6	12	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	3	0	30	111	111	31	500	500																36	90	32	90	33	110	39	2					1	15	10	3	85	120	200	106	40	50	1054	1	3	104	25	30	89	120	200	146	3	5
Thiªn Quang S©m La Thóc §¸i 	0	6	12	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	4	0	30	111	111	31	500	500																36	90	32	90	33	110	39	2					1	15	10	3	85	120	200	106	40	50	1054	1	3	104	25	30	89	120	200	146	3	5
Thiªn Quang S©m La Thóc §¸i 	0	6	12	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	5	0	30	111	111	31	500	500																36	90	32	90	33	110	39	2					1	15	10	3	85	120	200	106	40	50	1054	1	3	104	25	30	89	120	200	146	3	5
Thiªn Quang S©m La Thóc §¸i 	0	6	12	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	6	0	30	111	111	31	500	500																36	90	32	90	33	110	39	2					1	15	10	3	85	120	200	106	40	50	1054	1	3	104	25	30	89	120	200	146	3	5
Thiªn Quang S©m La Thóc §¸i 	0	6	12	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	7	0	30	111	111	31	500	500																36	90	32	90	33	110	39	2					1	15	10	3	85	120	200	106	40	50	1054	1	3	104	25	30	89	120	200	146	3	5
Thiªn Quang S©m La Thóc §¸i 	0	6	12	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	8	0	30	111	111	31	500	500																36	90	32	90	33	110	39	2					1	15	10	3	85	120	200	106	40	50	1054	1	3	104	25	30	89	120	200	146	3	5
Thiªn Quang S©m La Thóc §¸i 	0	6	12	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	9	0	30	111	111	31	500	500																36	90	32	90	33	110	39	2					1	15	10	3	85	120	200	106	40	50	1054	1	3	104	25	30	89	120	200	146	3	5
Thiªn Quang S©m La Thóc §¸i 	0	6	12	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	10	0	30	111	111	31	500	500																36	90	32	90	33	110	39	2					1	15	10	3	85	120	200	106	40	50	1054	1	3	104	25	30	89	120	200	146	3	5
U Lung Thanh Ng« TriÒn Yªu 	0	6	13	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	1	0	30	140	140	31	500	500																36	90	32	110	39	3							1	17	10	0	85	120	120	106	40	40	1063	1	1	104	25	25	89	120	120	110	30	30
U Lung Thanh Ng« TriÒn Yªu 	0	6	13	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	2	0	30	140	140	31	500	500																36	90	32	110	39	3							1	17	10	0	85	120	200	106	40	50	1063	1	3	104	25	30	89	120	200	110	30	50
U Lung Thanh Ng« TriÒn Yªu 	0	6	13	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	3	0	30	140	140	31	500	500																36	90	32	110	39	3							1	17	10	0	85	120	200	106	40	50	1063	1	3	104	25	30	89	120	200	110	30	50
U Lung Thanh Ng« TriÒn Yªu 	0	6	13	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	4	0	30	140	140	31	500	500																36	90	32	110	39	3							1	17	10	0	85	120	200	106	40	50	1063	1	3	104	25	30	89	120	200	110	30	50
U Lung Thanh Ng« TriÒn Yªu 	0	6	13	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	5	0	30	140	140	31	500	500																36	90	32	110	39	3							1	17	10	0	85	120	200	106	40	50	1063	1	3	104	25	30	89	120	200	110	30	50
U Lung Thanh Ng« TriÒn Yªu 	0	6	13	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	6	0	30	140	140	31	500	500																36	90	32	110	39	3							1	17	10	0	85	120	200	106	40	50	1063	1	3	104	25	30	89	120	200	110	30	50
U Lung Thanh Ng« TriÒn Yªu 	0	6	13	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	7	0	30	140	140	31	500	500																36	90	32	110	39	3							1	17	10	0	85	120	200	106	40	50	1063	1	3	104	25	30	89	120	200	110	30	50
U Lung Thanh Ng« TriÒn Yªu 	0	6	13	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	8	0	30	140	140	31	500	500																36	90	32	110	39	3							1	17	10	0	85	120	200	106	40	50	1063	1	3	104	25	30	89	120	200	110	30	50
U Lung Thanh Ng« TriÒn Yªu 	0	6	13	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	9	0	30	140	140	31	500	500																36	90	32	110	39	3							1	17	10	0	85	120	200	106	40	50	1063	1	3	104	25	30	89	120	200	110	30	50
U Lung Thanh Ng« TriÒn Yªu 	0	6	13	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	10	0	30	140	140	31	500	500																36	90	32	110	39	3							1	17	10	0	85	120	200	106	40	50	1063	1	3	104	25	30	89	120	200	110	30	50
V« Gian PhÊt V©n Ti §¸i	0	6	14	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	1	0	30	160	160	31	500	500																36	90	32	135	39	4							1	19	10	3	85	200	200	106	40	40	1085	1	1	104	25	25	89	120	120	146	3	3
V« Gian PhÊt V©n Ti §¸i	0	6	14	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	2	0	30	160	160	31	500	500																36	90	32	135	39	4							1	19	10	3	85	200	300	106	40	50	1085	1	3	104	25	30	89	120	200	146	3	5
V« Gian PhÊt V©n Ti §¸i	0	6	14	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	3	0	30	160	160	31	500	500																36	90	32	135	39	4							1	19	10	3	85	200	300	106	40	50	1085	1	3	104	25	30	89	120	200	146	3	5
V« Gian PhÊt V©n Ti §¸i	0	6	14	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	4	0	30	160	160	31	500	500																36	90	32	135	39	4							1	19	10	3	85	200	300	106	40	50	1085	1	3	104	25	30	89	120	200	146	3	5
V« Gian PhÊt V©n Ti §¸i	0	6	14	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	5	0	30	160	160	31	500	500																36	90	32	135	39	4							1	19	10	3	85	200	300	106	40	50	1085	1	3	104	25	30	89	120	200	146	3	5
V« Gian PhÊt V©n Ti §¸i	0	6	14	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	6	0	30	160	160	31	500	500																36	90	32	135	39	4							1	19	10	3	85	200	300	106	40	50	1085	1	3	104	25	30	89	120	200	146	3	5
V« Gian PhÊt V©n Ti §¸i	0	6	14	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	7	0	30	160	160	31	500	500																36	90	32	135	39	4							1	19	10	3	85	200	300	106	40	50	1085	1	3	104	25	30	89	120	200	146	3	5
V« Gian PhÊt V©n Ti §¸i	0	6	14	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	8	0	30	160	160	31	500	500																36	90	32	135	39	4							1	19	10	3	85	200	300	106	40	50	1085	1	3	104	25	30	89	120	200	146	3	5
V« Gian PhÊt V©n Ti §¸i	0	6	14	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	9	0	30	160	160	31	500	500																36	90	32	135	39	4							1	19	10	3	85	200	300	106	40	50	1085	1	3	104	25	30	89	120	200	146	3	5
V« Gian PhÊt V©n Ti §¸i	0	6	14	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	10	0	30	160	160	31	500	500																36	90	32	135	39	4							1	19	10	3	85	200	300	106	40	50	1085	1	3	104	25	30	89	120	200	146	3	5
Tª Hoµng B¨ng TuyÕt B¹ch V©n Thóc §¸i 	0	6	15	\spr\item\equip\sash\obj-sash07.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	1	0	30	160	160	31	500	500																36	90	32	135	39	5							1	22	10	3	85	120	120	106	40	40	1099	1	1	104	25	25	89	120	120	146	5	5
Tª Hoµng B¨ng TuyÕt B¹ch V©n Thóc §¸i 	0	6	15	\spr\item\equip\sash\obj-sash07.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	2	0	30	160	160	31	500	500																36	90	32	135	39	5							1	22	10	3	85	120	200	106	40	50	1099	1	3	104	25	30	89	120	200	146	5	8
Tª Hoµng B¨ng TuyÕt B¹ch V©n Thóc §¸i 	0	6	15	\spr\item\equip\sash\obj-sash07.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	3	0	30	160	160	31	500	500																36	90	32	135	39	5							1	22	10	3	85	120	200	106	40	50	1099	1	3	104	25	30	89	120	200	146	5	8
Tª Hoµng B¨ng TuyÕt B¹ch V©n Thóc §¸i 	0	6	15	\spr\item\equip\sash\obj-sash07.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	4	0	30	160	160	31	500	500																36	90	32	135	39	5							1	22	10	3	85	120	200	106	40	50	1099	1	3	104	25	30	89	120	200	146	5	8
Tª Hoµng B¨ng TuyÕt B¹ch V©n Thóc §¸i 	0	6	15	\spr\item\equip\sash\obj-sash07.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	5	0	30	160	160	31	500	500																36	90	32	135	39	5							1	22	10	3	85	120	200	106	40	50	1099	1	3	104	25	30	89	120	200	146	5	8
Tª Hoµng B¨ng TuyÕt B¹ch V©n Thóc §¸i 	0	6	15	\spr\item\equip\sash\obj-sash07.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	6	0	30	160	160	31	500	500																36	90	32	135	39	5							1	22	10	3	85	120	200	106	40	50	1099	1	3	104	25	30	89	120	200	146	5	8
Tª Hoµng B¨ng TuyÕt B¹ch V©n Thóc §¸i 	0	6	15	\spr\item\equip\sash\obj-sash07.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	7	0	30	160	160	31	500	500																36	90	32	135	39	5							1	22	10	3	85	120	200	106	40	50	1099	1	3	104	25	30	89	120	200	146	5	8
Tª Hoµng B¨ng TuyÕt B¹ch V©n Thóc §¸i 	0	6	15	\spr\item\equip\sash\obj-sash07.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	8	0	30	160	160	31	500	500																36	90	32	135	39	5							1	22	10	3	85	120	200	106	40	50	1099	1	3	104	25	30	89	120	200	146	5	8
Tª Hoµng B¨ng TuyÕt B¹ch V©n Thóc §¸i 	0	6	15	\spr\item\equip\sash\obj-sash07.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	9	0	30	160	160	31	500	500																36	90	32	135	39	5							1	22	10	3	85	120	200	106	40	50	1099	1	3	104	25	30	89	120	200	146	5	8
Tª Hoµng B¨ng TuyÕt B¹ch V©n Thóc §¸i 	0	6	15	\spr\item\equip\sash\obj-sash07.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	10	0	30	160	160	31	500	500																36	90	32	135	39	5							1	22	10	3	85	120	200	106	40	50	1099	1	3	104	25	30	89	120	200	146	5	8
BÝch H¶i Hång Linh Kim Ti §¸i	0	6	16	\spr\item\equip\sash\obj-sash06.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	1	0	30	140	140	31	500	500																36	90	32	110	39	5							1	23	10	4	85	120	120	106	40	40	1102	1	1	103	30	30	89	200	200	1378	1	1
BÝch H¶i Hång Linh Kim Ti §¸i	0	6	16	\spr\item\equip\sash\obj-sash06.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	2	0	30	140	140	31	500	500																36	90	32	110	39	5							1	23	10	4	85	120	200	106	40	50	1102	1	3	103	30	35	89	200	300	1378	1	3
BÝch H¶i Hång Linh Kim Ti §¸i	0	6	16	\spr\item\equip\sash\obj-sash06.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	3	0	30	140	140	31	500	500																36	90	32	110	39	5							1	23	10	4	85	120	200	106	40	50	1102	1	3	103	30	35	89	200	300	1378	1	3
BÝch H¶i Hång Linh Kim Ti §¸i	0	6	16	\spr\item\equip\sash\obj-sash06.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	4	0	30	140	140	31	500	500																36	90	32	110	39	5							1	23	10	4	85	120	200	106	40	50	1102	1	3	103	30	35	89	200	300	1378	1	3
BÝch H¶i Hång Linh Kim Ti §¸i	0	6	16	\spr\item\equip\sash\obj-sash06.spr	33	2	1	Trang bÞ Hoµng Kim	0	20000	5	0	30	140	140	31	500	500																36	90	32	110	39	5							1	23	10	4	85	120	200	106	40	50	1102	1	3	103	30	35	89	200	300	1378	1	3
