Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	TypeItem	GroupItem	Level	Series	Type1	Min1	Max1	Type2	Min2	Max2	Type3	Min3	Max3	Type4	Min4	Max4	Type5	Min5	Max5	Type6	Min6	Max6
§Þa Ph¸ch KhÊu T©m Tr¹c 	0	8	8	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	5	0	30	111	111	31	500	500																36	90	32	90	39	2							1	12	10	2	85	200	300	106	40	50	1436	1	3	104	25	30	89	120	200	110	30	50
§Þa Ph¸ch KhÊu T©m Tr¹c 	0	8	8	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	6	0	30	111	111	31	500	500																36	90	32	90	39	2							1	12	10	2	85	200	300	106	40	50	1436	1	3	104	25	30	89	120	200	110	30	50
§Þa Ph¸ch KhÊu T©m Tr¹c 	0	8	8	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	7	0	30	111	111	31	500	500																36	90	32	90	39	2							1	12	10	2	85	200	300	106	40	50	1436	1	3	104	25	30	89	120	200	110	30	50
§Þa Ph¸ch KhÊu T©m Tr¹c 	0	8	8	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	8	0	30	111	111	31	500	500																36	90	32	90	39	2							1	12	10	2	85	200	300	106	40	50	1436	1	3	104	25	30	89	120	200	110	30	50
§Þa Ph¸ch KhÊu T©m Tr¹c 	0	8	8	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	9	0	30	111	111	31	500	500																36	90	32	90	39	2							1	12	10	2	85	200	300	106	40	50	1436	1	3	104	25	30	89	120	200	110	30	50
§Þa Ph¸ch KhÊu T©m Tr¹c 	0	8	8	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	10	0	30	111	111	31	500	500																36	90	32	90	39	2							1	12	10	2	85	200	300	106	40	50	1436	1	3	104	25	30	89	120	200	110	30	50
Thiªn Quang Song B¹o Hµn ThiÕt Tr¹c 	0	8	9	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	1	0	30	135	135	31	500	500																36	90	32	75	33	90	39	2					1	15	10	1	85	120	120	1302	1	1	106	40	40	104	25	25	89	120	120	1058	1	1
Thiªn Quang Song B¹o Hµn ThiÕt Tr¹c 	0	8	9	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	2	0	30	135	135	31	500	500																36	90	32	75	33	90	39	2					1	15	10	1	85	120	200	1302	1	3	106	40	50	104	25	30	89	120	200	1058	1	3
Thiªn Quang Song B¹o Hµn ThiÕt Tr¹c 	0	8	9	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	3	0	30	135	135	31	500	500																36	90	32	75	33	90	39	2					1	15	10	1	85	120	200	1302	1	3	106	40	50	104	25	30	89	120	200	1058	1	3
Thiªn Quang Song B¹o Hµn ThiÕt Tr¹c 	0	8	9	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	4	0	30	135	135	31	500	500																36	90	32	75	33	90	39	2					1	15	10	1	85	120	200	1302	1	3	106	40	50	104	25	30	89	120	200	1058	1	3
Thiªn Quang Song B¹o Hµn ThiÕt Tr¹c 	0	8	9	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	5	0	30	135	135	31	500	500																36	90	32	75	33	90	39	2					1	15	10	1	85	120	200	1302	1	3	106	40	50	104	25	30	89	120	200	1058	1	3
Thiªn Quang Song B¹o Hµn ThiÕt Tr¹c 	0	8	9	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	6	0	30	135	135	31	500	500																36	90	32	75	33	90	39	2					1	15	10	1	85	120	200	1302	1	3	106	40	50	104	25	30	89	120	200	1058	1	3
Thiªn Quang Song B¹o Hµn ThiÕt Tr¹c 	0	8	9	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	7	0	30	135	135	31	500	500																36	90	32	75	33	90	39	2					1	15	10	1	85	120	200	1302	1	3	106	40	50	104	25	30	89	120	200	1058	1	3
Thiªn Quang Song B¹o Hµn ThiÕt Tr¹c 	0	8	9	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	8	0	30	135	135	31	500	500																36	90	32	75	33	90	39	2					1	15	10	1	85	120	200	1302	1	3	106	40	50	104	25	30	89	120	200	1058	1	3
Thiªn Quang Song B¹o Hµn ThiÕt Tr¹c 	0	8	9	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	9	0	30	135	135	31	500	500																36	90	32	75	33	90	39	2					1	15	10	1	85	120	200	1302	1	3	106	40	50	104	25	30	89	120	200	1058	1	3
Thiªn Quang Song B¹o Hµn ThiÕt Tr¹c 	0	8	9	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	10	0	30	135	135	31	500	500																36	90	32	75	33	90	39	2					1	15	10	1	85	120	200	1302	1	3	106	40	50	104	25	30	89	120	200	1058	1	3
Chó Ph­îc Xuyªn T©m §éc UyÓn 	0	8	10	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	1	0	30	111	111	31	500	500																36	90	32	90	39	3							1	16	10	2	85	200	200	106	40	40	1072	1	1	105	25	25	89	200	200	110	30	30
Chó Ph­îc Xuyªn T©m §éc UyÓn 	0	8	10	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	2	0	30	111	111	31	500	500																36	90	32	90	39	3							1	16	10	2	85	200	300	106	40	50	1072	1	3	105	25	30	89	200	300	110	30	50
Chó Ph­îc Xuyªn T©m §éc UyÓn 	0	8	10	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	3	0	30	111	111	31	500	500																36	90	32	90	39	3							1	16	10	2	85	200	300	106	40	50	1072	1	3	105	25	30	89	200	300	110	30	50
Chó Ph­îc Xuyªn T©m §éc UyÓn 	0	8	10	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	4	0	30	111	111	31	500	500																36	90	32	90	39	3							1	16	10	2	85	200	300	106	40	50	1072	1	3	105	25	30	89	200	300	110	30	50
Chó Ph­îc Xuyªn T©m §éc UyÓn 	0	8	10	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	5	0	30	111	111	31	500	500																36	90	32	90	39	3							1	16	10	2	85	200	300	106	40	50	1072	1	3	105	25	30	89	200	300	110	30	50
Chó Ph­îc Xuyªn T©m §éc UyÓn 	0	8	10	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	6	0	30	111	111	31	500	500																36	90	32	90	39	3							1	16	10	2	85	200	300	106	40	50	1072	1	3	105	25	30	89	200	300	110	30	50
Chó Ph­îc Xuyªn T©m §éc UyÓn 	0	8	10	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	7	0	30	111	111	31	500	500																36	90	32	90	39	3							1	16	10	2	85	200	300	106	40	50	1072	1	3	105	25	30	89	200	300	110	30	50
Chó Ph­îc Xuyªn T©m §éc UyÓn 	0	8	10	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	8	0	30	111	111	31	500	500																36	90	32	90	39	3							1	16	10	2	85	200	300	106	40	50	1072	1	3	105	25	30	89	200	300	110	30	50
Chó Ph­îc Xuyªn T©m §éc UyÓn 	0	8	10	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	9	0	30	111	111	31	500	500																36	90	32	90	39	3							1	16	10	2	85	200	300	106	40	50	1072	1	3	105	25	30	89	200	300	110	30	50
Chó Ph­îc Xuyªn T©m §éc UyÓn 	0	8	10	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	10	0	30	111	111	31	500	500																36	90	32	90	39	3							1	16	10	2	85	200	300	106	40	50	1072	1	3	105	25	30	89	200	300	110	30	50
U Lung Ng©n ThiÒn Hé UyÓn 	0	8	11	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	1	0	30	111	111	31	500	500																36	90	32	90	39	3							1	17	10	4	43	-1	-1	205	1	1												
U Lung Ng©n ThiÒn Hé UyÓn 	0	8	11	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	2	0	30	111	111	31	500	500																36	90	32	90	39	3							1	17	10	4	43	-1	-1	205	1	1												
U Lung Ng©n ThiÒn Hé UyÓn 	0	8	11	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	3	0	30	111	111	31	500	500																36	90	32	90	39	3							1	17	10	4	43	-1	-1	205	1	1												
U Lung Ng©n ThiÒn Hé UyÓn 	0	8	11	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	4	0	30	111	111	31	500	500																36	90	32	90	39	3							1	17	10	4	43	-1	-1	205	1	1												
U Lung Ng©n ThiÒn Hé UyÓn 	0	8	11	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	5	0	30	111	111	31	500	500																36	90	32	90	39	3							1	17	10	4	43	-1	-1	205	1	1												
U Lung Ng©n ThiÒn Hé UyÓn 	0	8	11	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	6	0	30	111	111	31	500	500																36	90	32	90	39	3							1	17	10	4	43	-1	-1	205	1	1												
U Lung Ng©n ThiÒn Hé UyÓn 	0	8	11	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	7	0	30	111	111	31	500	500																36	90	32	90	39	3							1	17	10	4	43	-1	-1	205	1	1												
U Lung Ng©n ThiÒn Hé UyÓn 	0	8	11	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	8	0	30	111	111	31	500	500																36	90	32	90	39	3							1	17	10	4	43	-1	-1	205	1	1												
U Lung Ng©n ThiÒn Hé UyÓn 	0	8	11	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	9	0	30	111	111	31	500	500																36	90	32	90	39	3							1	17	10	4	43	-1	-1	205	1	1												
U Lung Ng©n ThiÒn Hé UyÓn 	0	8	11	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	10	0	30	111	111	31	500	500																36	90	32	90	39	3							1	17	10	4	43	-1	-1	205	1	1												
Minh ¶o Hñ Cèt Hé UyÓn 	0	8	12	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	1	0	30	135	135	31	500	500																36	90	32	110	39	3							1	18	10	3	85	120	120	106	40	40	1065	1	1	104	25	25	1333	1	1	146	3	3
Minh ¶o Hñ Cèt Hé UyÓn 	0	8	12	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	2	0	30	135	135	31	500	500																36	90	32	110	39	3							1	18	10	3	85	120	200	106	40	50	1065	1	3	104	25	30	1333	1	3	146	3	5
Minh ¶o Hñ Cèt Hé UyÓn 	0	8	12	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	3	0	30	135	135	31	500	500																36	90	32	110	39	3							1	18	10	3	85	120	200	106	40	50	1065	1	3	104	25	30	1333	1	3	146	3	5
Minh ¶o Hñ Cèt Hé UyÓn 	0	8	12	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	4	0	30	135	135	31	500	500																36	90	32	110	39	3							1	18	10	3	85	120	200	106	40	50	1065	1	3	104	25	30	1333	1	3	146	3	5
Minh ¶o Hñ Cèt Hé UyÓn 	0	8	12	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	5	0	30	135	135	31	500	500																36	90	32	110	39	3							1	18	10	3	85	120	200	106	40	50	1065	1	3	104	25	30	1333	1	3	146	3	5
Minh ¶o Hñ Cèt Hé UyÓn 	0	8	12	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	6	0	30	135	135	31	500	500																36	90	32	110	39	3							1	18	10	3	85	120	200	106	40	50	1065	1	3	104	25	30	1333	1	3	146	3	5
Minh ¶o Hñ Cèt Hé UyÓn 	0	8	12	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	7	0	30	135	135	31	500	500																36	90	32	110	39	3							1	18	10	3	85	120	200	106	40	50	1065	1	3	104	25	30	1333	1	3	146	3	5
Minh ¶o Hñ Cèt Hé UyÓn 	0	8	12	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	8	0	30	135	135	31	500	500																36	90	32	110	39	3							1	18	10	3	85	120	200	106	40	50	1065	1	3	104	25	30	1333	1	3	146	3	5
Minh ¶o Hñ Cèt Hé UyÓn 	0	8	12	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	9	0	30	135	135	31	500	500																36	90	32	110	39	3							1	18	10	3	85	120	200	106	40	50	1065	1	3	104	25	30	1333	1	3	146	3	5
Minh ¶o Hñ Cèt Hé UyÓn 	0	8	12	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	10	0	30	135	135	31	500	500																36	90	32	110	39	3							1	18	10	3	85	120	200	106	40	50	1065	1	3	104	25	30	1333	1	3	146	3	5
V« Gian CÇm VËn Hé UyÓn 	0	8	13	\spr\item\equip\bangle\obj-bangle10.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	1	0	30	135	135	31	500	500																36	90	32	110	39	4							1	19	10	1	85	120	120	1374	1	1	106	30	30	104	25	25	89	120	120	1334	1	1
V« Gian CÇm VËn Hé UyÓn 	0	8	13	\spr\item\equip\bangle\obj-bangle10.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	2	0	30	135	135	31	500	500																36	90	32	110	39	4							1	19	10	1	85	120	200	1374	1	3	106	30	50	104	25	30	89	120	200	1334	1	3
V« Gian CÇm VËn Hé UyÓn 	0	8	13	\spr\item\equip\bangle\obj-bangle10.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	3	0	30	135	135	31	500	500																36	90	32	110	39	4							1	19	10	1	85	120	200	1374	1	3	106	30	50	104	25	30	89	120	200	1334	1	3
V« Gian CÇm VËn Hé UyÓn 	0	8	13	\spr\item\equip\bangle\obj-bangle10.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	4	0	30	135	135	31	500	500																36	90	32	110	39	4							1	19	10	1	85	120	200	1374	1	3	106	30	50	104	25	30	89	120	200	1334	1	3
V« Gian CÇm VËn Hé UyÓn 	0	8	13	\spr\item\equip\bangle\obj-bangle10.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	5	0	30	135	135	31	500	500																36	90	32	110	39	4							1	19	10	1	85	120	200	1374	1	3	106	30	50	104	25	30	89	120	200	1334	1	3
V« Gian CÇm VËn Hé UyÓn 	0	8	13	\spr\item\equip\bangle\obj-bangle10.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	6	0	30	135	135	31	500	500																36	90	32	110	39	4							1	19	10	1	85	120	200	1374	1	3	106	30	50	104	25	30	89	120	200	1334	1	3
V« Gian CÇm VËn Hé UyÓn 	0	8	13	\spr\item\equip\bangle\obj-bangle10.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	7	0	30	135	135	31	500	500																36	90	32	110	39	4							1	19	10	1	85	120	200	1374	1	3	106	30	50	104	25	30	89	120	200	1334	1	3
V« Gian CÇm VËn Hé UyÓn 	0	8	13	\spr\item\equip\bangle\obj-bangle10.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	8	0	30	135	135	31	500	500																36	90	32	110	39	4							1	19	10	1	85	120	200	1374	1	3	106	30	50	104	25	30	89	120	200	1334	1	3
V« Gian CÇm VËn Hé UyÓn 	0	8	13	\spr\item\equip\bangle\obj-bangle10.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	9	0	30	135	135	31	500	500																36	90	32	110	39	4							1	19	10	1	85	120	200	1374	1	3	106	30	50	104	25	30	89	120	200	1334	1	3
V« Gian CÇm VËn Hé UyÓn 	0	8	13	\spr\item\equip\bangle\obj-bangle10.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	10	0	30	135	135	31	500	500																36	90	32	110	39	4							1	19	10	1	85	120	200	1374	1	3	106	30	50	104	25	30	89	120	200	1334	1	3
Tª Hoµng B¨ng Tung CÈm UyÓn 	0	8	14	\spr\item\equip\bangle\obj-bangle09.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	1	0	30	135	135	31	500	500																36	90	32	110	39	5							1	22	10	1	85	120	120	1377	1	1	106	30	30	104	25	25	89	120	120	1095	1	1
Tª Hoµng B¨ng Tung CÈm UyÓn 	0	8	14	\spr\item\equip\bangle\obj-bangle09.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	2	0	30	135	135	31	500	500																36	90	32	110	39	5							1	22	10	1	85	120	200	1377	1	3	106	30	50	104	25	30	89	120	200	1095	1	3
Tª Hoµng B¨ng Tung CÈm UyÓn 	0	8	14	\spr\item\equip\bangle\obj-bangle09.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	3	0	30	135	135	31	500	500																36	90	32	110	39	5							1	22	10	1	85	120	200	1377	1	3	106	30	50	104	25	30	89	120	200	1095	1	3
Tª Hoµng B¨ng Tung CÈm UyÓn 	0	8	14	\spr\item\equip\bangle\obj-bangle09.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	4	0	30	135	135	31	500	500																36	90	32	110	39	5							1	22	10	1	85	120	200	1377	1	3	106	30	50	104	25	30	89	120	200	1095	1	3
Tª Hoµng B¨ng Tung CÈm UyÓn 	0	8	14	\spr\item\equip\bangle\obj-bangle09.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	5	0	30	135	135	31	500	500																36	90	32	110	39	5							1	22	10	1	85	120	200	1377	1	3	106	30	50	104	25	30	89	120	200	1095	1	3
Tª Hoµng B¨ng Tung CÈm UyÓn 	0	8	14	\spr\item\equip\bangle\obj-bangle09.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	6	0	30	135	135	31	500	500																36	90	32	110	39	5							1	22	10	1	85	120	200	1377	1	3	106	30	50	104	25	30	89	120	200	1095	1	3
Tª Hoµng B¨ng Tung CÈm UyÓn 	0	8	14	\spr\item\equip\bangle\obj-bangle09.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	7	0	30	135	135	31	500	500																36	90	32	110	39	5							1	22	10	1	85	120	200	1377	1	3	106	30	50	104	25	30	89	120	200	1095	1	3
Tª Hoµng B¨ng Tung CÈm UyÓn 	0	8	14	\spr\item\equip\bangle\obj-bangle09.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	8	0	30	135	135	31	500	500																36	90	32	110	39	5							1	22	10	1	85	120	200	1377	1	3	106	30	50	104	25	30	89	120	200	1095	1	3
Tª Hoµng B¨ng Tung CÈm UyÓn 	0	8	14	\spr\item\equip\bangle\obj-bangle09.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	9	0	30	135	135	31	500	500																36	90	32	110	39	5							1	22	10	1	85	120	200	1377	1	3	106	30	50	104	25	30	89	120	200	1095	1	3
Tª Hoµng B¨ng Tung CÈm UyÓn 	0	8	14	\spr\item\equip\bangle\obj-bangle09.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	10	0	30	135	135	31	500	500																36	90	32	110	39	5							1	22	10	1	85	120	200	1377	1	3	106	30	50	104	25	30	89	120	200	1095	1	3
§ång Cõu Kh¸ng Long Hé UyÓn 	0	8	15	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	1	0	30	111	111	31	500	500																36	90	32	90	39	6							1	24	10	0	85	120	120	116	20	20	1274	1	1	143	120	120	89	300	300	1130	1	1
§ång Cõu Kh¸ng Long Hé UyÓn 	0	8	15	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	2	0	30	111	111	31	500	500																36	90	32	90	39	6							1	24	10	0	85	120	200	116	20	40	1274	1	3	143	120	200	89	300	400	1130	1	3
§ång Cõu Kh¸ng Long Hé UyÓn 	0	8	15	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	3	0	30	111	111	31	500	500																36	90	32	90	39	6							1	24	10	0	85	120	200	116	20	40	1274	1	3	143	120	200	89	300	400	1130	1	3
§ång Cõu Kh¸ng Long Hé UyÓn 	0	8	15	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	4	0	30	111	111	31	500	500																36	90	32	90	39	6							1	24	10	0	85	120	200	116	20	40	1274	1	3	143	120	200	89	300	400	1130	1	3
§ång Cõu Kh¸ng Long Hé UyÓn 	0	8	15	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	5	0	30	111	111	31	500	500																36	90	32	90	39	6							1	24	10	0	85	120	200	116	20	40	1274	1	3	143	120	200	89	300	400	1130	1	3
§ång Cõu Kh¸ng Long Hé UyÓn 	0	8	15	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	6	0	30	111	111	31	500	500																36	90	32	90	39	6							1	24	10	0	85	120	200	116	20	40	1274	1	3	143	120	200	89	300	400	1130	1	3
§ång Cõu Kh¸ng Long Hé UyÓn 	0	8	15	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	7	0	30	111	111	31	500	500																36	90	32	90	39	6							1	24	10	0	85	120	200	116	20	40	1274	1	3	143	120	200	89	300	400	1130	1	3
§ång Cõu Kh¸ng Long Hé UyÓn 	0	8	15	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	8	0	30	111	111	31	500	500																36	90	32	90	39	6							1	24	10	0	85	120	200	116	20	40	1274	1	3	143	120	200	89	300	400	1130	1	3
§ång Cõu Kh¸ng Long Hé UyÓn 	0	8	15	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	9	0	30	111	111	31	500	500																36	90	32	90	39	6							1	24	10	0	85	120	200	116	20	40	1274	1	3	143	120	200	89	300	400	1130	1	3
§ång Cõu Kh¸ng Long Hé UyÓn 	0	8	15	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	10	0	30	111	111	31	500	500																36	90	32	90	39	6							1	24	10	0	85	120	200	116	20	40	1274	1	3	143	120	200	89	300	400	1130	1	3
§Þch Kh¸i CÈu TÝch B× Hé UyÓn 	0	8	16	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	1	0	30	140	140	31	500	500																36	90	32	110	39	6							1	25	10	3	85	120	120	110	30	30	1124	1	1	105	25	25	89	120	120	108	30	30
§Þch Kh¸i CÈu TÝch B× Hé UyÓn 	0	8	16	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	2	0	30	140	140	31	500	500																36	90	32	110	39	6							1	25	10	3	85	120	200	110	30	50	1124	1	3	105	25	30	89	120	200	108	30	50
§Þch Kh¸i CÈu TÝch B× Hé UyÓn 	0	8	16	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	3	0	30	140	140	31	500	500																36	90	32	110	39	6							1	25	10	3	85	120	200	110	30	50	1124	1	3	105	25	30	89	120	200	108	30	50
§Þch Kh¸i CÈu TÝch B× Hé UyÓn 	0	8	16	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	4	0	30	140	140	31	500	500																36	90	32	110	39	6							1	25	10	3	85	120	200	110	30	50	1124	1	3	105	25	30	89	120	200	108	30	50
§Þch Kh¸i CÈu TÝch B× Hé UyÓn 	0	8	16	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	5	0	30	140	140	31	500	500																36	90	32	110	39	6							1	25	10	3	85	120	200	110	30	50	1124	1	3	105	25	30	89	120	200	108	30	50
§Þch Kh¸i CÈu TÝch B× Hé UyÓn 	0	8	16	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	6	0	30	140	140	31	500	500																36	90	32	110	39	6							1	25	10	3	85	120	200	110	30	50	1124	1	3	105	25	30	89	120	200	108	30	50
§Þch Kh¸i CÈu TÝch B× Hé UyÓn 	0	8	16	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ Hoµng Kim	3	20000	7	0	30	140	140	31	500	500																36	90	32	110	39	6							1	25	10	3	85	120	200	110	30	50	1124	1	3	105	25	30	89	120	200	108	30	50
