Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	TypeItem	GroupItem	Level	Series	Type1	Min1	Max1	Type2	Min2	Max2	Type3	Min3	Max3	Type4	Min4	Max4	Type5	Min5	Max5	Type6	Min6	Max6
KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa 	0	5	8	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	7	0	30	160	160	31	75	75																36	90	32	135	39	1							1	9	10	1	85	120	200	111	40	60	1035	1	3	102	25	30	98	8	12	1041	1	3
KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa 	0	5	8	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	8	0	30	160	160	31	75	75																36	90	32	135	39	1							1	9	10	1	85	120	200	111	40	60	1035	1	3	102	25	30	98	8	12	1041	1	3
KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa 	0	5	8	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	9	0	30	160	160	31	75	75																36	90	32	135	39	1							1	9	10	1	85	120	200	111	40	60	1035	1	3	102	25	30	98	8	12	1041	1	3
KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa 	0	5	8	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	10	0	30	160	160	31	75	75																36	90	32	135	39	1							1	9	10	1	85	120	200	111	40	60	1035	1	3	102	25	30	98	8	12	1041	1	3
H¸m Thiªn Thõa Long ChiÕn Ngoa 	0	5	9	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	1	0	30	160	160	31	75	75																36	90	32	135	39	1							1	10	10	1	85	120	120	111	40	40	1031	1	1	103	30	30	98	8	8	1325	1	1
H¸m Thiªn Thõa Long ChiÕn Ngoa 	0	5	9	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	2	0	30	160	160	31	75	75																36	90	32	135	39	1							1	10	10	1	85	120	200	111	40	60	1031	1	3	103	30	35	98	8	12	1325	1	3
H¸m Thiªn Thõa Long ChiÕn Ngoa 	0	5	9	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	3	0	30	160	160	31	75	75																36	90	32	135	39	1							1	10	10	1	85	120	200	111	40	60	1031	1	3	103	30	35	98	8	12	1325	1	3
H¸m Thiªn Thõa Long ChiÕn Ngoa 	0	5	9	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	4	0	30	160	160	31	75	75																36	90	32	135	39	1							1	10	10	1	85	120	200	111	40	60	1031	1	3	103	30	35	98	8	12	1325	1	3
H¸m Thiªn Thõa Long ChiÕn Ngoa 	0	5	9	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	5	0	30	160	160	31	75	75																36	90	32	135	39	1							1	10	10	1	85	120	200	111	40	60	1031	1	3	103	30	35	98	8	12	1325	1	3
H¸m Thiªn Thõa Long ChiÕn Ngoa 	0	5	9	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	6	0	30	160	160	31	75	75																36	90	32	135	39	1							1	10	10	1	85	120	200	111	40	60	1031	1	3	103	30	35	98	8	12	1325	1	3
H¸m Thiªn Thõa Long ChiÕn Ngoa 	0	5	9	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	7	0	30	160	160	31	75	75																36	90	32	135	39	1							1	10	10	1	85	120	200	111	40	60	1031	1	3	103	30	35	98	8	12	1325	1	3
H¸m Thiªn Thõa Long ChiÕn Ngoa 	0	5	9	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	8	0	30	160	160	31	75	75																36	90	32	135	39	1							1	10	10	1	85	120	200	111	40	60	1031	1	3	103	30	35	98	8	12	1325	1	3
H¸m Thiªn Thõa Long ChiÕn Ngoa 	0	5	9	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	9	0	30	160	160	31	75	75																36	90	32	135	39	1							1	10	10	1	85	120	200	111	40	60	1031	1	3	103	30	35	98	8	12	1325	1	3
H¸m Thiªn Thõa Long ChiÕn Ngoa 	0	5	9	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	10	0	30	160	160	31	75	75																36	90	32	135	39	1							1	10	10	1	85	120	200	111	40	60	1031	1	3	103	30	35	98	8	12	1325	1	3
§Þa Ph¸ch §Þa Hµnh Thiªn Lý Ngoa 	0	5	10	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	1	0	30	140	140	31	75	75																36	90	32	110	39	2							1	12	10	0	85	120	120	111	40	40	1434	1	1	1439	1	1	89	120	120			
§Þa Ph¸ch §Þa Hµnh Thiªn Lý Ngoa 	0	5	10	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	2	0	30	140	140	31	75	75																36	90	32	110	39	2							1	12	10	0	85	120	200	111	40	60	1434	1	3	1439	1	3	89	120	200			
§Þa Ph¸ch §Þa Hµnh Thiªn Lý Ngoa 	0	5	10	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	3	0	30	140	140	31	75	75																36	90	32	110	39	2							1	12	10	0	85	120	200	111	40	60	1434	1	3	1439	1	3	89	120	200			
§Þa Ph¸ch §Þa Hµnh Thiªn Lý Ngoa 	0	5	10	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	4	0	30	140	140	31	75	75																36	90	32	110	39	2							1	12	10	0	85	120	200	111	40	60	1434	1	3	1439	1	3	89	120	200			
§Þa Ph¸ch §Þa Hµnh Thiªn Lý Ngoa 	0	5	10	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	5	0	30	140	140	31	75	75																36	90	32	110	39	2							1	12	10	0	85	120	200	111	40	60	1434	1	3	1439	1	3	89	120	200			
§Þa Ph¸ch §Þa Hµnh Thiªn Lý Ngoa 	0	5	10	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	6	0	30	140	140	31	75	75																36	90	32	110	39	2							1	12	10	0	85	120	200	111	40	60	1434	1	3	1439	1	3	89	120	200			
§Þa Ph¸ch §Þa Hµnh Thiªn Lý Ngoa 	0	5	10	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	7	0	30	140	140	31	75	75																36	90	32	110	39	2							1	12	10	0	85	120	200	111	40	60	1434	1	3	1439	1	3	89	120	200			
§Þa Ph¸ch §Þa Hµnh Thiªn Lý Ngoa 	0	5	10	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	8	0	30	140	140	31	75	75																36	90	32	110	39	2							1	12	10	0	85	120	200	111	40	60	1434	1	3	1439	1	3	89	120	200			
§Þa Ph¸ch §Þa Hµnh Thiªn Lý Ngoa 	0	5	10	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	9	0	30	140	140	31	75	75																36	90	32	110	39	2							1	12	10	0	85	120	200	111	40	60	1434	1	3	1439	1	3	89	120	200			
§Þa Ph¸ch §Þa Hµnh Thiªn Lý Ngoa 	0	5	10	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	10	0	30	140	140	31	75	75																36	90	32	110	39	2							1	12	10	0	85	120	200	111	40	60	1434	1	3	1439	1	3	89	120	200			
B¨ng Hµn NguyÖt ¶nh Ngoa 	0	5	11	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	1	0	30	160	160	31	75	75																36	90	32	90	33	110	39	2					1	13	10	2	85	120	120	111	40	40	1045	1	1	1355	1	1	89	120	120	1249	1	1
B¨ng Hµn NguyÖt ¶nh Ngoa 	0	5	11	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	2	0	30	160	160	31	75	75																36	90	32	90	33	110	39	2					1	13	10	2	85	120	200	111	40	60	1045	1	3	1355	1	3	89	120	200	1249	1	3
B¨ng Hµn NguyÖt ¶nh Ngoa 	0	5	11	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	3	0	30	160	160	31	75	75																36	90	32	90	33	110	39	2					1	13	10	2	85	120	200	111	40	60	1045	1	3	1355	1	3	89	120	200	1249	1	3
B¨ng Hµn NguyÖt ¶nh Ngoa 	0	5	11	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	4	0	30	160	160	31	75	75																36	90	32	90	33	110	39	2					1	13	10	2	85	120	200	111	40	60	1045	1	3	1355	1	3	89	120	200	1249	1	3
B¨ng Hµn NguyÖt ¶nh Ngoa 	0	5	11	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	5	0	30	160	160	31	75	75																36	90	32	90	33	110	39	2					1	13	10	2	85	120	200	111	40	60	1045	1	3	1355	1	3	89	120	200	1249	1	3
B¨ng Hµn NguyÖt ¶nh Ngoa 	0	5	11	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	6	0	30	160	160	31	75	75																36	90	32	90	33	110	39	2					1	13	10	2	85	120	200	111	40	60	1045	1	3	1355	1	3	89	120	200	1249	1	3
B¨ng Hµn NguyÖt ¶nh Ngoa 	0	5	11	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	7	0	30	160	160	31	75	75																36	90	32	90	33	110	39	2					1	13	10	2	85	120	200	111	40	60	1045	1	3	1355	1	3	89	120	200	1249	1	3
B¨ng Hµn NguyÖt ¶nh Ngoa 	0	5	11	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	8	0	30	160	160	31	75	75																36	90	32	90	33	110	39	2					1	13	10	2	85	120	200	111	40	60	1045	1	3	1355	1	3	89	120	200	1249	1	3
B¨ng Hµn NguyÖt ¶nh Ngoa 	0	5	11	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	9	0	30	160	160	31	75	75																36	90	32	90	33	110	39	2					1	13	10	2	85	120	200	111	40	60	1045	1	3	1355	1	3	89	120	200	1249	1	3
B¨ng Hµn NguyÖt ¶nh Ngoa 	0	5	11	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	10	0	30	160	160	31	75	75																36	90	32	90	33	110	39	2					1	13	10	2	85	120	200	111	40	60	1045	1	3	1355	1	3	89	120	200	1249	1	3
S©m Hoµng Tinh VÉn Phi Lý 	0	5	12	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	1	0	30	160	160	31	75	75																36	90	32	90	33	110	39	2					1	14	10	2	85	200	200	1358	1	1	111	40	40	104	25	25	89	120	120	1045	1	1
S©m Hoµng Tinh VÉn Phi Lý 	0	5	12	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	2	0	30	160	160	31	75	75																36	90	32	90	33	110	39	2					1	14	10	2	85	200	300	1358	1	3	111	40	60	104	25	30	89	120	200	1045	1	3
S©m Hoµng Tinh VÉn Phi Lý 	0	5	12	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	3	0	30	160	160	31	75	75																36	90	32	90	33	110	39	2					1	14	10	2	85	200	300	1358	1	3	111	40	60	104	25	30	89	120	200	1045	1	3
S©m Hoµng Tinh VÉn Phi Lý 	0	5	12	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	4	0	30	160	160	31	75	75																36	90	32	90	33	110	39	2					1	14	10	2	85	200	300	1358	1	3	111	40	60	104	25	30	89	120	200	1045	1	3
S©m Hoµng Tinh VÉn Phi Lý 	0	5	12	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	5	0	30	160	160	31	75	75																36	90	32	90	33	110	39	2					1	14	10	2	85	200	300	1358	1	3	111	40	60	104	25	30	89	120	200	1045	1	3
S©m Hoµng Tinh VÉn Phi Lý 	0	5	12	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	6	0	30	160	160	31	75	75																36	90	32	90	33	110	39	2					1	14	10	2	85	200	300	1358	1	3	111	40	60	104	25	30	89	120	200	1045	1	3
S©m Hoµng Tinh VÉn Phi Lý 	0	5	12	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	7	0	30	160	160	31	75	75																36	90	32	90	33	110	39	2					1	14	10	2	85	200	300	1358	1	3	111	40	60	104	25	30	89	120	200	1045	1	3
S©m Hoµng Tinh VÉn Phi Lý 	0	5	12	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	8	0	30	160	160	31	75	75																36	90	32	90	33	110	39	2					1	14	10	2	85	200	300	1358	1	3	111	40	60	104	25	30	89	120	200	1045	1	3
S©m Hoµng Tinh VÉn Phi Lý 	0	5	12	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	9	0	30	160	160	31	75	75																36	90	32	90	33	110	39	2					1	14	10	2	85	200	300	1358	1	3	111	40	60	104	25	30	89	120	200	1045	1	3
S©m Hoµng Tinh VÉn Phi Lý 	0	5	12	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	10	0	30	160	160	31	75	75																36	90	32	90	33	110	39	2					1	14	10	2	85	200	300	1358	1	3	111	40	60	104	25	30	89	120	200	1045	1	3
Chó Ph­îc B¨ng Háa Thùc Cèt Ngoa 	0	5	13	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	1	0	30	140	140	31	75	75																36	90	32	110	39	3							1	16	10	0	85	120	120	111	40	40	1070	1	1	108	30	30	89	120	120	1064	1	1
Chó Ph­îc B¨ng Háa Thùc Cèt Ngoa 	0	5	13	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	2	0	30	140	140	31	75	75																36	90	32	110	39	3							1	16	10	0	85	120	200	111	40	60	1070	1	3	108	30	50	89	120	200	1064	1	3
Chó Ph­îc B¨ng Háa Thùc Cèt Ngoa 	0	5	13	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	3	0	30	140	140	31	75	75																36	90	32	110	39	3							1	16	10	0	85	120	200	111	40	60	1070	1	3	108	30	50	89	120	200	1064	1	3
Chó Ph­îc B¨ng Háa Thùc Cèt Ngoa 	0	5	13	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	4	0	30	140	140	31	75	75																36	90	32	110	39	3							1	16	10	0	85	120	200	111	40	60	1070	1	3	108	30	50	89	120	200	1064	1	3
Chó Ph­îc B¨ng Háa Thùc Cèt Ngoa 	0	5	13	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	5	0	30	140	140	31	75	75																36	90	32	110	39	3							1	16	10	0	85	120	200	111	40	60	1070	1	3	108	30	50	89	120	200	1064	1	3
Chó Ph­îc B¨ng Háa Thùc Cèt Ngoa 	0	5	13	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	6	0	30	140	140	31	75	75																36	90	32	110	39	3							1	16	10	0	85	120	200	111	40	60	1070	1	3	108	30	50	89	120	200	1064	1	3
Chó Ph­îc B¨ng Háa Thùc Cèt Ngoa 	0	5	13	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	7	0	30	140	140	31	75	75																36	90	32	110	39	3							1	16	10	0	85	120	200	111	40	60	1070	1	3	108	30	50	89	120	200	1064	1	3
Chó Ph­îc B¨ng Háa Thùc Cèt Ngoa 	0	5	13	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	8	0	30	140	140	31	75	75																36	90	32	110	39	3							1	16	10	0	85	120	200	111	40	60	1070	1	3	108	30	50	89	120	200	1064	1	3
Chó Ph­îc B¨ng Háa Thùc Cèt Ngoa 	0	5	13	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	9	0	30	140	140	31	75	75																36	90	32	110	39	3							1	16	10	0	85	120	200	111	40	60	1070	1	3	108	30	50	89	120	200	1064	1	3
Chó Ph­îc B¨ng Háa Thùc Cèt Ngoa 	0	5	13	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	10	0	30	140	140	31	75	75																36	90	32	110	39	3							1	16	10	0	85	120	200	111	40	60	1070	1	3	108	30	50	89	120	200	1064	1	3
U Lung MÆc Thï NhuyÔn Lý 	0	5	14	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	1	0	30	140	140	31	75	75																36	90	32	50	39	3							1	17	10	1	85	-50	-50	101	10	10	99	30	30	111	35	35	103	-5	-5	1073	1	1
U Lung MÆc Thï NhuyÔn Lý 	0	5	14	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	2	0	30	140	140	31	75	75																36	90	32	50	39	3							1	17	10	1	85	-50	50	101	10	20	99	30	40	111	35	50	103	-5	5	1073	1	3
U Lung MÆc Thï NhuyÔn Lý 	0	5	14	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	3	0	30	140	140	31	75	75																36	90	32	50	39	3							1	17	10	1	85	-50	50	101	10	20	99	30	40	111	35	50	103	-5	5	1073	1	3
U Lung MÆc Thï NhuyÔn Lý 	0	5	14	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	4	0	30	140	140	31	75	75																36	90	32	50	39	3							1	17	10	1	85	-50	50	101	10	20	99	30	40	111	35	50	103	-5	5	1073	1	3
U Lung MÆc Thï NhuyÔn Lý 	0	5	14	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	5	0	30	140	140	31	75	75																36	90	32	50	39	3							1	17	10	1	85	-50	50	101	10	20	99	30	40	111	35	50	103	-5	5	1073	1	3
U Lung MÆc Thï NhuyÔn Lý 	0	5	14	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	6	0	30	140	140	31	75	75																36	90	32	50	39	3							1	17	10	1	85	-50	50	101	10	20	99	30	40	111	35	50	103	-5	5	1073	1	3
U Lung MÆc Thï NhuyÔn Lý 	0	5	14	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	7	0	30	140	140	31	75	75																36	90	32	50	39	3							1	17	10	1	85	-50	50	101	10	20	99	30	40	111	35	50	103	-5	5	1073	1	3
U Lung MÆc Thï NhuyÔn Lý 	0	5	14	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	8	0	30	140	140	31	75	75																36	90	32	50	39	3							1	17	10	1	85	-50	50	101	10	20	99	30	40	111	35	50	103	-5	5	1073	1	3
U Lung MÆc Thï NhuyÔn Lý 	0	5	14	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	9	0	30	140	140	31	75	75																36	90	32	50	39	3							1	17	10	1	85	-50	50	101	10	20	99	30	40	111	35	50	103	-5	5	1073	1	3
U Lung MÆc Thï NhuyÔn Lý 	0	5	14	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	10	0	30	140	140	31	75	75																36	90	32	50	39	3							1	17	10	1	85	-50	50	101	10	20	99	30	40	111	35	50	103	-5	5	1073	1	3
Minh ¶o Song Hoµn Xµ Hµi 	0	5	15	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	1	0	30	160	160	31	75	75																36	90	32	135	39	3							1	18	10	1	85	120	120	111	40	40	1333	1	1	1361	1	1	89	120	120	1074	1	1
Minh ¶o Song Hoµn Xµ Hµi 	0	5	15	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	2	0	30	160	160	31	75	75																36	90	32	135	39	3							1	18	10	1	85	120	200	111	40	60	1333	1	3	1361	1	3	89	120	200	1074	1	3
Minh ¶o Song Hoµn Xµ Hµi 	0	5	15	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	3	0	30	160	160	31	75	75																36	90	32	135	39	3							1	18	10	1	85	120	200	111	40	60	1333	1	3	1361	1	3	89	120	200	1074	1	3
Minh ¶o Song Hoµn Xµ Hµi 	0	5	15	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	4	0	30	160	160	31	75	75																36	90	32	135	39	3							1	18	10	1	85	120	200	111	40	60	1333	1	3	1361	1	3	89	120	200	1074	1	3
Minh ¶o Song Hoµn Xµ Hµi 	0	5	15	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	5	0	30	160	160	31	75	75																36	90	32	135	39	3							1	18	10	1	85	120	200	111	40	60	1333	1	3	1361	1	3	89	120	200	1074	1	3
Minh ¶o Song Hoµn Xµ Hµi 	0	5	15	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	6	0	30	160	160	31	75	75																36	90	32	135	39	3							1	18	10	1	85	120	200	111	40	60	1333	1	3	1361	1	3	89	120	200	1074	1	3
Minh ¶o Song Hoµn Xµ Hµi 	0	5	15	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	7	0	30	160	160	31	75	75																36	90	32	135	39	3							1	18	10	1	85	120	200	111	40	60	1333	1	3	1361	1	3	89	120	200	1074	1	3
Minh ¶o Song Hoµn Xµ Hµi 	0	5	15	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	8	0	30	160	160	31	75	75																36	90	32	135	39	3							1	18	10	1	85	120	200	111	40	60	1333	1	3	1361	1	3	89	120	200	1074	1	3
Minh ¶o Song Hoµn Xµ Hµi 	0	5	15	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	9	0	30	160	160	31	75	75																36	90	32	135	39	3							1	18	10	1	85	120	200	111	40	60	1333	1	3	1361	1	3	89	120	200	1074	1	3
Minh ¶o Song Hoµn Xµ Hµi 	0	5	15	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	10	0	30	160	160	31	75	75																36	90	32	135	39	3							1	18	10	1	85	120	200	111	40	60	1333	1	3	1361	1	3	89	120	200	1074	1	3
V« Ma Hång Truy NhuyÔn Th¸p Hµi 	0	5	16	\spr\item\equip\boots\obj-shoes19.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	1	0	30	140	140	31	75	75																36	90	32	110	39	4							1	20	10	1	85	120	120	111	40	40	1082	1	1	103	25	25	89	300	300	1370	1	1
V« Ma Hång Truy NhuyÔn Th¸p Hµi +2	0	5	16	\spr\item\equip\boots\obj-shoes19.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	2	0	30	140	140	31	75	75																36	90	32	110	39	4							1	20	10	1	85	120	200	111	40	60	1082	1	3	103	25	30	89	300	400	1370	1	3
V« Ma Hång Truy NhuyÔn Th¸p Hµi +3	0	5	16	\spr\item\equip\boots\obj-shoes19.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	3	0	30	140	140	31	75	75																36	90	32	110	39	4							1	20	10	1	85	120	200	111	40	60	1082	1	3	103	25	30	89	300	400	1370	1	3
V« Ma Hång Truy NhuyÔn Th¸p Hµi +4	0	5	16	\spr\item\equip\boots\obj-shoes19.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	4	0	30	140	140	31	75	75																36	90	32	110	39	4							1	20	10	1	85	120	200	111	40	60	1082	1	3	103	25	30	89	300	400	1370	1	3
V« Ma Hång Truy NhuyÔn Th¸p Hµi +5	0	5	16	\spr\item\equip\boots\obj-shoes19.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	5	0	30	140	140	31	75	75																36	90	32	110	39	4							1	20	10	1	85	120	200	111	40	60	1082	1	3	103	25	30	89	300	400	1370	1	3
V« Ma Hång Truy NhuyÔn Th¸p Hµi +6	0	5	16	\spr\item\equip\boots\obj-shoes19.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	6	0	30	140	140	31	75	75																36	90	32	110	39	4							1	20	10	1	85	120	200	111	40	60	1082	1	3	103	25	30	89	300	400	1370	1	3
V« Ma Hång Truy NhuyÔn Th¸p Hµi +7	0	5	16	\spr\item\equip\boots\obj-shoes19.spr	26	2	2	Trang bÞ Hoµng Kim	1	20000	7	0	30	140	140	31	75	75																36	90	32	110	39	4							1	20	10	1	85	120	200	111	40	60	1082	1	3	103	25	30	89	300	400	1370	1	3
