Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	TypeItem	GroupItem	Level	Series	Type1	Min1	Max1	Type2	Min2	Max2	Type3	Min3	Max3	Type4	Min4	Max4	Type5	Min5	Max5	Type6	Min6	Max6
Chó Ph­îc DiÖt L«i C¶nh Phï	0	4	9	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	6	0																						36	99	39	3									1	16	10	3	85	120	200	101	35	50	1067	1	3	104	15	25	89	300	400	114	16	24
Chó Ph­îc DiÖt L«i C¶nh Phï	0	4	9	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	7	0																						36	99	39	3									1	16	10	3	85	120	200	101	35	50	1067	1	3	104	15	25	89	300	400	114	16	24
Chó Ph­îc DiÖt L«i C¶nh Phï	0	4	9	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	8	0																						36	99	39	3									1	16	10	3	85	120	200	101	35	50	1067	1	3	104	15	25	89	300	400	114	16	24
Chó Ph­îc DiÖt L«i C¶nh Phï	0	4	9	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	9	0																						36	99	39	3									1	16	10	3	85	120	200	101	35	50	1067	1	3	104	15	25	89	300	400	114	16	24
Chó Ph­îc DiÖt L«i C¶nh Phï	0	4	9	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	10	0																						36	99	39	3									1	16	10	3	85	120	200	101	35	50	1067	1	3	104	15	25	89	300	400	114	16	24
V« TrÇn Thanh T©m H­íng ThiÖn Ch©u	0	4	10	\spr\item\equip\nick\obj-neck10.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	1	0																						36	99	39	4									1	21	10	1	85	120	200	103	25	30	1089	1	3	104	16	24	89	300	400	114	16	24
V« TrÇn Thanh T©m H­íng ThiÖn Ch©u	0	4	10	\spr\item\equip\nick\obj-neck10.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	2	0																						36	99	39	4									1	21	10	1	85	120	200	103	25	30	1089	1	3	104	16	24	89	300	400	114	16	24
V« TrÇn Thanh T©m H­íng ThiÖn Ch©u	0	4	10	\spr\item\equip\nick\obj-neck10.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	3	0																						36	99	39	4									1	21	10	1	85	120	200	103	25	30	1089	1	3	104	16	24	89	300	400	114	16	24
V« TrÇn Thanh T©m H­íng ThiÖn Ch©u	0	4	10	\spr\item\equip\nick\obj-neck10.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	4	0																						36	99	39	4									1	21	10	1	85	120	200	103	25	30	1089	1	3	104	16	24	89	300	400	114	16	24
V« TrÇn Thanh T©m H­íng ThiÖn Ch©u	0	4	10	\spr\item\equip\nick\obj-neck10.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	5	0																						36	99	39	4									1	21	10	1	85	120	200	103	25	30	1089	1	3	104	16	24	89	300	400	114	16	24
V« TrÇn Thanh T©m H­íng ThiÖn Ch©u	0	4	10	\spr\item\equip\nick\obj-neck10.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	6	0																						36	99	39	4									1	21	10	1	85	120	200	103	25	30	1089	1	3	104	16	24	89	300	400	114	16	24
V« TrÇn Thanh T©m H­íng ThiÖn Ch©u	0	4	10	\spr\item\equip\nick\obj-neck10.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	7	0																						36	99	39	4									1	21	10	1	85	120	200	103	25	30	1089	1	3	104	16	24	89	300	400	114	16	24
V« TrÇn Thanh T©m H­íng ThiÖn Ch©u	0	4	10	\spr\item\equip\nick\obj-neck10.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	8	0																						36	99	39	4									1	21	10	1	85	120	200	103	25	30	1089	1	3	104	16	24	89	300	400	114	16	24
V« TrÇn Thanh T©m H­íng ThiÖn Ch©u	0	4	10	\spr\item\equip\nick\obj-neck10.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	9	0																						36	99	39	4									1	21	10	1	85	120	200	103	25	30	1089	1	3	104	16	24	89	300	400	114	16	24
V« TrÇn Thanh T©m H­íng ThiÖn Ch©u	0	4	10	\spr\item\equip\nick\obj-neck10.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	10	0																						36	99	39	4									1	21	10	1	85	120	200	103	25	30	1089	1	3	104	16	24	89	300	400	114	16	24
BÝch H¶i Hoµn Ch©u Vò Liªn	0	4	11	\spr\item\equip\nick\obj-neck09.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	1	0																						36	95	39	5									1	23	10	0	85	120	200	104	16	24	89	120	200	114	16	24	103	25	30	1113	1	3
BÝch H¶i Hoµn Ch©u Vò Liªn	0	4	11	\spr\item\equip\nick\obj-neck09.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	2	0																						36	95	39	5									1	23	10	0	85	120	200	104	16	24	89	120	200	114	16	24	103	25	30	1113	1	3
BÝch H¶i Hoµn Ch©u Vò Liªn	0	4	11	\spr\item\equip\nick\obj-neck09.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	3	0																						36	95	39	5									1	23	10	0	85	120	200	104	16	24	89	120	200	114	16	24	103	25	30	1113	1	3
BÝch H¶i Hoµn Ch©u Vò Liªn	0	4	11	\spr\item\equip\nick\obj-neck09.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	4	0																						36	95	39	5									1	23	10	0	85	120	200	104	16	24	89	120	200	114	16	24	103	25	30	1113	1	3
BÝch H¶i Hoµn Ch©u Vò Liªn	0	4	11	\spr\item\equip\nick\obj-neck09.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	5	0																						36	95	39	5									1	23	10	0	85	120	200	104	16	24	89	120	200	114	16	24	103	25	30	1113	1	3
BÝch H¶i Hoµn Ch©u Vò Liªn	0	4	11	\spr\item\equip\nick\obj-neck09.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	6	0																						36	95	39	5									1	23	10	0	85	120	200	104	16	24	89	120	200	114	16	24	103	25	30	1113	1	3
BÝch H¶i Hoµn Ch©u Vò Liªn	0	4	11	\spr\item\equip\nick\obj-neck09.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	7	0																						36	95	39	5									1	23	10	0	85	120	200	104	16	24	89	120	200	114	16	24	103	25	30	1113	1	3
BÝch H¶i Hoµn Ch©u Vò Liªn	0	4	11	\spr\item\equip\nick\obj-neck09.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	8	0																						36	95	39	5									1	23	10	0	85	120	200	104	16	24	89	120	200	114	16	24	103	25	30	1113	1	3
BÝch H¶i Hoµn Ch©u Vò Liªn	0	4	11	\spr\item\equip\nick\obj-neck09.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	9	0																						36	95	39	5									1	23	10	0	85	120	200	104	16	24	89	120	200	114	16	24	103	25	30	1113	1	3
BÝch H¶i Hoµn Ch©u Vò Liªn	0	4	11	\spr\item\equip\nick\obj-neck09.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	10	0																						36	95	39	5									1	23	10	0	85	120	200	104	16	24	89	120	200	114	16	24	103	25	30	1113	1	3
Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn	0	4	12	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	1	0																						36	95	39	7									1	26	10	4	85	-50	50	99	30	40	100	20	30	104	16	24	103	16	24	114	16	24
Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn	0	4	12	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	2	0																						36	95	39	7									1	26	10	4	85	-50	50	99	30	40	100	20	30	104	16	24	103	16	24	114	16	24
Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn	0	4	12	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	3	0																						36	95	39	7									1	26	10	4	85	-50	50	99	30	40	100	20	30	104	16	24	103	16	24	114	16	24
Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn	0	4	12	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	4	0																						36	95	39	7									1	26	10	4	85	-50	50	99	30	40	100	20	30	104	16	24	103	16	24	114	16	24
Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn	0	4	12	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	5	0																						36	95	39	7									1	26	10	4	85	-50	50	99	30	40	100	20	30	104	16	24	103	16	24	114	16	24
Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn	0	4	12	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	6	0																						36	95	39	7									1	26	10	4	85	-50	50	99	30	40	100	20	30	104	16	24	103	16	24	114	16	24
Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn	0	4	12	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	7	0																						36	95	39	7									1	26	10	4	85	-50	50	99	30	40	100	20	30	104	16	24	103	16	24	114	16	24
Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn	0	4	12	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	8	0																						36	95	39	7									1	26	10	4	85	-50	50	99	30	40	100	20	30	104	16	24	103	16	24	114	16	24
Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn	0	4	12	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	9	0																						36	95	39	7									1	26	10	4	85	-50	50	99	30	40	100	20	30	104	16	24	103	16	24	114	16	24
Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn	0	4	12	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	10	0																						36	95	39	7									1	26	10	4	85	-50	50	99	30	40	100	20	30	104	16	24	103	16	24	114	16	24
Ma ThÞ Ma PhÖ T©m Liªn	0	4	13	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	1	0																						36	95	39	7									1	27	10	1	85	120	200	104	20	25	89	300	400	114	16	24						
Ma ThÞ Ma PhÖ T©m Liªn	0	4	13	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	2	0																						36	95	39	7									1	27	10	1	85	120	200	104	20	25	89	300	400	114	16	24						
Ma ThÞ Ma PhÖ T©m Liªn	0	4	13	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	3	0																						36	95	39	7									1	27	10	1	85	120	200	104	20	25	89	300	400	114	16	24						
Ma ThÞ Ma PhÖ T©m Liªn	0	4	13	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	4	0																						36	95	39	7									1	27	10	1	85	120	200	104	20	25	89	300	400	114	16	24						
Ma ThÞ Ma PhÖ T©m Liªn	0	4	13	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	5	0																						36	95	39	7									1	27	10	1	85	120	200	104	20	25	89	300	400	114	16	24						
Ma ThÞ Ma PhÖ T©m Liªn	0	4	13	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	6	0																						36	95	39	7									1	27	10	1	85	120	200	104	20	25	89	300	400	114	16	24						
Ma ThÞ Ma PhÖ T©m Liªn	0	4	13	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	7	0																						36	95	39	7									1	27	10	1	85	120	200	104	20	25	89	300	400	114	16	24						
Ma ThÞ Ma PhÖ T©m Liªn	0	4	13	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	8	0																						36	95	39	7									1	27	10	1	85	120	200	104	20	25	89	300	400	114	16	24						
Ma ThÞ Ma PhÖ T©m Liªn	0	4	13	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	9	0																						36	95	39	7									1	27	10	1	85	120	200	104	20	25	89	300	400	114	16	24						
Ma ThÞ Ma PhÖ T©m Liªn	0	4	13	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	10	0																						36	95	39	7									1	27	10	1	85	120	200	104	20	25	89	300	400	114	16	24						
CËp Phong Tam Thanh Phï	0	4	14	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	1	0																						36	95	39	8									1	29	10	0	85	120	200	105	20	30	100	12	20	104	15	25	103	25	50	114	16	24
CËp Phong Tam Thanh Phï	0	4	14	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	2	0																						36	95	39	8									1	29	10	0	85	120	200	105	20	30	100	12	20	104	15	25	103	25	50	114	16	24
CËp Phong Tam Thanh Phï	0	4	14	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	3	0																						36	95	39	8									1	29	10	0	85	120	200	105	20	30	100	12	20	104	15	25	103	25	50	114	16	24
CËp Phong Tam Thanh Phï	0	4	14	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	4	0																						36	95	39	8									1	29	10	0	85	120	200	105	20	30	100	12	20	104	15	25	103	25	50	114	16	24
CËp Phong Tam Thanh Phï	0	4	14	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	5	0																						36	95	39	8									1	29	10	0	85	120	200	105	20	30	100	12	20	104	15	25	103	25	50	114	16	24
CËp Phong Tam Thanh Phï	0	4	14	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	6	0																						36	95	39	8									1	29	10	0	85	120	200	105	20	30	100	12	20	104	15	25	103	25	50	114	16	24
CËp Phong Tam Thanh Phï	0	4	14	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	7	0																						36	95	39	8									1	29	10	0	85	120	200	105	20	30	100	12	20	104	15	25	103	25	50	114	16	24
CËp Phong Tam Thanh Phï	0	4	14	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	8	0																						36	95	39	8									1	29	10	0	85	120	200	105	20	30	100	12	20	104	15	25	103	25	50	114	16	24
CËp Phong Tam Thanh Phï	0	4	14	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	9	0																						36	95	39	8									1	29	10	0	85	120	200	105	20	30	100	12	20	104	15	25	103	25	50	114	16	24
CËp Phong Tam Thanh Phï	0	4	14	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	10	0																						36	95	39	8									1	29	10	0	85	120	200	105	20	30	100	12	20	104	15	25	103	25	50	114	16	24
Vô ¶o Ky B¸n Phï Chó	0	4	15	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	1	0																						36	99	39	9									1	31	10	4	85	120	200	101	25	30	1174	1	3	104	15	25	89	300	400	114	16	24
Vô ¶o Ky B¸n Phï Chó	0	4	15	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	2	0																						36	99	39	9									1	31	10	4	85	120	200	101	25	30	1174	1	3	104	15	25	89	300	400	114	16	24
Vô ¶o Ky B¸n Phï Chó	0	4	15	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	3	0																						36	99	39	9									1	31	10	4	85	120	200	101	25	30	1174	1	3	104	15	25	89	300	400	114	16	24
Vô ¶o Ky B¸n Phï Chó	0	4	15	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	4	0																						36	99	39	9									1	31	10	4	85	120	200	101	25	30	1174	1	3	104	15	25	89	300	400	114	16	24
Vô ¶o Ky B¸n Phï Chó	0	4	15	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	5	0																						36	99	39	9									1	31	10	4	85	120	200	101	25	30	1174	1	3	104	15	25	89	300	400	114	16	24
Vô ¶o Ky B¸n Phï Chó	0	4	15	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	6	0																						36	99	39	9									1	31	10	4	85	120	200	101	25	30	1174	1	3	104	15	25	89	300	400	114	16	24
Vô ¶o Ky B¸n Phï Chó	0	4	15	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	7	0																						36	99	39	9									1	31	10	4	85	120	200	101	25	30	1174	1	3	104	15	25	89	300	400	114	16	24
Vô ¶o Ky B¸n Phï Chó	0	4	15	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	8	0																						36	99	39	9									1	31	10	4	85	120	200	101	25	30	1174	1	3	104	15	25	89	300	400	114	16	24
Vô ¶o Ky B¸n Phï Chó	0	4	15	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	9	0																						36	99	39	9									1	31	10	4	85	120	200	101	25	30	1174	1	3	104	15	25	89	300	400	114	16	24
Vô ¶o Ky B¸n Phï Chó	0	4	15	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	10	0																						36	99	39	9									1	31	10	4	85	120	200	101	25	30	1174	1	3	104	15	25	89	300	400	114	16	24
L«i Khung Thiªn §Þa Hé Phï	0	4	16	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	1	0																						36	99	39	9									1	33	10	3	85	300	400	104	16	24	108	25	40	114	16	24	101	20	25	1173	1	3
L«i Khung Thiªn §Þa Hé Phï	0	4	16	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	2	0																						36	99	39	9									1	33	10	3	85	300	400	104	16	24	108	25	40	114	16	24	101	20	25	1173	1	3
L«i Khung Thiªn §Þa Hé Phï	0	4	16	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	3	0																						36	99	39	9									1	33	10	3	85	300	400	104	16	24	108	25	40	114	16	24	101	20	25	1173	1	3
L«i Khung Thiªn §Þa Hé Phï	0	4	16	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	4	0																						36	99	39	9									1	33	10	3	85	300	400	104	16	24	108	25	40	114	16	24	101	20	25	1173	1	3
L«i Khung Thiªn §Þa Hé Phï	0	4	16	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	5	0																						36	99	39	9									1	33	10	3	85	300	400	104	16	24	108	25	40	114	16	24	101	20	25	1173	1	3
L«i Khung Thiªn §Þa Hé Phï	0	4	16	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	6	0																						36	99	39	9									1	33	10	3	85	300	400	104	16	24	108	25	40	114	16	24	101	20	25	1173	1	3
L«i Khung Thiªn §Þa Hé Phï	0	4	16	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	7	0																						36	99	39	9									1	33	10	3	85	300	400	104	16	24	108	25	40	114	16	24	101	20	25	1173	1	3
L«i Khung Thiªn §Þa Hé Phï	0	4	16	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	8	0																						36	99	39	9									1	33	10	3	85	300	400	104	16	24	108	25	40	114	16	24	101	20	25	1173	1	3
L«i Khung Thiªn §Þa Hé Phï	0	4	16	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	9	0																						36	99	39	9									1	33	10	3	85	300	400	104	16	24	108	25	40	114	16	24	101	20	25	1173	1	3
L«i Khung Thiªn §Þa Hé Phï	0	4	16	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ Hoµng Kim	2	20000	10	0																						36	99	39	9									1	33	10	3	85	300	400	104	16	24	108	25	40	114	16	24	101	20	25	1173	1	3
[Hoµn Mü] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	17	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	20000	1	0																						36	85											1	34	10	4	114	15	20	103	1	7												
[Hoµn Mü] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	17	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	20000	2	0																						36	85											1	34	10	4	114	15	20	103	1	7												
[Hoµn Mü] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	17	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	20000	3	0																						36	85											1	34	10	4	114	15	20	103	1	7												
[Hoµn Mü] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	17	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	20000	4	0																						36	85											1	34	10	4	114	15	20	103	1	7												
[Hoµn Mü] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	17	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	20000	5	0																						36	85											1	34	10	4	114	15	20	103	1	7												
[Hoµn Mü] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	17	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	20000	6	0																						36	85											1	34	10	4	114	15	20	103	1	7												
[Hoµn Mü] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	17	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	20000	7	0																						36	85											1	34	10	4	114	15	20	103	1	7												
[Hoµn Mü] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	17	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	20000	8	0																						36	85											1	34	10	4	114	15	20	103	1	7												
[Hoµn Mü] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	17	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	20000	9	0																						36	85											1	34	10	4	114	15	20	103	1	7												
[Hoµn Mü] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	17	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	20000	10	0																						36	85											1	34	10	4	114	15	20	103	1	7												
